iso3,year,unemployment_youth
JAM,1992,14.907
JPN,1992,4.363
JOR,1992,41.05
KAZ,1992,1.781
KEN,1992,6.4
PRK,1992,5.127
KOR,1992,7.476
KWT,1992,3.066
KGZ,1992,2.006
LAO,1992,5.599
LVA,1992,11.994
LBN,1992,19.664
LSO,1992,21.31
LBR,1992,3.461
LBY,1992,44.18
LTU,1992,2.133
LUX,1992,3.701
MAC,1992,3.508
MDG,1992,8.746
MWI,1992,6.85
MYS,1992,11.525
MDV,1992,1.811
MLI,1992,2.19
MLT,1992,11.637
MRT,1992,14.826
MUS,1992,23.119
MEX,1992,5.589
MDA,1992,6.944
MNG,1992,8.841
MNE,1992,54.677
MAR,1992,20.156
MOZ,1992,6.179
MMR,1992,1.401
NAM,1992,34.348
NPL,1992,18.978
NLD,1992,8.132
NCL,1992,43.652
NZL,1992,19.174
NIC,1992,11.981
NER,1992,3.207
NGA,1992,9.42
MKD,1992,47.777
NOR,1992,13.572
OMN,1992,13.524
PAK,1992,0.961
PAN,1992,13.105
PNG,1992,4.858
PRY,1992,11.003
PER,1992,6.098
PHL,1992,9.594
POL,1992,27.495
PRT,1992,9.62
PRI,1992,34.146
QAT,1992,2.524
ROU,1992,24.828
RUS,1992,12.905
RWA,1992,16.261
WSM,1992,5.025
STP,1992,21.195
SAU,1992,30.524
SEN,1992,2.998
SRB,1992,29.676
SLE,1992,7.715
SGP,1992,6.776
SVK,1992,24.133
SVN,1992,26.102
SLB,1992,3.22
SOM,1992,35.46
ZAF,1992,35.717
SSD,1992,18.379
ESP,1992,32.941
LKA,1992,35.983
LCA,1992,26.528
VCT,1992,36.036
SDN,1992,27.272
SUR,1992,42.233
SWE,1992,13.452
CHE,1992,3.01
SYR,1992,12.623
TJK,1992,4.603
TZA,1992,6.438
THA,1992,2.696
TLS,1992,9.58
TGO,1992,7.226
TON,1992,3.18
TTO,1992,35.062
TUN,1992,29.79
TUR,1992,16.184
TKM,1992,2.958
UGA,1992,5.204
UKR,1992,3.565
ARE,1992,4.025
GBR,1992,15.673
USA,1992,14.234
URY,1992,24.023
UZB,1992,6.065
VUT,1992,13.613
VEN,1992,12.779
VNM,1992,4.18
VIR,1992,26.841
PSE,1992,15.325
YEM,1992,16.634
ZMB,1992,35.029
ZWE,1992,10.803
AFE,1992,14.53793617
AFW,1992,8.340080153
ARB,1992,25.15852425
CSS,1992,31.53831818
CEB,1992,22.85195363
EAR,1992,11.65088256
EAS,1992,5.167936359
EAP,1992,5.011221221
TEA,1992,5.00970266
EMU,1992,19.34371557
ECS,1992,15.8783768
ECA,1992,10.66180843
TEC,1992,14.18639868
EUU,1992,20.05653487
FCS,1992,9.554856137
HPC,1992,9.177880937
HIC,1992,14.98376542
IBD,1992,10.13097162
IBT,1992,9.731405772
IDB,1992,6.190164307
IDX,1992,9.1045436810000009
IDA,1992,8.158583388
LTE,1992,7.577777057
LCN,1992,11.41174893
LAC,1992,10.98913026
TLA,1992,11.14024227
LDC,1992,8.939631354
LMY,1992,9.366511251
LIC,1992,8.953498362
LMC,1992,10.89033776
MEA,1992,24.13301505
MNA,1992,24.18397456
TMN,1992,24.26498105
MIC,1992,9.397887167
NAC,1992,14.52627812
OED,1992,13.96923506
OSS,1992,20.53275065
PSS,1992,7.99137388
PST,1992,13.77302824
PRE,1992,10.62916157
SST,1992,20.90924215
SAS,1992,10.65976809
TSA,1992,10.65976809
SSF,1992,12.0825699
SSA,1992,12.0825699
TSS,1992,12.0825699
UMC,1992,8.192979236
WLD,1992,10.37313814
DZA,1993,41.616
ARG,1993,22.151
AFG,1993,10.215
ALB,1993,39.759
AGO,1993,39.555
ARM,1993,5.734
AUS,1993,18.532
AUT,1993,4.66
AZE,1993,8.353
BHS,1993,23.151
BHR,1993,3.531
BGD,1993,5.928
BRB,1993,43.64
BLR,1993,15.104
BEL,1993,18.447
BLZ,1993,19.017
BEN,1993,1.634
BTN,1993,4.327
BOL,1993,4.941
BIH,1993,38.851
BWA,1993,32.603
BRA,1993,11.363
BRN,1993,14.903
BGR,1993,32.066
BFA,1993,3.83
BDI,1993,3.868
CPV,1993,22.047
KHM,1993,1.465
CMR,1993,13.318
CAN,1993,17.201
CAF,1993,11.208
TCD,1993,0.973
CHI,1993,14.619
CHL,1993,10.518
CHN,1993,5.121
COL,1993,14.896
COM,1993,9.759
COD,1993,5.434
COG,1993,38.758
CRI,1993,8.304
CIV,1993,7.822
HRV,1993,35.89
CUB,1993,15.767
CYP,1993,5.63
CZE,1993,8.418
DNK,1993,14.602
DJI,1993,58.809
DOM,1993,11.736
ECU,1993,9.257
EGY,1993,30.829
SLV,1993,16.787
GNQ,1993,14.933
ERI,1993,9.885
EST,1993,10.869
SWZ,1993,43.926
ETH,1993,4.6
FJI,1993,10.697
FIN,1993,30.8
FRA,1993,25.219
PYF,1993,31.881
GAB,1993,43.362
GMB,1993,14.164
GEO,1993,9.399
DEU,1993,7.672
GHA,1993,8.249
GRC,1993,30.544
GUM,1993,12.236
GTM,1993,4.296
GIN,1993,5.645
GNB,1993,3.965
GUY,1993,27.002
HTI,1993,17.371
HND,1993,5.226
HKG,1993,4.446
HUN,1993,22.75
ISL,1993,9.931
IND,1993,11.86
IDN,1993,8.565
IRN,1993,21.589
IRQ,1993,15.48
IRL,1993,24.325
ISR,1993,20.688
ITA,1993,30.146
JAM,1993,14.781
JPN,1993,5.114
JOR,1993,41.208
KAZ,1993,1.968
KEN,1993,6.606
PRK,1993,5.431
KOR,1993,8.768
KWT,1993,2.92
KGZ,1993,2.21
LAO,1993,5.656
LVA,1993,30.279
LBN,1993,19.854
LSO,1993,21.488
LBR,1993,3.429
LBY,1993,44.76
LTU,1993,24.487
LUX,1993,4.347
MAC,1993,3.3
MDG,1993,8.796
MWI,1993,6.777
MYS,1993,12.996
MDV,1993,1.831
MLI,1993,2.126
MLT,1993,11.671
MRT,1993,14.608
MUS,1993,23.387
MEX,1993,5.574
MDA,1993,6.925
MNG,1993,8.832
MNE,1993,55.163
MAR,1993,20.426
MOZ,1993,5.985
MMR,1993,1.388
NAM,1993,34.848
NPL,1993,18.988
NLD,1993,10.446
NCL,1993,44.229
NZL,1993,17.887
NIC,1993,11.985
NER,1993,3.178
NGA,1993,9.82
MKD,1993,50.164
NOR,1993,13.613
OMN,1993,13.299
PAK,1993,0.969
PAN,1993,13.198
PNG,1993,4.633
PRY,1993,11.2
PER,1993,5.93
PHL,1993,9.653
POL,1993,29.732
PRT,1993,12.126
PRI,1993,30.552
QAT,1993,2.554
ROU,1993,23.685
RUS,1993,13.655
RWA,1993,16.397
WSM,1993,5.604
STP,1993,21.037
SAU,1993,30.403
SEN,1993,2.967
SRB,1993,29.841
SLE,1993,7.733
SGP,1993,7.27
SVK,1993,24.201
SVN,1993,29.557
SLB,1993,3.209
SOM,1993,35.329
ZAF,1993,35.993
SSD,1993,18.157
ESP,1993,42.096
LKA,1993,35.466
LCA,1993,26.98
VCT,1993,36.528
SDN,1993,26.926
SUR,1993,36.717
SWE,1993,22.36
CHE,1993,5.844
SYR,1993,13.53
TJK,1993,13.592
TZA,1993,6.664
THA,1993,2.973
TLS,1993,9.648
TGO,1993,7.511
TON,1993,3.183
TTO,1993,33.447
TUN,1993,30.469
TUR,1993,17.692
TKM,1993,2.968
UGA,1993,5.156
UKR,1993,3.746
ARE,1993,4.239
GBR,1993,17.487
USA,1993,13.369
URY,1993,23.207
UZB,1993,10.442
VUT,1993,14.036
VEN,1993,10.944
VNM,1993,4.086
VIR,1993,26.775
PSE,1993,15.454
YEM,1993,16.93
ZMB,1993,35.261
ZWE,1993,10.974
AFE,1993,14.5325084
AFW,1993,8.521443956
ARB,1993,26.93684464
CSS,1993,29.87802261
CEB,1993,25.34012923
EAR,1993,12.10906913
EAS,1993,5.745944393
EAP,1993,5.581803836
TEA,1993,5.583747648
EMU,1993,23.2595106
ECS,1993,18.29298174
ECA,1993,12.47693068
TEC,1993,15.51582062
EUU,1993,23.53644891
FCS,1993,9.624616309
HPC,1993,9.174107236
HIC,1993,16.28502565
IBD,1993,10.65678952
IBT,1993,10.18980743
IDB,1993,6.702323133
IDX,1993,9.220615402
IDA,1993,8.404235644
LTE,1993,8.026617778
LCN,1993,11.04957061
LAC,1993,10.71471779
TLA,1993,10.79522558
LDC,1993,9.01550639
LMY,1993,9.824057922
