iso3,year,unemployment_youth
VIR,1997,24.034
PSE,1997,15.634
YEM,1997,17.812
ZMB,1997,23.882
ZWE,1997,15.368
AFE,1997,14.09429989
AFW,1997,8.459517195
ARB,1997,24.67761424
CSS,1997,26.86035636
CEB,1997,20.03389487
EAR,1997,13.25109994
EAS,1997,7.503006971
EAP,1997,7.479784032
TEA,1997,7.49397014
EMU,1997,24.96777132
ECS,1997,21.50939451
ECA,1997,19.40951882
TEC,1997,21.06005423
EUU,1997,23.31253791
FCS,1997,10.9870972
HPC,1997,8.752934749
HIC,1997,16.84560677
IBD,1997,12.89519049
IBT,1997,11.95571908
IDB,1997,7.586251323
IDX,1997,9.2895332410000009
IDA,1997,8.728753475
LTE,1997,10.57045237
LCN,1997,14.88289667
LAC,1997,14.38435446
TLA,1997,14.81137113
LDC,1997,9.02750109
LMY,1997,11.44567555
LIC,1997,9.116429408
LMC,1997,11.58172414
MEA,1997,23.20366275
MNA,1997,23.75969625
TMN,1997,23.83966619
MIC,1997,11.64213824
NAC,1997,11.8726666
OED,1997,15.06632451
OSS,1997,22.72739046
PSS,1997,8.857414366
PST,1997,15.77556126
PRE,1997,10.18789605
SST,1997,21.62150726
SAS,1997,11.30312369
TSA,1997,11.30312369
SSF,1997,11.80694088
SSA,1997,11.80694088
TSS,1997,11.80694088
UMC,1997,11.69945406
WLD,1997,12.38871724
DZA,1998,44.59
ARG,1998,27.685
AFG,1998,10.217
ALB,1998,32.04
AGO,1998,37.44
ARM,1998,10.249
AUS,1998,14.455
AUT,1998,7.492
AZE,1998,18.791
BHS,1998,15.881
BHR,1998,3.947
BGD,1998,8.015
BRB,1998,24.368
BLR,1998,24.93
BEL,1998,20.405
BLZ,1998,28.217
BEN,1998,1.188
BTN,1998,4.37
BOL,1998,3.653
BIH,1998,46.513
BWA,1998,38.147
BRA,1998,19.186
BRN,1998,16.028
BGR,1998,24.672
BFA,1998,3.869
BDI,1998,3.909
CPV,1998,22.156
KHM,1998,1.065
CMR,1998,11.653
CAN,1998,15.157
CAF,1998,10.961
TCD,1998,1.054
CHI,1998,13.196
CHL,1998,17.818
CHN,1998,6.668
COL,1998,27.566
COM,1998,9.857
COD,1998,5.208
COG,1998,39.317
CRI,1998,11.926
CIV,1998,5.628
HRV,1998,31.514
CUB,1998,12.374
CYP,1998,5.882
CZE,1998,12.439
DNK,1998,7.169
DJI,1998,60.751
DOM,1998,12.131
ECU,1998,9.233
EGY,1998,23.142
SLV,1998,12.144
GNQ,1998,15.571
ERI,1998,9.966
EST,1998,14.839
SWZ,1998,47.366
ETH,1998,5.134
FJI,1998,10.953
FIN,1998,34.362
FRA,1998,25.952
PYF,1998,33.057
GAB,1998,37.648
GMB,1998,14.222
GEO,1998,25.514
DEU,1998,9.79
GHA,1998,12.683
GRC,1998,32.51
GUM,1998,18.157
GTM,1998,4.297
GIN,1998,5.578
GNB,1998,4.13
GUY,1998,25.257
HTI,1998,17.175
HND,1998,6.807
HKG,1998,10.453
HUN,1998,15.217
ISL,1998,6.611
IND,1998,13.012
IDN,1998,16.757
IRN,1998,20.887
IRQ,1998,15.452
IRL,1998,11.163
ISR,1998,16.926
ITA,1998,33.862
JAM,1998,16.522
JPN,1998,7.732
JOR,1998,30.779
KAZ,1998,23.393
KEN,1998,6.602
PRK,1998,6.863
KOR,1998,15.708
KWT,1998,2.618
KGZ,1998,3.06
LAO,1998,4.887
LVA,1998,26.926
LBN,1998,21.1
LSO,1998,22.033
LBR,1998,2.918
LBY,1998,46.113
LTU,1998,25.204
LUX,1998,6.419
MAC,1998,9.169
MDG,1998,8.497
MWI,1998,6.644
MYS,1998,10.352
MDV,1998,3.393
MLI,1998,2.029
MLT,1998,11.759
MRT,1998,14.827
MUS,1998,24.965
MEX,1998,6.684
MDA,1998,18.709
MNG,1998,8.943
MNE,1998,54.933
MAR,1998,20.021
MOZ,1998,5.682
MMR,1998,1.393
NAM,1998,44.219
NPL,1998,19.062
NLD,1998,8.774
NCL,1998,45.373
NZL,1998,15.028
NIC,1998,11.346
NER,1998,2.97
NGA,1998,9.662
MKD,1998,62.03
NOR,1998,12.511
OMN,1998,13.469
PAK,1998,0.968
PAN,1998,13.485
PNG,1998,5.167
PRY,1998,9.476
PER,1998,6.098
PHL,1998,9.543
POL,1998,20.898
PRT,1998,9.492
PRI,1998,25.111
QAT,1998,2.694
ROU,1998,16.819
RUS,1998,27.089
RWA,1998,15.405
WSM,1998,9.126
STP,1998,20.997
SAU,1998,22.255
SEN,1998,2.887
SRB,1998,30.681
SLE,1998,7.568
SGP,1998,8.037
SVK,1998,24.722
SVN,1998,17.623
SLB,1998,3.48
SOM,1998,34.364
ZAF,1998,36.289
SSD,1998,17.974
ESP,1998,35.319
LKA,1998,25.952
LCA,1998,35.281
VCT,1998,39.026
SDN,1998,26.274
SUR,1998,24.232
SWE,1998,17.033
CHE,1998,5.774
SYR,1998,13.671
TJK,1998,34.971
TZA,1998,5.778
THA,1998,7.779
TLS,1998,10.242
TGO,1998,6.888
TON,1998,8.58
TTO,1998,26.644
TUN,1998,31.084
TUR,1998,14.097
TKM,1998,23.771
UGA,1998,5.153
UKR,1998,21.17
ARE,1998,4.658
GBR,1998,12.409
USA,1998,10.408
URY,1998,22.829
UZB,1998,27.744
VUT,1998,14.035
VEN,1998,18.63
VNM,1998,4.74
VIR,1998,22.887
PSE,1998,15.568
YEM,1998,18.059
ZMB,1998,21.448
ZWE,1998,13.919
AFE,1998,14.14683006
AFW,1998,8.485847031
ARB,1998,24.62596694
CSS,1998,25.56839512
CEB,1998,19.67447501
EAR,1998,13.61385897
EAS,1998,8.208957995
EAP,1998,7.970120826
TEA,1998,7.983070301
EMU,1998,23.26542209
ECS,1998,21.88138397
ECA,1998,21.15918568
TEC,1998,22.92381246
EUU,1998,21.81573227
FCS,1998,11.27654816
HPC,1998,8.838321623
HIC,1998,16.97908215
IBD,1998,13.54107444
IBT,1998,12.47113736
IDB,1998,7.812085048
IDX,1998,9.396571627
IDA,1998,8.872050955
LTE,1998,11.33729793
LCN,1998,15.60752778
LAC,1998,15.23866383
TLA,1998,15.59819834
LDC,1998,9.248469613
LMY,1998,11.90834569
LIC,1998,9.282889012
LMC,1998,11.70658057
MEA,1998,23.42795069
MNA,1998,24.12543398
TMN,1998,24.2089877
MIC,1998,12.1331857
NAC,1998,10.86517698
OED,1998,14.8637456
OSS,1998,22.57697293
PSS,1998,9.098079376
PST,1998,15.67119121
PRE,1998,10.16133856
SST,1998,21.32086228
SAS,1998,11.49951204
TSA,1998,11.49951204
SSF,1998,11.84514539
SSA,1998,11.84514539
TSS,1998,11.84514539
UMC,1998,12.54721905
WLD,1998,12.78439631
DZA,1999,47.891
ARG,1999,30.504
AFG,1999,10.23
ALB,1999,33.38
AGO,1999,37.914
ARM,1999,12.328
AUS,1999,13.106
AUT,1999,5.924
AZE,1999,20.49
BHS,1999,15.66
BHR,1999,3.996
BGD,1999,8.836
BRB,1999,22.359
BLR,1999,22.782
BEL,1999,22.585
BLZ,1999,25.743
BEN,1999,1.093
BTN,1999,4.313
BOL,1999,3.948
BIH,1999,48.337
BWA,1999,34.876
BRA,1999,20.572
BRN,1999,16.151
BGR,1999,28.498
BFA,1999,4.011
BDI,1999,3.867
CPV,1999,22.295
KHM,1999,1.183
CMR,1999,11.497
CAN,1999,14.069
CAF,1999,10.927
TCD,1999,1.081
CHI,1999,12.474
CHL,1999,25.294
CHN,1999,6.764
COL,1999,36.472
COM,1999,9.768
COD,1999,5.245
COG,1999,39.781
CRI,1999,13.675
CIV,1999,6.027
HRV,1999,36.148
CUB,1999,12.433
CYP,1999,9.778
CZE,1999,17.019
DNK,1999,9.889
DJI,1999,60.718
DOM,1999,12.22
ECU,1999,9.609
EGY,1999,20.343
SLV,1999,12.548
GNQ,1999,15.73
ERI,1999,10.129
EST,1999,22.051
SWZ,1999,48.804
ETH,1999,5.421
FJI,1999,10.926
FIN,1999,29.815
FRA,1999,26.13
PYF,1999,32.973
GAB,1999,37.639
GMB,1999,14.056
GEO,1999,24.194
DEU,1999,8.883
GHA,1999,15.607
GRC,1999,31.613
GUM,1999,32.968
GTM,1999,4.255
GIN,1999,5.598
GNB,1999,4.234
GUY,1999,25.023
HTI,1999,17.359
HND,1999,6.474
HKG,1999,13.967
HUN,1999,12.281
ISL,1999,3.997
IND,1999,13.297
IDN,1999,19.296
IRN,1999,22.315
IRQ,1999,15.454
IRL,1999,8.367
ISR,1999,16.7
ITA,1999,33.038
JAM,1999,16.657
JPN,1999,9.299
JOR,1999,30.886
KAZ,1999,24.03
KEN,1999,6.705
PRK,1999,7.391
KOR,1999,13.888
KWT,1999,2.565
KGZ,1999,3.243
LAO,1999,4.62
LVA,1999,23.538
LBN,1999,21.432
LSO,1999,22.37
LBR,1999,2.906
LBY,1999,46.422
LTU,1999,25.422
LUX,1999,6.764
MAC,1999,11.574
MDG,1999,8.444
MWI,1999,6.705
MYS,1999,11.103
MDV,1999,3.899
MLI,1999,2.045
MLT,1999,11.804
MRT,1999,14.903
MUS,1999,25.753
MEX,1999,4.226
MDA,1999,20.826
MNG,1999,9.106
MNE,1999,55.175
MAR,1999,20.609
MOZ,1999,5.759
MMR,1999,1.393
NAM,1999,41.722
NPL,1999,19.075
NLD,1999,7.395
NCL,1999,44.898
NZL,1999,14.175
NIC,1999,11.357
NER,1999,2.975
NGA,1999,9.793
MKD,1999,58.531
NOR,1999,12.024
OMN,1999,13.57
PAK,1999,0.968
PAN,1999,13.556
PNG,1999,5.251
PRY,1999,10.11
PER,1999,6.041
PHL,1999,9.674
POL,1999,28.76
PRT,1999,9.174
PRI,1999,22.89
QAT,1999,2.658
ROU,1999,17.317
RUS,1999,23.913
RWA,1999,15.667
WSM,1999,10.047
STP,1999,20.935
SAU,1999,21.238
SEN,1999,2.829
SRB,1999,30.555
SLE,1999,7.615
SGP,1999,9.525
SVK,1999,33.532
SVN,1999,18.478
SLB,1999,3.505
SOM,1999,34.247
ZAF,1999,36.534
SSD,1999,18.043
ESP,1999,29.042
LKA,1999,26.456
LCA,1999,29.538
VCT,1999,39.349
SDN,1999,26.344
SUR,1999,33.318
SWE,1999,15.832
CHE,1999,5.651
SYR,1999,14.235
TJK,1999,33.074
TZA,1999,5.683
THA,1999,8.204
TLS,1999,10.263
TGO,1999,7.025
TON,1999,9.591
TTO,1999,25.112
TUN,1999,30.827
TUR,1999,14.911
TKM,1999,24.913
UGA,1999,5.191
UKR,1999,22.18
ARE,1999,4.816
GBR,1999,12.364
USA,1999,9.886
URY,1999,24.426
UZB,1999,27.897
VUT,1999,14.105
VEN,1999,24.239
VNM,1999,4.775
VIR,1999,22.414
PSE,1999,15.493
YEM,1999,18.335
ZMB,1999,22.269
ZWE,1999,12.815
AFE,1999,14.26606379
AFW,1999,8.80586987
ARB,1999,24.34886103
CSS,1999,26.44773891
CEB,1999,23.85609092
EAR,1999,14.05772318
EAS,1999,8.664460147
EAP,1999,8.437512974
TEA,1999,8.449652679
EMU,1999,22.01498853
ECS,1999,21.54920912
ECA,1999,21.7050829
TEC,1999,23.05298562
EUU,1999,21.96547667
FCS,1999,11.64414087
HPC,1999,9.074236896
HIC,1999,16.63501564
IBD,1999,14.10227746
IBT,1999,12.93071817
IDB,1999,7.783581347
IDX,1999,9.70991205
IDA,1999,9.069371878
LTE,1999,11.87934907
LCN,1999,16.93989194
LAC,1999,16.21958542
TLA,1999,16.97252777
LDC,1999,9.516990782
LMY,1999,12.35098265
LIC,1999,9.457975234
LMC,1999,11.84534863
MEA,1999,23.46733128
MNA,1999,24.26614734
TMN,1999,24.35135523
MIC,1999,12.60311053
NAC,1999,10.286921
OED,1999,15.01807479
OSS,1999,23.88049428
PSS,1999,9.260171523
PST,1999,15.2273827
PRE,1999,10.26445433
SST,1999,22.39959311
SAS,1999,11.77218319
TSA,1999,11.77218319
SSF,1999,12.04847763
SSA,1999,12.04847763
TSS,1999,12.04847763
UMC,1999,13.35437839
WLD,1999,13.11012507
DZA,2000,50.69
ARG,2000,32.354
AFG,2000,10.233
ALB,2000,30.56
AGO,2000,38.115
ARM,2000,12.274
AUS,2000,12.081
AUT,2000,6.288
AZE,2000,22.121
BHS,2000,15.465
BHR,2000,4.03
BGD,2000,9.67
BRB,2000,20.794
BLR,2000,21.624
BEL,2000,15.25
BLZ,2000,21.926
BEN,2000,1.005
BTN,2000,4.992
BOL,2000,4.265
BIH,2000,50.189
BWA,2000,31.824
BRA,2000,20.28
BRN,2000,16.25
BGR,2000,33.233
BFA,2000,4.18
BDI,2000,3.86
CPV,2000,22.422
KHM,2000,1.285
CMR,2000,11.385
CAN,2000,12.684
CAF,2000,10.81
TCD,2000,1.115
CHI,2000,10.633
CHL,2000,24.697
CHN,2000,6.835
COL,2000,37.329
COM,2000,9.572
COD,2000,5.259
COG,2000,39.463
CRI,2000,11.285
CIV,2000,6.513
HRV,2000,41.335
CUB,2000,10.989
CYP,2000,8.909
CZE,2000,16.968
DNK,2000,6.725
DJI,2000,61.387
DOM,2000,12.46
ECU,2000,9.788
EGY,2000,24.856
SLV,2000,11.94
GNQ,2000,15.75
ERI,2000,10.19
EST,2000,21.106
SWZ,2000,50.261
ETH,2000,5.105
FJI,2000,10.993
FIN,2000,29.678
FRA,2000,20.511
PYF,2000,32.743
GAB,2000,37.29
GMB,2000,14.039
GEO,2000,20.763
DEU,2000,8.544
GHA,2000,16.158
GRC,2000,29.209
GUM,2000,36.519
GTM,2000,4.297
GIN,2000,5.681
GNB,2000,4.248
GUY,2000,24.863
HTI,2000,20.455
HND,2000,6.563
HKG,2000,11.065
HUN,2000,12.301
ISL,2000,4.052
IND,2000,13.593
IDN,2000,19.177
IRN,2000,23.313
IRQ,2000,15.662
IRL,2000,6.373
ISR,2000,17.291
ITA,2000,31.547
JAM,2000,16.667
JPN,2000,9.21
JOR,2000,30.981
KAZ,2000,22.849
KEN,2000,6.729
PRK,2000,7.347
KOR,2000,10.002
KWT,2000,2.941
KGZ,2000,3.424
LAO,2000,4.388
LVA,2000,21.276
LBN,2000,21.196
LSO,2000,22.409
LBR,2000,2.927
LBY,2000,46.305
LTU,2000,28.527
LUX,2000,6.374
MAC,2000,10.889
MDG,2000,8.444
MWI,2000,6.734
MYS,2000,9.843
MDV,2000,4.405
MLI,2000,2.1
MLT,2000,11.87
MRT,2000,14.914
MUS,2000,26.221
MEX,2000,5.218
MDA,2000,15.96
MNG,2000,9.326
MNE,2000,55.254
MAR,2000,20.354
MOZ,2000,6.057
MMR,2000,1.375
NAM,2000,39.247
NPL,2000,19.061
NLD,2000,5.262
NCL,2000,44.461
NZL,2000,13.521
NIC,2000,11.399
NER,2000,3.031
NGA,2000,9.764
MKD,2000,58.396
NOR,2000,10.919
OMN,2000,13.548
PAK,2000,0.965
PAN,2000,13.687
PNG,2000,5.219
PRY,2000,13.985
PER,2000,6.037
PHL,2000,9.753
POL,2000,34.954
PRT,2000,8.249
PRI,2000,20.612
QAT,2000,2.652
ROU,2000,17.805
RUS,2000,20.678
RWA,2000,15.754
WSM,2000,10.806
STP,2000,20.98
SAU,2000,22.534
SEN,2000,2.818
SRB,2000,28.233
SLE,2000,7.466
SGP,2000,7.065
SVK,2000,36.6
SVN,2000,16.331
SLB,2000,3.613
SOM,2000,33.888
ZAF,2000,36.444
SSD,2000,18.348
ESP,2000,25.215
LKA,2000,23.949
LCA,2000,27.306
VCT,2000,40.099
SDN,2000,26.699
SUR,2000,31.367
SWE,2000,9.29
CHE,2000,4.806
SYR,2000,18.178
TJK,2000,31.648
TZA,2000,5.556
THA,2000,6.913
TLS,2000,10.181
TGO,2000,7.321
TON,2000,10.711
TTO,2000,23.086
TUN,2000,30.568
TUR,2000,12.929
TKM,2000,22.667
UGA,2000,5.258
UKR,2000,21.879
ARE,2000,4.943
GBR,2000,11.939
USA,2000,9.28
URY,2000,29.207
UZB,2000,25.559
VUT,2000,14.088
VEN,2000,23.31
VNM,2000,4.729
VIR,2000,21.556
PSE,2000,15.801
YEM,2000,18.578
ZMB,2000,23.003
ZWE,2000,11.896
AFE,2000,14.26932299
AFW,2000,8.879381734
ARB,2000,26.11226012
CSS,2000,25.28349323
CEB,2000,27.0150357
EAR,2000,14.44360793
EAS,2000,8.52327446
EAP,2000,8.41158511
TEA,2000,8.423818968
EMU,2000,19.61572996
ECS,2000,20.04502631
ECA,2000,20.34715265
TEC,2000,22.00076136
EUU,2000,20.92047904
FCS,2000,11.7358221
HPC,2000,9.201249213
HIC,2000,15.48177071
IBD,2000,14.30096343
IBT,2000,13.08770446
IDB,2000,7.530253063
IDX,2000,9.969515263
IDA,2000,9.153972902
LTE,2000,11.71934149
LCN,2000,17.2275818
LAC,2000,16.5992888
TLA,2000,17.30135477
LDC,2000,9.772877895
LMY,2000,12.54900827
LIC,2000,9.690680811
LMC,2000,12.14867301
MEA,2000,25.210113840000002
MNA,2000,26.11765962
TMN,2000,26.21752618
MIC,2000,12.80165188
NAC,2000,9.604947857
OED,2000,14.19445629
OSS,2000,24.02099273
PSS,2000,9.460788571
PST,2000,13.88676278
PRE,2000,10.3539742
SST,2000,22.33592419
SAS,2000,12.00902318
TSA,2000,12.00902318
SSF,2000,12.08705979
SSA,2000,12.08705979
TSS,2000,12.08705979
UMC,2000,13.45810748
WLD,2000,13.07342874
DZA,2001,46.98
ARG,2001,37.107
AFG,2001,10.232
ALB,2001,29.894
AGO,2001,38.108
ARM,2001,12.223
AUS,2001,13.471
AUT,2001,6.006
AZE,2001,22.092
BHS,2001,15.025
BHR,2001,4.193
BGD,2001,8.804
BRB,2001,22.966
BLR,2001,20.439
BEL,2001,15.333
BLZ,2001,18.513
BEN,2001,0.909
BTN,2001,5.662
BOL,2001,4.586
BIH,2001,52.236
BWA,2001,38.843
BRA,2001,19.981
BRN,2001,16.387
BGR,2001,39.061
BFA,2001,4.268
BDI,2001,3.871
CPV,2001,22.991
KHM,2001,1.376
CMR,2001,11.253
CAN,2001,12.884
CAF,2001,10.874
TCD,2001,1.127
CHI,2001,10.52
CHL,2001,24.514
CHN,2001,7.986
COL,2001,27.419
COM,2001,9.562
COD,2001,5.26
COG,2001,39.562
CRI,2001,13.866
CIV,2001,6.95
HRV,2001,39.219
CUB,2001,8.398
CYP,2001,7.975
CZE,2001,16.556
DNK,2001,8.222
DJI,2001,61.905
DOM,2001,13.507
ECU,2001,8.563
EGY,2001,27.474
SLV,2001,12.101
GNQ,2001,15.94
ERI,2001,10.374
EST,2001,23.903
SWZ,2001,51.629
ETH,2001,4.673
FJI,2001,11.083
FIN,2001,27.804
FRA,2001,17.93
PYF,2001,32.968
GAB,2001,36.514
GMB,2001,13.949
GEO,2001,19.807
DEU,2001,7.787
GHA,2001,15.12
GRC,2001,28.034
GUM,2001,31.526
GTM,2001,4.431
GIN,2001,5.678
GNB,2001,3.973
GUY,2001,24.329
HTI,2001,23.451
HND,2001,6.798
HKG,2001,11.217
HUN,2001,10.687
ISL,2001,4.569
IND,2001,13.884
IDN,2001,19.065
IRN,2001,24.543
IRQ,2001,16.084
IRL,2001,6.002
ISR,2001,18.669
ITA,2001,27.876
JAM,2001,16.567
JPN,2001,9.601
JOR,2001,33.272
KAZ,2001,18.796
KEN,2001,6.741
PRK,2001,7.388
KOR,2001,9.352
KWT,2001,2.932
KGZ,2001,3.59
LAO,2001,4.059
LVA,2001,24.194
LBN,2001,20.926
LSO,2001,22.346
LBR,2001,3.01
LBY,2001,46.372
LTU,2001,31.531
LUX,2001,6.347
MAC,2001,9.842
MDG,2001,7.837
MWI,2001,6.888
MYS,2001,11.6
MDV,2001,6.745
MLI,2001,2.019
MLT,2001,17.819
MRT,2001,15.048
MUS,2001,27.66
MEX,2001,4.968
MDA,2001,16.458
MNG,2001,9.525
MNE,2001,55.325
MAR,2001,18.848
MOZ,2001,6.094
MMR,2001,1.355
NAM,2001,40.604
NPL,2001,19.078
NLD,2001,4.38
NCL,2001,43.462
NZL,2001,12.112
NIC,2001,11.488
NER,2001,3.082
NGA,2001,9.688
MKD,2001,55.466
NOR,2001,11.976
OMN,2001,13.414
PAK,2001,0.956
PAN,2001,13.913
PNG,2001,5.03
PRY,2001,11.239
PER,2001,6.096
PHL,2001,9.657
POL,2001,38.751
PRT,2001,8.959
PRI,2001,22.808
QAT,2001,2.671
ROU,2001,17.626
RUS,2001,17.965
RWA,2001,15.817
WSM,2001,11.552
STP,2001,22.206
SAU,2001,24.057
SEN,2001,2.841
SRB,2001,28.855
SLE,2001,7.559
SGP,2001,7.682
SVK,2001,38.872
SVN,2001,15.598
SLB,2001,3.69
SOM,2001,33.922
ZAF,2001,36.236
SSD,2001,18.332
ESP,2001,20.686
LKA,2001,25.197
LCA,2001,30.631
VCT,2001,40.963
SDN,2001,26.661
SUR,2001,29.022
SWE,2001,11.666
CHE,2001,5.625
SYR,2001,21.923
TJK,2001,31.403
TZA,2001,5.368
THA,2001,7.979
TLS,2001,10.002
TGO,2001,7.281
TON,2001,11.769
TTO,2001,21.074
TUN,2001,29.778
TUR,2001,16.026
TKM,2001,21.412
UGA,2001,5.251
UKR,2001,20.669
ARE,2001,5.421
GBR,2001,10.247
USA,2001,10.493
URY,2001,34.401
UZB,2001,23.616
VUT,2001,14.242
VEN,2001,21.852
VNM,2001,5.58
VIR,2001,21.94
PSE,2001,31.258
YEM,2001,18.901
ZMB,2001,24.458
ZWE,2001,10.844
AFE,2001,14.24696662
AFW,2001,8.792862444
ARB,2001,26.71751579
CSS,2001,24.6350947
CEB,2001,28.92846502
EAR,2001,14.71033088
EAS,2001,9.313446054
EAP,2001,9.233406617
TEA,2001,9.254399991
EMU,2001,17.58576043
ECS,2001,19.09442391
ECA,2001,20.53275205
TEC,2001,21.5935521
EUU,2001,20.01205106
FCS,2001,11.78049179
HPC,2001,9.190802948
HIC,2001,15.18505349
IBD,2001,14.67827642
IBT,2001,13.33663024
IDB,2001,7.282417201
IDX,2001,9.928429686
IDA,2001,9.039196244
LTE,2001,12.08539479
LCN,2001,16.61573396
LAC,2001,15.96804715
TLA,2001,16.70062213
LDC,2001,9.625311012
LMY,2001,12.86606157
LIC,2001,9.814565229
LMC,2001,12.33263512
MEA,2001,26.03255339
MNA,2001,26.8888548
TMN,2001,26.84656506
MIC,2001,13.13908348
NAC,2001,10.72027205
OED,2001,13.88952344
OSS,2001,24.93716349
PSS,2001,9.669729822
PST,2001,13.50182189
PRE,2001,10.39267478
SST,2001,22.9169489
SAS,2001,12.12222693
TSA,2001,12.12222693
SSF,2001,12.04831944
SSA,2001,12.04831944
TSS,2001,12.04831944
UMC,2001,13.95529175
WLD,2001,13.27694586
DZA,2002,46.09
ARG,2002,41.54
AFG,2002,10.211
ALB,2002,28.808
AGO,2002,37.642
ARM,2002,12.154
AUS,2002,12.79
AUT,2002,7.143
AZE,2002,21.591
BHS,2002,20.125
BHR,2002,4.336
BGD,2002,7.777
BRB,2002,22.93
BLR,2002,19.214
BEL,2002,15.651
BLZ,2002,20.324
BEN,2002,0.827
BTN,2002,5.506
BOL,2002,4.731
BIH,2002,54.152
BWA,2002,43.123
BRA,2002,20.541
BRN,2002,16.689
BGR,2002,35.58
BFA,2002,4.419
BDI,2002,3.88
CPV,2002,23.454
KHM,2002,1.472
CMR,2002,10.109
CAN,2002,13.633
CAF,2002,10.851
TCD,2002,1.129
CHI,2002,11.073
CHL,2002,24.93
CHN,2002,8.907
COL,2002,26.804
COM,2002,9.569
COD,2002,5.178
COG,2002,39.319
CRI,2002,14.51
CIV,2002,7.346
HRV,2002,36.102
CUB,2002,6.744
CYP,2002,7.457
CZE,2002,15.983
DNK,2002,7.036
DJI,2002,62.752
DOM,2002,12.765
ECU,2002,9.511
EGY,2002,26.249
SLV,2002,10.758
GNQ,2002,15.938
ERI,2002,10.459
EST,2002,20.201
SWZ,2002,52.644
ETH,2002,4.455
FJI,2002,11.331
FIN,2002,29.516
FRA,2002,18.862
PYF,2002,33.088
GAB,2002,35.081
GMB,2002,14.37
GEO,2002,27.222
DEU,2002,9.285
GHA,2002,14.027
GRC,2002,26.893
GUM,2002,27.075
GTM,2002,4.438
GIN,2002,5.634
GNB,2002,3.997
GUY,2002,23.957
HTI,2002,26.427
HND,2002,6.953
HKG,2002,14.84
HUN,2002,11.399
ISL,2002,6.176
IND,2002,14.205
IDN,2002,21.476
IRN,2002,25.485
IRQ,2002,16.735
IRL,2002,7.568
ISR,2002,20.809
ITA,2002,27.232
JAM,2002,16.571
JPN,2002,10.06
JOR,2002,34.791
KAZ,2002,16.756
KEN,2002,6.84
PRK,2002,7.296
KOR,2002,7.9
KWT,2002,4.166
KGZ,2002,3.763
LAO,2002,3.819
LVA,2002,25.302
LBN,2002,20.493
LSO,2002,22.394
LBR,2002,3.087
LBY,2002,46.494
LTU,2002,20.429
LUX,2002,6.958
MAC,2002,10.822
MDG,2002,7.681
MWI,2002,6.91
MYS,2002,11.416
MDV,2002,9.022
MLI,2002,2.051
MLT,2002,15.472
MRT,2002,15.156
MUS,2002,25.582
MEX,2002,6.086
MDA,2002,15.316
MNG,2002,9.696
MNE,2002,55.301
MAR,2002,17.586
MOZ,2002,6.225
MMR,2002,1.352
NAM,2002,41.677
NPL,2002,19.176
NLD,2002,4.585
NCL,2002,42.726
NZL,2002,11.747
NIC,2002,11.864
NER,2002,3.797
NGA,2002,9.298
MKD,2002,58.269
NOR,2002,12.842
OMN,2002,13.585
PAK,2002,0.947
PAN,2002,13.965
PNG,2002,4.917
PRY,2002,16.563
PER,2002,5.958
PHL,2002,9.421
POL,2002,41.208
PRT,2002,10.453
PRI,2002,23.334
QAT,2002,2.717
ROU,2002,22.197
RUS,2002,15.538
RWA,2002,15.555
WSM,2002,11.875
STP,2002,25.258
SAU,2002,27.664
SEN,2002,2.93
SRB,2002,31.472
SLE,2002,7.233
SGP,2002,11.142
SVK,2002,37.411
SVN,2002,14.822
SLB,2002,3.714
SOM,2002,33.863
ZAF,2002,36.12
SSD,2002,18.34
ESP,2002,21.522
LKA,2002,28.757
LCA,2002,33.71
VCT,2002,40.494
SDN,2002,26.629
SUR,2002,26.572
SWE,2002,12.918
CHE,2002,5.585
SYR,2002,20.645
TJK,2002,30.56
TZA,2002,5.465
THA,2002,5.822
TLS,2002,9.475
TGO,2002,7.274
TON,2002,12.851
TTO,2002,20.642
TUN,2002,30.335
TUR,2002,18.91
TKM,2002,19.851
UGA,2002,5.229
UKR,2002,18.923
ARE,2002,5.982
GBR,2002,10.826
USA,2002,11.928
URY,2002,37.858
UZB,2002,21.455
VUT,2002,14.422
VEN,2002,27.268
VNM,2002,4.415
VIR,2002,22.366
PSE,2002,38.722
YEM,2002,19.169
ZMB,2002,26.312
ZWE,2002,9.891
AFE,2002,14.25930507
AFW,2002,8.51131526
ARB,2002,26.56441723
CSS,2002,25.05428401
CEB,2002,30.11768023
EAR,2002,15.19526435
EAS,2002,10.01540141
EAP,2002,9.990981051
TEA,2002,10.02127943
EMU,2002,17.90539499
ECS,2002,19.05884171
ECA,2002,20.780417
TEC,2002,21.2364315
EUU,2002,20.74543309
FCS,2002,11.81551737
HPC,2002,9.199211071
HIC,2002,15.59653482
IBD,2002,15.19131713
IBT,2002,13.67167486
IDB,2002,6.905505684
IDX,2002,9.827462724
IDA,2002,8.844101268
LTE,2002,12.45182985
LCN,2002,17.63079349
LAC,2002,16.76961002
TLA,2002,17.75599279
LDC,2002,9.487976892
LMY,2002,13.23048167
LIC,2002,9.728209498
LMC,2002,12.30152637
MEA,2002,26.14488116
MNA,2002,26.70996046
TMN,2002,26.59281337
MIC,2002,13.54819892
NAC,2002,12.08936026
OED,2002,14.73788867
OSS,2002,24.56173906
PSS,2002,9.902218444
PST,2002,13.93206749
PRE,2002,10.36546169
SST,2002,22.74657844
SAS,2002,12.28033698
TSA,2002,12.28033698
