iso3,year,disaster_deaths_per_100k
MMR,2019,0.241326336
MMR,2020,0.3257012
MMR,2021,0
MMR,2023,0.37560921
MMR,2004,0.64852153
MMR,1994,0.040153895
MMR,2008,283.9472
MMR,2010,0.22878668
MMR,2005,0.035621136
MMR,2009,0.048963767
NAM,1991,0
NAM,1992,0
NAM,1995,0
NAM,1996,0
NAM,1998,0
NAM,1999,0
NAM,2001,0
NAM,2002,0
NAM,2003,0.10441509
NAM,2013,0
NAM,2014,0
NAM,2015,0
NAM,2016,0
NAM,2018,0
NAM,2019,0
NAM,2020,0
NAM,2000,0
NAM,2004,0
NAM,2006,0.25169036
NAM,2007,0.34800038
NAM,2008,2.060282
NAM,2009,4.448898
NAM,2010,0.38108394
NAM,2011,5.0648513
NAM,2012,0
NAM,2017,0
NAM,2021,0
NAM,2023,0
NPL,2006,0.5920289
NPL,2009,0.50320139
NPL,1990,0.15293226
NPL,1991,0.283148573
NPL,1993,5.0593971700000004
NPL,1995,1.43461915
NPL,1996,3.546352705
NPL,1998,1.3078331
NPL,1999,0.8366758
NPL,2000,0.58633107
NPL,2003,0.996771714
NPL,2004,0.8306424
NPL,2005,0.26250602
NPL,2007,0.8010885
NPL,2008,0.42780283
NPL,2010,0.58538585
NPL,2011,0.667488248
NPL,2012,0.303687827
NPL,2013,0.8911107
NPL,2014,2.0865112200000002
NPL,2016,0.62452475
NPL,2017,0.702540594
NPL,2018,0.228016424
NPL,2019,0.50984133
NPL,2020,1.5264769
NPL,2021,0.83569205
NPL,2022,0.641621907
NPL,2023,0.61819117
NPL,2015,32.71964115
NPL,2002,2.10009581
NPL,1992,0.27050346
NPL,1989,0.25594047
NPL,1997,0.08602364
NPL,2001,0.5770139
NLD,1992,0
NLD,1993,0.006556909
NLD,1998,0
NLD,2021,0
NLD,1990,0.13382804
NLD,1994,0
NLD,1995,0.006473887
NLD,1997,0.012795977
NLD,2002,0.024911188
NLD,2005,0
NLD,2007,0.04270576
NLD,2008,0
NLD,2010,0
NLD,2013,0.011857226
NLD,2016,0
NLD,2018,0.017355043
NLD,2022,2.69300543
NLD,2023,0.005675918
NLD,2003,5.983541
NLD,2006,6.1253195
NLD,2012,0.005957595
NLD,2019,2.3037148
NLD,2020,2.2942934
NCL,1999,0
NCL,2003,0.8521771
NCL,2021,0
NZL,1994,0
NZL,2013,0
NZL,1989,0
NZL,1991,0
NZL,1997,0.07945225
NZL,1998,0
NZL,1999,0
NZL,2000,0
NZL,2002,0
NZL,2004,0.09800523
NZL,2005,0
NZL,2006,0
NZL,2015,0.021783687
NZL,2016,0.042844094
NZL,2017,0
NZL,2018,0
NZL,2020,0
NZL,2021,0.019494204
NZL,2023,0.28691107
NZL,2010,0
NZL,2011,4.1540427
NZL,1992,0
NZL,1996,0.026820725
NZL,2003,0.049751937
NZL,2007,0
NZL,2012,0.06802282
NZL,2022,0
NZL,2001,0
NZL,1995,0
NZL,2019,0.42346966
NIC,1994,0
NIC,1997,0
NIC,2000,0.175670664
NIC,2001,0.30812103
NIC,2014,0.032212965
NIC,2015,0.031753037
NIC,2018,0.060862105
NIC,2019,0
NIC,1990,0.09461132
NIC,1999,0.21782674
NIC,2002,0.03802992
NIC,2007,3.33484326
NIC,2008,0.52744915
NIC,2009,0
NIC,2010,1.212486366
NIC,2011,0.28607228
NIC,2012,0.14923877
NIC,2013,0.4412214
NIC,2017,0.33947819
NIC,1992,4.065796358
NIC,1998,66.98092
NIC,1993,0.8173743
NIC,1995,0.80475533
NIC,1996,0.9143064
NIC,2004,0.53841096
NIC,2005,0.12833017
NIC,2016,0
NIC,2020,0.29603752
NIC,2022,0.07195906
NIC,1991,0
NER,1990,0
NER,1991,0
NER,1997,0
NER,1998,0
NER,2001,0.033246253
NER,2002,0.032111697
NER,2005,0
NER,2006,0.027845126
NER,2009,0.018705672
NER,2010,0.030034458
NER,2011,0.092575885
NER,2012,0.5068393
NER,2015,0.13414061
NER,2016,0.29156265
NER,2017,0.3312184
NER,2020,0.34109154
NER,2022,0.7440481
NER,1994,0.6320232
NER,1999,0.12464977
NER,2000,0.017207745
NER,2003,0.05426023
NER,2007,0.04698656
NER,2008,0.045292255
NER,2013,0.1715523
NER,2014,0.18583511
NER,2018,0.15945388
NER,2019,0.22181083
NER,2021,0.24551809
NER,2023,0.15071954
NGA,2022,0.279123537
NGA,1994,0.028447852
NGA,1998,0.012854514
NGA,1999,0.157900584
NGA,2000,0.029303557
NGA,2001,0.15853804
NGA,2002,0.04630236
NGA,2003,0.012019248
NGA,2004,0.06873513
NGA,2005,0.042707447
NGA,2006,0.027714312
NGA,2007,0.061364572
NGA,2009,0.019796196
NGA,2010,0.024851996
NGA,2011,0.111806972
NGA,2012,0.222253659
NGA,2013,0.010874161
NGA,2014,0.008362182
NGA,2015,0.028805008
NGA,2016,0.024381592
NGA,2017,0.010336136
NGA,2018,0.15121911
NGA,2019,0.011804953
NGA,2020,0.09072258
NGA,2021,0.001874403
NGA,2023,0.12287502
NGA,2024,4.36391e-4
NGA,1992,0.017967291
NIU,1990,0
NIU,2004,52.246605
PRK,2012,0.59065156
PRK,2015,0.13065161
PRK,2017,0
PRK,2019,0.019413373
PRK,1995,0.30376756
PRK,1996,0.5129487
PRK,1997,0
PRK,1998,0.21716808
PRK,1999,0.18099934
PRK,2001,0.5273785
PRK,2002,0.012691207
PRK,2004,0.10021322
PRK,2005,0.8007973
PRK,2006,1.1470652
PRK,2007,2.5044641
PRK,2010,0.08101615
PRK,2011,0.298582254
PRK,2013,0.20398511
PRK,2016,2.1741173
PRK,2018,0.91270227
PRK,2020,0.08504889
PRK,2021,0
PRK,1993,0.027557041
PRK,2000,0.19685827
MKD,1993,0
MKD,1995,0
MKD,2002,0
MKD,2003,0.09656471
MKD,2004,0.72258544
MKD,2005,0.048107754
MKD,2006,0
MKD,2013,0.04756876
MKD,2015,0.33207384
MKD,2016,1.0425582
MKD,2001,0.73049897
MKD,2007,0.047996297
MKD,2012,0.047630705
MKD,2014,0
MKD,2017,0.14204666
MKD,2000,0
MKD,2021,0.04754368
MNP,2002,0
MNP,2004,4.1714754
MNP,2015,0
MNP,2018,3.973931
MNP,2003,0
NOR,1995,0.02293932
NOR,2000,0
NOR,2001,0
NOR,1990,0
NOR,1992,0
NOR,1993,0
NOR,2005,0
NOR,2008,0
NOR,2011,0.08074992
NOR,2022,0.5520466
NOR,2019,0.018697582
NOR,2020,0.18587928
OMN,2016,0.045474388
OMN,2017,0.06605233
OMN,2019,0.13035631
OMN,2020,0.06602976
OMN,2024,0.14850786
OMN,2002,0.29122218
OMN,2003,1.233754
OMN,2007,2.916676
OMN,2010,0.5551864
OMN,2011,0.436561
OMN,2015,0
OMN,2018,0.1304019
OMN,2021,0.44243148
PAK,1999,0.205752429
PAK,2000,0.037572088
PAK,2001,0.182768591
PAK,2002,0.145164725
PAK,2003,0.338573388
PAK,2019,0.16167079
PAK,1989,0.01790985
PAK,1991,0.73152168
PAK,1992,1.259242225
PAK,1993,0.54322448
PAK,1994,0.272350676
PAK,1995,0.79854274
PAK,1996,0.136262797
PAK,1997,0.256137628
PAK,1998,0.70527045
PAK,2004,0.016993984
PAK,2005,42.53088666
PAK,2006,0.288088986
PAK,2007,0.50075711999999994
PAK,2008,0.133919956
PAK,2009,0.053649414
PAK,2010,1.124170416
PAK,2011,0.257297566
PAK,2012,0.33184003
PAK,2013,0.35551217
PAK,2014,0.196877208
PAK,2015,0.896812934
PAK,2016,0.191546793
PAK,2017,0.099362393
PAK,2018,0.109224219
PAK,2020,0.277292721
PAK,2021,0.11408712
PAK,2022,0.766670602
PAK,2023,0.158013583
PAK,2024,0.020390703
PAK,1990,0.034657818
PLW,2015,0
PLW,2016,0
PLW,2012,0
PLW,2013,0
PLW,2021,0
PSE,2008,0
PSE,2010,0
PSE,2012,0
PSE,2013,0.140127984
PSE,2015,0.089193836
PSE,2020,0.059768017
PSE,2022,0.07618938
PAN,2013,0
PAN,2015,0
PAN,2018,0
PAN,2019,0
PAN,1991,1.6786249
PAN,1995,0.03681789
PAN,1999,0.0339775
PAN,2000,0.033314034
PAN,2001,0
PAN,2002,0.16020542
PAN,2003,0.062861055
PAN,2004,0.49332317999999997
PAN,2005,0.090747535
PAN,2006,0.32654738
PAN,2007,0.05828153
PAN,2008,0.8010794
PAN,2009,0
PAN,2010,0.41395047
PAN,2011,0
PAN,2012,0.15979244
PAN,2014,0.23143415
PAN,2020,2.18890177
PAN,2021,0.022981828
PAN,2022,0
PAN,1992,0.46978003
PAN,1998,0.103979684
PAN,2016,0.17385525
PAN,2017,0.17089547
PNG,1997,0.94749577
PNG,1998,43.3366443
PNG,2015,0.27642852
PNG,1992,0
PNG,1993,1.58449365
PNG,1999,0.037584145
PNG,2004,0
PNG,2005,0.03077478
PNG,2006,0.238513451
PNG,2008,0.14009528
PNG,2012,0.80981268
PNG,2013,0
PNG,2014,0
PNG,2016,0
PNG,2019,0.125753316
PNG,2020,0.43078509
PNG,1990,0
PNG,2000,0.036308844
PNG,2001,0
PNG,2002,0.69578794
PNG,2018,1.9401381
PNG,2022,0.06901567
PNG,2023,0.077444844
PNG,2024,0.266266255
PNG,2007,2.485165
PNG,2011,0
PNG,1994,0.11231677
PNG,1996,0.877576406
PNG,1991,5.0112677
PNG,2003,0.2134301
PNG,2009,0.25819123
PRY,1999,0.0198964
PRY,2000,0.2146837
PRY,2001,0.05756456
PRY,2002,0.09458027
PRY,2005,0
PRY,2008,0.07085722
PRY,2009,0
PRY,2012,0.08441202
PRY,2013,0
PRY,2014,0
PRY,2016,0.063830234
PRY,1990,0
PRY,1992,0
PRY,1995,0
PRY,1997,0.68489
PRY,1998,1.1171019
PRY,2015,0.1618659
PRY,2018,0
PRY,2019,0.6125547
PRY,2021,0.14916909
PRY,2023,0.08744409
PRY,2011,0
PRY,2004,0
PRY,2010,0.20802209
PRY,2007,0.14310892
PER,1990,1.32976907
PER,1992,0
PER,2002,0.29998708
PER,2004,0.376426202
PER,2006,0
PER,1989,0.17572817
PER,1993,0.365741304
PER,1994,0.35441387
PER,1999,0.438057899
PER,2000,0.123806767
PER,2001,0.688508616
PER,2003,1.29238518
PER,2007,2.36710139
PER,2008,0.13885908
PER,2009,1.58224974
PER,2010,1.90218292
PER,2011,0.386732731
PER,2012,1.149595616
PER,2013,0.229702847
PER,2014,1.805365928
PER,2015,0.11721855
PER,2016,0.022484342
PER,2017,0.6328015
PER,2019,0.237624749
PER,2020,0.090077192
PER,2021,0.068217956
PER,2022,0.03817961
PER,2023,0.41626979
PER,2024,0
PER,1991,0.39410168
PER,1996,0.08431262
PER,2005,0.017763719
PER,2018,0.006210419
PER,1997,1.34829419
PER,1998,2.01795417
PER,1995,0.08180273
PHL,1990,5.40945343
PHL,1991,10.77573995
PHL,1992,0.27888159
PHL,1998,0.810826124
PHL,2002,0.393673778
PHL,2007,0.13175322
PHL,2015,0.19508623
PHL,2016,0.082955682
PHL,2019,0.16307184
PHL,1989,0.86649414
PHL,1993,1.015384789
PHL,1994,0.617883556
PHL,1995,2.4909577
PHL,1996,0.11699209000000001
PHL,1997,0.092135692
PHL,1999,0.485251879
PHL,2000,0.958205477
PHL,2001,0.79119795
PHL,2003,0.3134689
PHL,2004,2.373311954
PHL,2005,0.045211495
PHL,2006,3.394695976
PHL,2008,1.050932109
PHL,2009,1.406178465
PHL,2010,0.308548365
PHL,2011,2.093672136
PHL,2012,2.43287112
PHL,2013,7.77331115
PHL,2014,0.326670946
PHL,2017,0.2182905
PHL,2018,0.288296361
PHL,2021,0.502281614
PHL,2022,0.527003492
PHL,2023,0.104825941
PHL,2020,0.180050117
PHL,2024,0.125938
POL,2018,0.023363598
POL,1997,0.27346513
POL,1998,0.190203269
POL,2001,0.63109659
POL,2004,0
POL,2005,0.357736182
POL,2006,0.1426823
POL,2009,0.588764902
POL,2010,0.54407871
POL,2016,0.059690478
POL,2020,0.007806733
POL,2021,0.010441759
POL,1990,0
POL,1994,0.002605832
POL,1999,0.409334355
POL,2002,0.51232324
POL,2007,0.049322635
POL,2008,0.192093619
POL,2012,0.709369078
POL,2013,0.075115231
POL,2015,0.202318112
POL,2017,0.015571144
POL,2019,0.010391338
POL,2022,1.931899623
POL,2000,0.21815671
POL,2003,0.12169376
POL,2011,0.3236594
POL,2014,0.20216744
POL,1992,0.0914978
PRT,1997,0.57252586
PRT,2004,0.019044857
PRT,2005,4.53279265
PRT,2022,21.56587386
PRT,2023,0
PRT,1996,0.099131085
PRT,2001,0.057849083
PRT,2002,0.009586888
PRT,2003,25.87520967
PRT,2006,0.38884872
PRT,2008,0.018901872
PRT,2010,0.43443763
PRT,2015,0.009647448
PRT,1998,0.09823743
PRT,1989,0
PRT,2000,0.038832568
PRT,2013,0.095560849
PRT,2014,0.009607644
PRT,2018,0.019436661
PRT,2019,0.019436495
PRT,2009,0
PRT,1991,0
PRT,2016,0.03871186
PRT,2017,1.0574795
PRI,1994,0
PRI,1992,0.4982514
PRI,2001,0.05219019
PRI,2003,0.052278984
PRI,2004,0.05239672
PRI,2014,0.028089825
PRI,2018,0
PRI,2022,0.7686603
PRI,2020,0.152831825
PRI,1989,0
PRI,1995,0.026990931
PRI,1996,0.48220956
PRI,1998,0
PRI,1999,0.026245933
PRI,2007,0.026486937
PRI,2011,0.027088415
PRI,2012,0
PRI,2017,1.9605472
QAT,2018,0
REU,1989,1.5477049
REU,1993,1.9997429
REU,2000,0.25463694
REU,2002,0
REU,2007,0.23239385
REU,2014,0.10931387
REU,2018,0
REU,2022,0
REU,2023,0
REU,2024,0.40430424
ROU,2000,0.13229998
ROU,1991,0.47280315
ROU,1994,0.008836742
ROU,1995,0
ROU,1996,0.080293084
ROU,1997,0.143565096
ROU,1998,0.50087452
ROU,1999,0.15427193
ROU,2001,0.077990282
ROU,2002,0.08774551
ROU,2003,0.013965621
ROU,2004,0.230162655
ROU,2005,0.450402115
ROU,2006,0.69346781
ROU,2007,0.21210721
ROU,2008,0.199053132
ROU,2009,0.317595006
ROU,2010,0.38357114
ROU,2013,0.04485076
ROU,2014,0.085017699
ROU,2015,0.005023591
ROU,2016,0.015153184
ROU,2018,0.010200555
ROU,2019,0.020487383
ROU,2020,0.015430479
ROU,2021,0.005173692
ROU,1990,0.039411053
ROU,1993,0.01320326
ROU,2017,0.04568794
ROU,2023,0.010053884
ROU,2012,0.42707217
ROU,2022,12.487747
RUS,1993,0.32102668
RUS,1998,0.063654274
RUS,2003,0.002069726
RUS,2010,38.98560978
RUS,2012,0.288938143
RUS,1992,0.020843755
RUS,1994,0.074582177
RUS,1996,0.01551607
RUS,1997,0.025686095
RUS,1999,0.118775816
RUS,2000,0.193401404
RUS,2001,0.545695077
RUS,2002,0.392883737
RUS,2004,0.024938752
RUS,2005,0.021557712
RUS,2006,0.080927216
RUS,2007,0.001397451
RUS,2011,6.97523e-4
RUS,2013,0.00277861
RUS,2014,0.004158435
RUS,2015,0.021428318
RUS,2016,0
RUS,2017,0.011000152
RUS,2018,0.006865666
RUS,2019,0.040482417
RUS,2021,0.009648336
RUS,2022,0.015893493
RUS,1995,1.601400584
RUS,2008,0.00908541
RUS,2023,0.02492309
RWA,1989,3.318407
RWA,1996,0
RWA,1997,0
RWA,1999,0
RWA,2000,0
RWA,2003,0
RWA,2004,0
RWA,2005,0
RWA,2006,0.25889763
RWA,2007,0.31502092
RWA,2001,0.14591528
RWA,2002,1.3616314
RWA,2008,0.36802295
RWA,2011,0.13236353
RWA,2012,0.046124052
RWA,2015,0.017177759
RWA,2016,0.98064675
RWA,2018,0.60645668
RWA,2019,0.218153
RWA,2020,0.8443397
RWA,2021,0
RWA,2022,0.2105003
RWA,2023,0.92942786
RWA,2017,0.024529157
RWA,2010,0.20370486
BLM,2017,39.729836
SHN,2001,0
KNA,1989,2.4381323
KNA,1990,0
KNA,1995,0
KNA,1998,11.297903
KNA,1999,0
KNA,2008,0
KNA,2017,0
LCA,2010,8.189529
LCA,2013,3.4484344
LCA,2022,0
LCA,2007,0.5969294
LCA,1994,2.656501
LCA,1999,0
LCA,2004,0
LCA,2016,0
LCA,2021,0.55659765
LCA,1996,0
MAF,2017,34.763462
VCT,2010,0
VCT,1992,2.6493576
VCT,2011,0
VCT,2013,11.166011
VCT,2016,0.9436544
VCT,1999,0
VCT,2002,3.525285
VCT,2004,0
VCT,2005,0
VCT,2021,0
VCT,2023,0
WSM,2015,0
WSM,2001,0
WSM,2009,76.60892
WSM,1989,0
WSM,1990,4.756186
WSM,1991,7.7053933
WSM,2004,0.53168017
WSM,2005,4.771144
WSM,2012,6.056599
WSM,2018,0
STP,2021,3.5855467
SAU,2002,0.083983794
SAU,2003,0.05183395
SAU,2004,0.021131102
SAU,2005,0.25822157
SAU,2009,0.5652336
SAU,2010,0.08159954
SAU,2011,0.036483094
SAU,2012,0.061645173
SAU,2013,0.12387834
SAU,2015,0.07022935
SAU,2016,0.071821298
SAU,2017,0.01169826
SAU,2019,0.05582325
SAU,2020,0.008334002
SEN,2002,0.2750236
SEN,2011,0
SEN,2012,0.14359303
SEN,2013,0.058842693
SEN,2014,0
SEN,2015,0
SEN,2018,0
SEN,2019,0.037498165
SEN,2020,0.06692577
SEN,2021,0
SEN,1993,0
SEN,1994,0
SEN,1998,0
SEN,2000,0
SEN,2003,0.07666871
SEN,2005,0
SEN,2007,0.06918094
SEN,2008,0.008422519
SEN,2009,0.04920038
SEN,2010,0.01596153
SEN,2016,0.03389519
SEN,2022,0
SEN,1999,1.9728725
SEN,2004,0.018693862
SRB,2007,0
SRB,2009,0
SRB,2010,0.117589436
SRB,2013,0
SRB,2014,0.74231523
SRB,2016,0
SRB,2018,0
SRB,2019,0
SRB,2020,0
SRB,2021,0
SRB,2023,0.041963481
SRB,2012,0.3293219
SRB,2017,0.08037636
SRB,2022,7.9486356
OWID_SRM,1992,0.009569378
OWID_SRM,1999,0.1010101
OWID_SRM,2000,0.02764977
OWID_SRM,2002,0.009233611
OWID_SRM,2005,0.018467221
OWID_SRM,2006,0.02770083
SYC,1997,6.5313373
SYC,2014,0
SYC,2004,3.5405333
SYC,2002,0
SYC,2013,0
SLE,1996,0.27602825
SLE,2004,0.18072303
SLE,2005,0.35190588
SLE,2007,0
SLE,2009,1.6454082
SLE,2010,0.24857461
SLE,2011,0.31758562
SLE,2015,0.13670953
SLE,2019,0.08699078
SLE,2022,0.13944209
SLE,1999,0.29049265
SLE,2023,0.17062727
SLE,2013,0
SLE,2017,14.353499
SXM,2017,9.546311
SVK,1997,0
SVK,1998,1.0053833
SVK,1999,0.037211955
SVK,2001,0.018599609
SVK,2002,0
SVK,2004,0.055814656
SVK,2005,0.018600322
SVK,2006,0.018596904
SVK,2010,1.22303121
SVK,2013,0.018468093
SVK,2020,0.018326158
SVK,2021,0.018356636
SVK,2017,0
SVK,2019,0.018335395
SVK,2023,0
SVK,2003,0
SVK,2007,0.018592956
SVK,2011,1.1105587
SVK,2012,0.09243369
SVK,2022,6.467669
SVK,2000,0.11159261
SVN,2005,0
SVN,2012,0
SVN,2014,0.19277823
SVN,2021,0
SVN,2023,0.04717691
SVN,1998,0
SVN,2004,0.05008186
SVN,2007,0.29655552
SVN,2020,0.0472222
SVN,2003,14.526898
SVN,2022,7.264689
SLB,1997,0
SLB,1998,0
SLB,2015,1.4689801
SLB,2009,3.9784482
SLB,2010,0.37009487
SLB,2012,0
SLB,2013,1.7171243
SLB,2014,7.86761
SLB,2007,10.304702
SLB,2016,0
SLB,1992,0
SLB,1993,1.129634
SLB,2002,0
SLB,2003,0
SLB,2011,0
SLB,2018,0
SLB,2020,6.9444647
SLB,2023,0
SOM,2000,0.11465964
SOM,2001,0.1212689
SOM,2004,2.9454327
SOM,2005,0.133749949
SOM,2008,0
SOM,2009,0
SOM,2010,83.24013754
SOM,2011,81.85422
SOM,2012,0.2491895
SOM,2014,0
SOM,2015,0
SOM,2016,0.06296856
SOM,2017,0
SOM,2019,0.143918092
SOM,2021,0.14649363
SOM,2022,0
SOM,1989,0.48327157
SOM,1994,1.86785988
SOM,1995,0.27735668
SOM,1996,0.040147457
SOM,1997,29.879843
SOM,2002,0
SOM,2003,0.010247703
SOM,2006,0.94575995
SOM,2007,0.22485873
SOM,2013,1.31492025
SOM,2018,0.376352096
SOM,2020,0.247928615
SOM,2023,0.9094227
ZAF,1991,0.012221662
ZAF,1992,0
ZAF,1995,0.36602482
ZAF,2004,0
ZAF,2015,0
ZAF,2016,0.042536393
ZAF,2017,0.056495969
ZAF,2018,0
ZAF,2019,0.175598485
ZAF,2021,0.097655829
ZAF,1993,0.044679133
ZAF,1994,0.004622356
ZAF,1996,0.32242458
ZAF,1997,0.03312351
ZAF,1999,0.122938407
ZAF,2000,0.200797756
ZAF,2001,0.105865563
ZAF,2002,0.088121412
ZAF,2003,0.002078827
ZAF,2006,0.024246458
ZAF,2007,0.096007494
ZAF,2008,0.09888103
ZAF,2009,0.064489929
ZAF,2011,0.120129694
ZAF,2012,0.024461363
ZAF,2014,0.060296486
ZAF,2020,0.022108119
ZAF,2022,0.96670973
ZAF,2023,0.117521461
ZAF,2024,0.088495254
ZAF,1990,0.030092105
ZAF,2005,0.004080204
ZAF,1998,0.093779633
ZAF,2010,0.044414468
ZAF,2013,0.00556859
KOR,2001,0.1721032
KOR,1990,0.4397095
KOR,1991,0.28322619
KOR,1992,0.011184755
KOR,1996,0.227769665
KOR,1997,0.032635376
KOR,1998,1.0875615
KOR,1999,0.14617228
KOR,2000,0.117550034
KOR,2002,0.475479376
KOR,2004,0.050285697
KOR,2005,0.060555979
KOR,2006,0.09573491
KOR,2007,0.047697458
KOR,2008,0.020661741
KOR,2011,0.24608561
KOR,2014,0.08109491
KOR,2020,0.156235874
KOR,2022,0.054037564
KOR,2023,0.117796869
KOR,2016,0.029234076
KOR,2017,0
KOR,1989,0.2501864
KOR,1993,0.095698342
KOR,1994,0.06199383
KOR,1995,0.16081627
KOR,2003,0.27345544
KOR,2010,0.024583597
KOR,2012,0.044324286
KOR,2019,0.040537543
KOR,2021,0
KOR,2018,0
SSD,2009,0
SSD,2010,0
SSD,2016,0
SSD,2021,0.06512671
SSD,2022,0
SSD,2008,0.19265866
SSD,2012,0.43918645
SSD,2013,0.8914071
SSD,2019,0.507289817
SSD,2020,0
ESP,1990,0.023142263
ESP,1991,0
ESP,1992,0
ESP,1993,0
ESP,1994,0.105997082
ESP,1995,0.0753493
ESP,1999,0.014799383
ESP,2023,0.008417574
ESP,2024,0.006319331
ESP,1989,0.115838101
ESP,1996,0.21251872
ESP,1997,0.064708733
ESP,2000,0.09327064
ESP,2001,0.041497374
ESP,2002,0.053040612
ESP,2004,0.097766108
ESP,2006,0.074286137
ESP,2007,0.013260904
ESP,2010,0.010735886
ESP,2011,0.02353987
ESP,2012,0.029942626
ESP,2013,0
ESP,2015,0.01722974
ESP,2016,0.010758861
ESP,2018,0.051290772
ESP,2019,0.057286684
ESP,2021,0.018952583
ESP,1998,0
ESP,2005,0.070961969
ESP,2009,0.043133407
ESP,2014,0.006456535
ESP,2020,0.035892386
ESP,2003,35.74450585
ESP,2022,23.81061
ESP,2017,0.008586608
LKA,1989,1.9128244
LKA,2001,0
LKA,2002,0.010465338
LKA,2012,0.252175
LKA,2014,1.55371272
LKA,2016,0.9474694
LKA,2017,1.5297476
LKA,2019,0.13857028
LKA,2020,0.046050954
LKA,1990,0.19181477
LKA,1991,0.15502456
LKA,1992,0.08510898
LKA,1993,0.40952315
LKA,1994,0
LKA,1995,0.016503856
LKA,1996,0
LKA,1997,0.054203127
LKA,1998,0.005387697
LKA,1999,0.042848554
LKA,2000,0.05325842
LKA,2003,1.2174158
LKA,2004,181.6532243
LKA,2005,0.03049731
LKA,2006,0.12581335
LKA,2007,0.16435367
LKA,2008,0.28098695
LKA,2009,0.014646662
LKA,2010,0.16933936
LKA,2011,0.41707124
LKA,2013,0.55366895
LKA,2015,0.074988194
LKA,2018,0.15754808
LKA,2021,0.16074632
LKA,2022,0.068706013
LKA,2023,0.041107934
LKA,2024,0.00911192
SDN,1990,0
SDN,1991,0
SDN,1992,0
SDN,1996,0.6369891
SDN,2000,0
SDN,2001,0.011132861
SDN,2012,0.09954552
SDN,2015,0.094312014
SDN,2022,0.31147197
SDN,1993,0.108287349
SDN,1994,0.035236653
SDN,1997,0.03271398
SDN,1998,0.59930132
SDN,1999,0.14823969
SDN,2002,0.119693905
SDN,2003,0.0709497
SDN,2005,0.016925868
SDN,2006,0.08901206
SDN,2007,0.48090535
SDN,2009,0.060701426
SDN,2010,0.1066985
SDN,2013,0.21116562
SDN,2014,0.10539615
SDN,2016,0.4342618
SDN,2017,0.061455533
SDN,2018,0.10952625
SDN,2019,0.18042153
SDN,2020,0.34878108
SDN,2021,0.11389221
SDN,2011,0.05810638
SUR,2006,0.5746741
SUR,2008,0.37457463
SUR,2021,0
SUR,2022,0
SWE,2021,0
SWE,1990,0
SWE,1999,0.033902593
SWE,2002,0.011203213
SWE,2005,0.077333204
SWE,2013,0.07254687
SWE,2020,0.009644161
SWE,2022,0.37917033
SWE,2018,0
CHE,1997,0
CHE,1999,0.63005805
CHE,2005,0.08077069
CHE,2006,0.013377901
CHE,2007,0.013259242
CHE,2021,0.19559544
CHE,1990,0.07449694
CHE,1993,0.028834552
CHE,1994,0
CHE,1998,0
CHE,2002,0.068714554
CHE,2003,14.173215
CHE,2009,0
CHE,2010,0
CHE,2011,0
CHE,2013,0
CHE,2014,0.02442661
CHE,2018,0
CHE,2019,0.046644006
CHE,2020,0
CHE,2023,0.045471746
CHE,2024,0.067785665
CHE,2001,0
CHE,2012,0.13757329
CHE,2022,3.4551914
CHE,2017,0.09465565
CHE,2000,0.22277756
SYR,1999,0
SYR,2000,0
SYR,2008,0
SYR,2009,0
SYR,2010,0
SYR,2021,0.004689471
SYR,2022,0.00903945
SYR,2006,0.030876884
SYR,2019,0.009951114
SYR,2023,25.40146
SYR,2024,0
SYR,2001,0.16140652
SYR,2004,0.027648736
SYR,2015,0.067690074
SYR,2020,0.0144421
SYR,2002,0.46609113
TWN,1997,0.24810646
TWN,1998,0.073013787
TWN,2005,0.144760259
TWN,2006,0.03497272
TWN,2012,0.086080507
TWN,2017,0.025353869
TWN,1999,10.268748
TWN,2002,0.053405436
TWN,2010,0.147294
TWN,2013,0.042862658
TWN,2016,0.898515403
TWN,2018,0.383542467
TWN,2022,0.004185257
TWN,2024,0.254695
TWN,1989,0.06371179
TWN,1990,0.024288144
TWN,1991,0.15887825
TWN,1992,0.038182102
TWN,1994,0.2113327
TWN,1996,0.30075285
TWN,2000,0.46407393
TWN,2001,0.87314254
TWN,2003,0.013278049
TWN,2004,0.34797013
TWN,2007,0.078457646
TWN,2008,0.23479971
TWN,2009,2.73389
TWN,2014,0
TWN,2015,0.038278103
TWN,2019,0.008411228
TWN,2020,0.004197894
TWN,2021,0.07544037
TWN,2023,0.012540091
TJK,2000,0
TJK,2001,0.015603513
TJK,2008,0
TJK,1992,28.30514127
TJK,1994,0
TJK,1996,0
TJK,1998,1.00701417
TJK,1999,0.4362179
TJK,2002,0.535024393
TJK,2003,0.104908253
TJK,2004,0
TJK,2005,0.34636268
TJK,2007,0.68165405
TJK,2009,0.28117707
TJK,2010,0.9840215
TJK,2011,0
TJK,2012,0.037705575
TJK,2014,0.24020118
TJK,2015,0.140777886
TJK,2016,0.04584356
TJK,2017,0.14564963
TJK,2018,0.06573087
TJK,2019,0.042840276
TJK,2020,0.020957306
TJK,2021,0.246151876
TJK,2023,0.20702821
TJK,2006,0.354236843
TJK,2013,0
TJK,1993,0.08744599
TJK,1997,0.65390825
TZA,1991,0
TZA,1992,0
TZA,1996,0
TZA,1997,0.26112247
TZA,1998,0.18696459000000001
TZA,1999,0
TZA,2000,0.107359324
TZA,2003,0
