iso3,year,disaster_deaths_per_100k
ETH,2018,0.03959347
FJI,1998,0
FJI,2015,0
FJI,1989,1.2941415
FJI,2000,0.48047125
FJI,2004,1.846085
FJI,2006,0.45295188
FJI,2007,0.78593845
FJI,2009,1.55315684
FJI,2012,1.86594402
FJI,1990,0
FJI,1992,0.12708741
FJI,1993,2.660892
FJI,1997,3.1072304
FJI,1999,1.4573152
FJI,2001,0.118860275
FJI,2003,1.9806457
FJI,2008,0.78061575
FJI,2010,0.22095151
FJI,2016,5.1177573
FJI,2018,0.76169586
FJI,2019,0.10887648
FJI,2020,0.869159
FJI,2021,0.64891875
FJI,2022,0.107553594
FJI,2023,0
FIN,2005,0
FIN,1990,0
FIN,2022,4.060826
FRA,1989,0.016022803
FRA,1991,0.035307482
FRA,1997,0.039765306
FRA,2022,7.4473951
FRA,1992,0.089687601
FRA,1993,0.028043741
FRA,1994,0.022715334
FRA,1996,0.008677064
FRA,1999,0.250204758
FRA,2000,0.018750388
FRA,2001,0.028806345
FRA,2002,0.047159655
FRA,2003,32.66627924
FRA,2005,0.021484024
FRA,2010,0.129715051
FRA,2011,0.009557904
FRA,2013,0.006315605
FRA,2014,0.034597452
FRA,2015,5.168487637
FRA,2016,0.007813804
FRA,2017,0.00467697
FRA,2018,0.035782175
FRA,2019,2.253113812
FRA,2020,3.014885944
FRA,2021,0.003099264
FRA,2023,0.003088489
FRA,2024,0.015412636
FRA,1990,0.109903952
FRA,1995,0.027864683
FRA,1998,0.025826294
FRA,2004,0.01830026
FRA,2006,2.2866371
FRA,2007,0.008152699
FRA,2008,0.00810097
FRA,2009,0.028988635
FRA,2012,0.019026052
GUF,1996,0
GUF,2020,0
GUF,2000,6.083946
PYF,2017,0
PYF,2010,0.352367
PYF,1998,5.352173
GAB,2012,0.054445148
GAB,2009,0
GAB,2010,0
GAB,2011,0
GAB,2023,0
GMB,2002,0
GMB,2012,0
GMB,2015,0
GMB,1996,0
GMB,1999,3.7951887
GMB,2001,0.06759241
GMB,2007,0
GMB,2008,0
GMB,2009,0.2662231
GMB,2010,0.46456793
GMB,2013,0.09412314
GMB,2017,0.25197497
GMB,2022,0.2217299
GMB,2003,0.1915387
GMB,2004,0.12405124
GMB,2019,0.15943356
GMB,2021,0.37879908
GEO,2000,0
GEO,2001,0
GEO,1995,0.020501541
GEO,1997,0.150861
GEO,2004,0.025069812
GEO,2005,0
GEO,2006,0
GEO,2011,0.18316615
GEO,2012,0.13142823
GEO,2013,0
GEO,2014,0
GEO,2015,1.0606886
GEO,2018,0
GEO,2019,0
GEO,2020,0
GEO,2021,0
GEO,2022,0
GEO,2023,0.4827966
GEO,1991,0.15031652
GEO,1992,0.019086428
GEO,2002,0.14774224
GEO,2009,0
DEU,1992,0.001246805
DEU,1993,0.013652132
DEU,1994,0.016072773
DEU,1997,0.036838703
DEU,1999,0.036784104
DEU,2002,0.060164462
DEU,2005,0.00492537
DEU,2006,0.028332864
DEU,2007,0.023403674
DEU,2009,0.008614258
DEU,2010,0.020903758
DEU,2011,0.004912594
DEU,2013,0.013467091
DEU,2016,0.008502221
DEU,2017,0.006051484
DEU,2021,0.237385708
DEU,2004,0.002461033
DEU,1990,0.0806348
DEU,1991,0
DEU,1995,0.00616346
DEU,1996,0
DEU,1998,0.003679881
DEU,2001,0.007360647
DEU,2003,11.51858357
DEU,2008,0.009850095
DEU,2014,0.009772923
DEU,2018,0.006031604
DEU,2019,0.006013364
DEU,2020,0
DEU,2022,9.811702322
DEU,2023,0.00480223
DEU,2012,0.007357849
GHA,1989,0.04650408
GHA,1991,0.031558737
GHA,1995,0.8314753
GHA,1999,0.271161
GHA,2001,0.05941893
GHA,2002,0.019269379
GHA,2007,0.23620392
GHA,2008,0
GHA,2009,0.1603157
GHA,2010,0.24633698
GHA,2011,0.07631858
GHA,2013,0.018164918
GHA,2015,0.08659224
GHA,2016,0.033836026
GHA,2017,0.06617638
GHA,2018,0.11013698
GHA,2019,0.10151546
GHA,2020,0.02175237
GHA,2021,0.027411416
GHA,2022,0
GHA,2023,0.02344529
GRC,1990,0.038826451
GRC,1994,0.13148725
GRC,1997,0.082756534
GRC,1998,0.155400532
GRC,2000,0.33520225
GRC,2001,0.099348076
GRC,2002,0.018023506
GRC,2003,0
GRC,2006,0.036016253
GRC,2007,0.775369171
GRC,2010,0.009063074
GRC,2012,0.054726384
GRC,2014,0.027616752
GRC,2015,0.0277607
GRC,2016,0.037210196
GRC,2017,0.243167238
GRC,2020,0.095127281
GRC,2023,0.38679947
GRC,2024,0
GRC,1993,0.009466612
GRC,1995,0.48471615
GRC,1996,0
GRC,1999,1.3007259
GRC,2008,0.01806094
GRC,2021,0.028720865
GRC,2004,0
GRC,2019,0.06619995
GRC,1991,0.04811601
GRC,2022,29.773792
GRC,2009,0
GRC,2018,0.94044405
GRD,2010,0
GRD,1990,0
GRD,1999,0
GRD,2002,0
GRD,2004,35.60701
GLP,2004,0.24471897
GLP,1989,1.2957698
GLP,1990,0
GLP,1995,0
GLP,1998,0
GLP,1999,0.93949866
GLP,2007,0
GLP,2017,1.0074881
GLP,2022,0.2526771
GUM,1993,0
GUM,1992,0.69839716
GUM,1997,0
GUM,2002,0.61507803
GUM,2004,0.60967433
GUM,2023,1.1563166
GTM,1994,0.09905975
GTM,2001,0.45798232
GTM,2009,0.25246477
GTM,2012,0.2908455
GTM,2014,0.038183136
GTM,2015,2.237345347
GTM,2016,0.06138357
GTM,2018,2.747745912
GTM,2019,0.023383146
GTM,1989,0.113127984
GTM,1995,0.2991384
GTM,1999,0.122126724
GTM,2000,0.30675125
GTM,2002,0.5695749
GTM,2005,12.05377285
GTM,2007,0.08031185
GTM,2008,0.529348395
GTM,2010,1.56087485
GTM,2011,0.559545839
GTM,2017,0.120636589
GTM,2020,0.961831063
GTM,2021,0.011358161
GTM,2022,0.308228342
GTM,2023,0.9064768
GTM,1991,0.39658874
GTM,2013,0.006483965
GTM,1996,0
GTM,1998,3.88947285
GTM,2006,0.04473472
GTM,1992,0
GTM,2003,0.17501283
GIN,1998,0.15013969
GIN,1993,0
GIN,2001,0.10656282
GIN,2006,0
GIN,2007,0
GIN,2008,0
GIN,2009,0.019957453
GIN,2010,0.07789127
GIN,2011,0
GIN,2013,0
GIN,2015,0.13762253
GIN,2017,0
GIN,2020,0
GIN,2021,0.0369497
GIN,2022,0
GIN,2023,0.056375306
GIN,2000,0.047979046
GIN,2004,0
GNB,2002,0
GNB,2006,0
GNB,2003,0
GNB,2004,0.22271517
GNB,2008,0
GNB,2010,0.127614
GNB,1993,0
GNB,2018,0.15584788
GNB,1998,0.25336254
GUY,1997,0
GUY,1998,0
GUY,2010,0
GUY,1989,0
GUY,1996,0
GUY,2005,4.475374
GUY,2006,0
GUY,2008,0
GUY,2015,0
GUY,2017,0
GUY,2021,0
GUY,2022,0
HTI,1992,0
HTI,1993,0.17696846
HTI,2003,0.9986101
HTI,2004,60.503298
HTI,2014,0.11524343
HTI,2015,0.104129572
HTI,2016,5.59089652
HTI,2017,0.32217839
HTI,1989,0
HTI,1996,1.08099733
HTI,1999,0.15836388
HTI,2000,0.19138244
HTI,2001,0.3054609
HTI,2002,0.40408491
HTI,2005,0.96576991
HTI,2006,0.172668837
HTI,2007,1.7302081
HTI,2009,0.21581301
HTI,2010,2261.949133
HTI,2011,0.391789775
HTI,2012,1.28604117
HTI,2013,0.058472663
HTI,2019,0.12544307
HTI,2021,22.55499532
HTI,2022,0.077686646
HTI,2023,0.6823169
HTI,2018,0.15437105
HTI,1990,0
HTI,1994,14.987785
HTI,1998,2.3570566
HTI,2008,7.289626
HTI,2020,0.34492505
HND,1994,2.6711779
HND,1997,0
HND,1998,231.43234
HND,2000,0
HND,2001,0.3071136
HND,2002,0.15669712
HND,2003,0.13885258
HND,2004,0
HND,2009,0.084568545
HND,2010,1.7039533
HND,2011,0.3827192
HND,2012,0
HND,2014,0.043821923
HND,2015,0
HND,2018,0.061269168
HND,2019,0
HND,2023,0.047197428
HND,1990,0.09894652
HND,1993,7.5134034
HND,1995,0.55050579
HND,1996,0.133856422
HND,1999,0.5249044
HND,2005,0.806386045
HND,2006,0.05164486
HND,2007,0.08833407
HND,2008,0.82697916
HND,2016,0.073989528
HND,2017,0.218140008
HND,2020,1.304120808
HND,2022,0.13419142
HND,2021,0
HND,1989,0.20351334
HKG,1989,0.208597306
HKG,1992,0.116517332
HKG,1994,0.016210847
HKG,1997,1.257520849
HKG,2005,0
HKG,2023,0
HKG,1991,0.37140498
HKG,1993,0.131367011
HKG,1999,0.030111598
HKG,2003,0.058084972
HKG,2008,0.028366087
HKG,2009,0
HKG,2010,0.014020453
HKG,2017,0
HKG,2018,0
HKG,2021,0.026685951
HUN,1992,0
HUN,2003,0.06918322
HUN,1996,0
HUN,1997,0
HUN,1999,0.46919614
HUN,2000,0.009801948
HUN,2001,0.7958377
HUN,2002,0
HUN,2004,0
HUN,2005,0.099270039
HUN,2006,0.467333265
HUN,2010,0.010013185
HUN,2013,0
HUN,2014,0
HUN,2016,0
HUN,2017,0
HUN,2019,1.2075566
HUN,2007,4.979499
HUN,2008,0.1696013
HUN,2012,0.16125564
HUN,2018,0.62395406
HUN,2022,5.146828
ISL,2000,0
ISL,2023,0
ISL,1996,0
ISL,2010,0
ISL,1995,12.701306
IND,1993,1.214550064
IND,1996,0.292490085
IND,2000,0.241215443
IND,2001,1.943333214
IND,2002,0.255937953
IND,2009,0.157562661
IND,2015,0.257017599
IND,2016,0.084339563
IND,2018,0.101971999
IND,2019,0.166797765
IND,1989,0.224761919
IND,1990,0.271238332
IND,1991,0.297094823
IND,1992,0.128474361
IND,1994,0.253368926
IND,1995,0.304268745
IND,1997,0.247023146
IND,1998,0.84361742
IND,1999,1.07429116
IND,2003,0.178268571
IND,2004,1.583786128
IND,2005,0.36383676
IND,2006,0.129736779
IND,2007,0.185930517
IND,2008,0.148914237
IND,2010,0.108333487
IND,2011,0.082536773
IND,2012,0.03397445
IND,2013,0.564233554
IND,2014,0.082004429
IND,2017,0.173239355
IND,2020,0.165856587
IND,2021,0.151041102
IND,2022,0.155944247
IND,2023,0.149444111
IND,2024,2.77446e-4
IDN,1997,0.455949315
IDN,2003,0.226824329
IDN,2015,0.03242092
IDN,2023,0.034590343
IDN,1989,0.080469776
IDN,1990,0.126262708
IDN,1991,0.124082041
IDN,1992,1.39585383
IDN,1993,0.069887301
IDN,1994,0.312422176
IDN,1995,0.117593533
IDN,1996,0.144507384
IDN,1998,0.019725243
IDN,1999,0.050237703
IDN,2000,0.251783961
IDN,2001,0.26898506
IDN,2002,0.125388949
IDN,2004,73.45978451
IDN,2005,0.51484856
IDN,2006,3.198051055
IDN,2007,0.274207898
IDN,2008,0.053795854
IDN,2009,0.622869906
IDN,2010,0.530292716
IDN,2011,0.052205649
IDN,2012,0.042761909
IDN,2013,0.068304952
IDN,2014,0.09483676
IDN,2016,0.103112398
IDN,2017,0.037429275
IDN,2018,1.981900777
IDN,2019,0.161731339
IDN,2020,0.09563817
IDN,2021,0.185933914
IDN,2022,0.147367705
IDN,2024,0.018227432
IRN,1999,0.15820148
IRN,2000,0.021359573
IRN,2001,0.7139123
IRN,2021,0.029571184
IRN,2022,0.116317721
IRN,1989,0.18641156
IRN,1990,71.76805371
IRN,1991,0.134503879
IRN,1992,0.114532071
IRN,1993,1.347157914
IRN,1994,0.088354315
IRN,1995,0.04441169
IRN,1996,0.094158324
IRN,1997,4.450986482
IRN,1998,0.332485444
IRN,2002,0.4322181
IRN,2003,39.46305137
IRN,2004,0.108598574
IRN,2005,1.04584337
IRN,2006,0.108031104
IRN,2007,0.033186104
IRN,2008,0.076379189
IRN,2012,0.412547395
IRN,2014,0.047522769
IRN,2015,0.063576795
IRN,2017,0.60233065
IRN,2018,0.012847831
IRN,2019,0.095882583
IRN,2020,0.059571412
IRN,2024,0
IRN,2009,0
IRN,2010,0.014593918
IRN,2013,0.05735485
IRN,2023,0.010092768
IRN,2016,0.004801562
IRQ,1998,0
IRQ,1999,0
IRQ,2000,0
IRQ,2001,0
IRQ,2021,0.036753226
IRQ,2022,0.002247387
IRQ,2023,0.006592745
IRQ,2004,0
IRQ,2006,0.06919071
IRQ,2008,0.013690011
IRQ,2009,0.006603048
IRQ,2011,0.018531064
IRQ,2012,0.011811796
IRQ,2013,0.031001806
IRQ,2015,0.1536106
IRQ,2018,0.05173599
IRQ,2019,0.024059558
IRQ,2020,0.018798323
IRQ,2024,0.006448332
IRQ,1991,0.11206752
IRQ,2017,0.025239041
IRL,1993,0.08460952
IRL,2002,0
IRL,2009,0
IRL,2011,0.044009205
IRL,2017,0
IRL,1990,0.057382718
IRL,1991,0
IRL,1996,0.055451967
IRL,1998,0.054367475
IRL,1999,0.2150585
IRL,2000,0.02653256
IRL,2004,0
IRL,2005,0
IRL,2014,0.021634882
IRL,2015,0.021432716
IRL,2018,0.041369274
IRL,2021,0
IRL,2022,0.537515792
IMN,2021,0
ISR,1999,0
ISR,1997,0.2611748
ISR,1998,0
ISR,2010,0.627691642
ISR,2018,0.1419029
ISR,2020,0.07993161
ISR,1991,0.10115681
ISR,2000,0.04904401
ISR,2013,0.05176871
ISR,2015,0
ISR,1992,0
ISR,1995,0
ISR,2016,0
ITA,1997,0.06324021
ITA,2002,0.059536762
ITA,2012,0.121282299
ITA,2017,0.073328414
ITA,2022,30.54839399
ITA,2023,0.047561809
ITA,2024,0.001703643
ITA,1992,0.003519071
ITA,1994,0.126573777
ITA,1996,0.029877517
ITA,2000,0.080749355
ITA,2001,0.00350908
ITA,2003,34.98813819
ITA,2008,0.015196484
ITA,2009,0.562431161
ITA,2010,0.00501484
ITA,2011,0.048312437
ITA,2013,0.02984451
ITA,2014,0.024866223
ITA,2015,0.014941998
ITA,2016,0.497350016
ITA,2018,0.038411802
ITA,2019,0.008371292
ITA,2020,0.031932465
ITA,2021,0.001688039
ITA,1990,0.047571592
ITA,1998,0.298566506
ITA,1993,0.014067305
ITA,2004,0.00345658
ITA,2006,0.022248881
ITA,2005,0.001718217
ITA,2007,0.028922151
ITA,1991,0
ITA,1999,0.001756078
JAM,2000,0
JAM,2014,0
JAM,1991,0.62192434
JAM,1993,0.3659929
JAM,2002,0.49275124
JAM,2006,0.037179448
JAM,1994,0.16101854
JAM,1996,0
JAM,2001,0.03808929
JAM,2004,0.6005945
JAM,2005,0.22414254
JAM,2007,0.1851014
JAM,2008,0.47946098
JAM,2010,0.54866594
JAM,2012,0.03623426
JAM,2016,0
JAM,2017,0
JPN,1989,0.034882595
JPN,1990,0.05416929
JPN,1993,0.351018973
JPN,1995,4.225330697
JPN,1998,0.045127643
JPN,1999,0.067954611
JPN,2000,0.025235825
JPN,2001,0.019674856
JPN,2003,0.036077768
JPN,2004,0.212263868
JPN,2005,0.092332943
JPN,2006,0.062547807
JPN,2007,0.06796534
JPN,2008,0.059339011
JPN,2010,0.14050927
JPN,2011,15.60536533
JPN,2012,0.135310918
JPN,2013,0.313285857
JPN,2015,0.055795268
JPN,2016,0.079531405
JPN,2017,0.038685493
JPN,2018,0.344538436
JPN,2019,0.228949957
JPN,2020,0.067068673
JPN,2021,0.049754228
JPN,2022,0.090357779
JPN,2023,0.012165992
JPN,1992,0.008839268
JPN,1994,0.007992374
JPN,2009,0.060101293
JPN,2014,0.236121532
JPN,2024,0.19652385
JPN,1991,0.11605978
JPN,1996,0.01590758
JPN,1997,0.022217288
JPN,2002,0.005498746
JOR,1999,0
JOR,2000,0.17800027
JOR,1991,0.2727483
JOR,1997,0.04225055
JOR,2018,0.32505202
JOR,2002,0.09477719
JOR,1992,0.38790822
JOR,2023,0
KAZ,2021,0
KAZ,1993,0.058893856
KAZ,2000,0
KAZ,2001,0.019631853
KAZ,2005,0
KAZ,2008,0.006174165
KAZ,2010,0.26461646
KAZ,2011,0.011858936
KAZ,2012,0
KAZ,2014,0.028421532
KAZ,2015,0.011213334
KAZ,2017,0
KAZ,2018,0
KAZ,2020,0
KAZ,2024,0.020173317
KAZ,2003,0.019459406
KAZ,1995,0.68150055
KAZ,1997,0
KAZ,2013,0
KAZ,2023,0.07140438
KAZ,2004,0.30924007
KEN,1991,0
KEN,1992,0
KEN,1994,0
KEN,1995,0
KEN,1997,0.30319837
KEN,1998,0.1372807
KEN,1999,0.006674425
KEN,2000,0.08751571
KEN,2001,0.097483225
KEN,2002,0.39658539
KEN,2004,0.388022068
KEN,2005,0.078118427
KEN,2006,0.64183707
KEN,2008,0.168423647
KEN,2009,0.086709973
KEN,2011,0.07740093
KEN,2012,0.16694947
KEN,2014,0
KEN,2015,0.25399402
KEN,2016,0.12736282
KEN,2017,0.053117443
KEN,2018,0.26825055
KEN,2019,0.36701605
KEN,2020,0.54822683
KEN,2021,0.016979333
KEN,2022,0
KEN,1990,0.18996412
KEN,1996,0
KEN,2003,0.11845843
KEN,2007,0.102532296
KEN,2010,0.549160799
KEN,2013,0.28576297
KEN,2023,0.39745492
KEN,2024,0.017792633
KIR,1999,0
KIR,2008,0
KIR,2014,0
KIR,2015,0
KWT,1997,0.113541335
KWT,2018,0.023163214
KGZ,2009,0
KGZ,1998,0.020788228
KGZ,2005,0.05776883
KGZ,2007,0
KGZ,2012,0.28409317
KGZ,1992,1.2885287
KGZ,1997,0
KGZ,2006,0.076237164
KGZ,2008,1.3843614
KGZ,2011,0
KGZ,2015,0
KGZ,2017,0.39207575
KGZ,2014,0
KGZ,2000,0.22288932
KGZ,2022,0
KGZ,1994,3.5754454
KGZ,2002,0
KGZ,2003,0.7482854
KGZ,2004,0.9538561
KGZ,2010,0
KGZ,2021,0.2297885
LAO,1991,0
LAO,1992,0.70158252
LAO,1993,0.17074706
LAO,1999,0
LAO,2019,0.2634477
LAO,1994,0
LAO,1995,0.5276582
LAO,1996,0.5947755
LAO,2000,0.27619925
LAO,2001,0
LAO,2002,0.035675406
LAO,2008,0.097785756
LAO,2009,0.41733995
LAO,2011,0.7480911
LAO,2013,0.34844598
LAO,2014,0
LAO,2015,0.058932554
LAO,2016,0.07255456
LAO,2018,1.9141428
LAO,2022,0.013281135
LAO,2023,0.09169764
LAO,2021,0
LAO,2017,0
LAO,2020,0.027324656
LVA,2023,0
LVA,1999,0.24728431
LVA,2005,0
LVA,2001,0.89011150000000006
LVA,2003,0.6537822
LVA,2006,1.8149503
LVA,2012,0.48694146
LVA,2022,5.67367
LVA,2018,0
LBN,2003,0
LBN,1992,0.6674837
LBN,2002,0
LBN,2015,0.07813793
LBN,2018,0.25206518
LBN,2019,0.05188595
LBN,2023,0
LBN,2024,0
LBN,2007,0.020791715
LBN,2020,0
LSO,1992,0
LSO,1993,0
LSO,1994,0
LSO,2002,0
LSO,2003,0
LSO,2007,0
LSO,2008,0
LSO,2011,1.2759565
LSO,2012,0
LSO,2016,0
LSO,2017,0
LSO,2019,0
LSO,2020,0
LSO,2021,0
LSO,2022,0
LSO,1990,1.2228988
LSO,1989,0
LSO,1996,0
LSO,2001,0.050013054
LSO,2014,0
LSO,2023,0.085824974
LBR,1998,0.37889883
LBR,2007,0.02752737
LBR,2008,0
LBR,2009,0.051215522
LBR,2010,0.024875881
LBR,2016,0
LBR,1995,0
LBR,1990,0
LBY,1995,0
LBY,2013,0.26732484
LBY,2019,0.06089128
LBY,2023,179.3161
LTU,1992,0
LTU,2006,0
LTU,2018,0.17384483
LTU,2005,0
LTU,2010,0.2867136
LTU,1993,0.15837269
LTU,1999,0.935621245
LTU,2001,0.56177485
LTU,2012,0.9793232
LTU,2022,13.854253
LUX,1993,0
LUX,2021,0
LUX,1990,0
LUX,1995,0
LUX,2010,0
LUX,2019,0
LUX,2003,37.6647
LUX,2022,6.7943068
MAC,1993,0
MAC,2017,1.565896
MDG,1989,0.76278049
MDG,1990,0.35345316
MDG,1991,0.63698086
MDG,1992,0.3406388
MDG,2000,0.94348747
MDG,2002,0.13362819
MDG,2003,0.592406695
MDG,2004,2.1642916
MDG,2005,0.56938595
MDG,2006,0.020671511
MDG,2008,0.5118557
MDG,2009,0.12785852
MDG,2010,0.5522052
MDG,2011,0.15661246
MDG,2014,0.070201576
MDG,2015,0.48690365
MDG,2016,0
MDG,2017,0.30952016
MDG,2018,0.3501382
MDG,2020,0.155889162
MDG,2021,0.010375004
MDG,2022,0.75645727
MDG,2023,0.23082705
MDG,2024,0.070838384
MDG,1998,0
MDG,2007,0.456713586
MDG,2019,0.061743788
MDG,1994,1.5778359
MDG,1996,0.0628603
MDG,1997,1.1773531
MDG,2012,0.4876723
MDG,2013,0.21621092
MWI,1990,0
MWI,1992,0
MWI,1993,0
MWI,1994,0
MWI,1995,0.009888445
MWI,2002,4.319232806
MWI,2005,0.08623631
MWI,2006,0.06860641
MWI,2007,0.014819795
MWI,2012,0
MWI,2013,0.04368236
MWI,2015,1.67070628
MWI,2016,0.06894323
MWI,2017,0
MWI,2022,0.54887654
MWI,1989,0.23978476
MWI,1991,4.800854
MWI,1997,0
MWI,1998,0.037270106
MWI,1999,0
MWI,2000,0
MWI,2001,0.51309603
MWI,2003,0.099272266
MWI,2008,0
MWI,2009,0.027974108
MWI,2010,0
MWI,2011,0.026409447
MWI,2018,0.027221423
MWI,2019,0.360411164
MWI,2020,0.005160742
MWI,2023,5.87624076
MWI,2024,0.027938213
MWI,2021,0.06536032
MYS,1998,0
MYS,2014,0.05554384
MYS,1993,0.535431
MYS,1996,1.54671112
MYS,1999,0.004470542
MYS,2000,0.052298628
MYS,2001,0.033981066
MYS,2002,0.06213123
MYS,2003,0.032337055
MYS,2004,0.382895981
MYS,2005,0.03857498
MYS,2006,0.033950202
MYS,2007,0.16978803
MYS,2008,0
MYS,2009,0
MYS,2011,0.061677338
MYS,2013,0.013273688
MYS,2015,0.08046649
MYS,2016,0
MYS,2017,0.028146274
MYS,2018,0.006172979
MYS,2019,0.006096813
MYS,2020,0
MYS,2021,0.20551696
MYS,2022,0.176791846
MYS,2023,0.017488364
MYS,1997,0.009412129
MYS,1995,0.099320225
MDV,2007,0
MDV,2019,0
MDV,2004,33.75896
MDV,1991,0
MDV,2021,0
MLI,1991,0
MLI,2001,0.017265454
MLI,2005,0
MLI,2006,0.007340236
MLI,2010,0
MLI,2011,0.006234517
MLI,2012,0
MLI,2020,0
MLI,2022,0.044260327
MLI,1989,0.011397147
MLI,1998,0.028247334
MLI,1999,0.018320054
MLI,2000,0.13346261
MLI,2002,0.016732678
MLI,2003,0
MLI,2007,0.12783259
MLI,2008,0
MLI,2009,0.16630474
MLI,2013,0.21759537
MLI,2015,0.02760462
MLI,2016,0.06951831
MLI,2018,0
MLI,2019,0.07293084
MLT,2022,14.251078
MHL,2013,0
MHL,2015,0
MHL,2016,0
MHL,2022,0
MHL,2024,0
MHL,2008,0
MHL,2014,0
MHL,1991,0
MHL,2019,0
MTQ,2007,0.50526994
MTQ,1989,0
MTQ,1990,2.137437
MTQ,1993,0.5056034
MTQ,1995,0
MTQ,1996,0
MTQ,1999,0
MTQ,2011,0.25665703
MTQ,2017,0
MRT,1993,0
MRT,1997,0
MRT,1998,0
MRT,2001,0
MRT,2002,0.8859879
MRT,2003,0.3121393
MRT,2010,0
MRT,2011,0
MRT,2012,0
MRT,2017,0.43269044
MRT,2018,0
MRT,2019,0.06843295
MRT,2020,0.20006202
MRT,2021,0
MRT,2022,0.29559898
MRT,1995,0
MRT,1999,0.038158968
MRT,2005,0
MRT,2006,0.22718215
MRT,2007,0.09513182
MRT,2009,0.030096686
MRT,2013,0.2137343
MRT,2023,0.020563485
MRT,1991,0.19358207
MUS,1999,0
MUS,2013,0.85225207
MUS,1989,0.09285284
MUS,1991,0
MUS,1994,0.17434284
MUS,1996,0.2558537
MUS,2002,0.24311696
MUS,2007,0.15740706
MUS,2018,0
MUS,2022,0.07695398
MUS,2023,0.076889776
MUS,2024,0.15361196
MEX,1995,0.31455079
MEX,1996,0.017469812
MEX,1999,0.751545607
MEX,2000,0.241127714
MEX,2002,0.10206399
MEX,2011,0.109504576
MEX,1989,0.053593405
MEX,1990,0.566565827
MEX,1991,0.043190534
MEX,1993,0.118871153
MEX,1998,0.895878757
MEX,2001,0.026158445
MEX,2003,0.068339791
MEX,2004,0.050026062
MEX,2005,0.08345789
MEX,2006,0.038358342
MEX,2007,0.053553468
MEX,2008,0.032821413
MEX,2009,0.028815998
MEX,2010,0.161731201
MEX,2013,0.190125925
MEX,2015,0.034956336
MEX,2016,0.074062357
MEX,2017,0.405407862
MEX,2018,0.032254458
MEX,2019,0.01279127
MEX,2020,0.065080248
MEX,2021,0.056035613
MEX,2022,0.043920151
MEX,2023,0.089525123
MEX,1997,0.608479551
MEX,2012,0.018141623
MEX,2014,0.018525398
MEX,1992,0.097654916
MEX,1994,0
FSM,1998,0
FSM,2016,0
FSM,2023,0
FSM,2024,0
FSM,2008,0
FSM,2002,41.962414
FSM,2003,0
FSM,2004,0.8972875
FSM,2015,4.567169
FSM,2019,0
MDA,2000,0.047041435
MDA,2007,0
MDA,2012,0.28512797
MDA,1994,1.11544575
MDA,1997,0.20483436
MDA,1999,0
MDA,2002,0.024110073
MDA,2005,0
MDA,2008,0.07869018
MDA,2010,0.027187314
MDA,2023,0.11641664
MDA,2006,0.32971928
MDA,2019,0
MNG,2000,0.9383971
MNG,2001,0.647089
MNG,2002,0.040086232
MNG,1994,0.2172483
MNG,1996,2.8001245
MNG,2003,0.67555189
MNG,2009,0.97498125
MNG,2018,0
MNG,2019,0.37123716
MNG,2020,0.30355093
MNG,2021,0.35844627
MNG,2022,0
MNG,2023,0.261084711
MNG,1990,1.6655563
MNG,1991,0.2727177
MNG,1993,0.30832753
MNG,2008,1.9742618
MNG,2024,0.14311709
MNG,2010,0.18501203
MNG,2015,0
MNG,2016,0
MNG,2017,0.5490897
MNE,2007,0
MNE,2009,0
MNE,2010,0
MNE,2012,0.15796466
MNE,2022,7.9734387
MNE,2017,0
MSR,1989,100.75105
MSR,1990,0
MSR,1995,0
MSR,1996,0
MSR,1997,451.21265
MSR,2006,0
MAR,1999,0
MAR,2000,0.02101251
MAR,2001,0.051849112
MAR,1995,2.97379
MAR,1996,0.144449293
MAR,1997,0.21900114
MAR,2002,0.2730206
MAR,2003,0.11799899
MAR,2006,0.05513569
MAR,2008,0.12328119
MAR,2009,0.09050372
MAR,2010,0.12937063
MAR,2014,0.175189593
MAR,2019,0.10742497
MAR,2021,0.064730875
MAR,2004,2.0910246
MAR,2023,7.7854013
MAR,2005,0.003286026
MAR,2012,0
MAR,2016,0
MAR,2017,0
MAR,2018,0
MOZ,1991,0
MOZ,1992,0
MOZ,1998,0.5140871
MOZ,1999,0.1326574
MOZ,2001,0.43357223
MOZ,2002,0.064188466
MOZ,2003,0.30229182
MOZ,2005,0.014843311
MOZ,2006,0.081983062
MOZ,2007,0.286647133
MOZ,2008,0.297543147
MOZ,2009,0.093596816
MOZ,2010,0.021669663
MOZ,2016,0.227465563
MOZ,2017,0.066504611
MOZ,2020,0.15074615
MOZ,2021,0.034292404
MOZ,2022,0.50956155
MOZ,1989,0.015281634
MOZ,1997,0.2118423
MOZ,2000,4.68244088
MOZ,2011,0.096799618
MOZ,2013,0.47125468
MOZ,2014,0.084489614
MOZ,2015,0.59605294
MOZ,2018,0.095160798
MOZ,2019,2.24859327
MOZ,2023,0.68441919
MOZ,1994,1.6093472
MOZ,1996,0.06840983
MOZ,2012,0.134762
MOZ,2024,0.005737498
MMR,1991,0.05653809
MMR,1992,0.012124796
MMR,1995,0.11893605
MMR,1997,0.15464365
MMR,1999,0.04884369
MMR,2001,0.11083384
MMR,2002,0.045180492
MMR,2006,0.122691028
MMR,2007,0.010320843
MMR,2011,0.45185688
MMR,2012,0.0796524
MMR,2013,0.045411166
MMR,2014,0
MMR,2015,0.413721118
MMR,2016,0.186925423
MMR,2017,0.005737416
MMR,2018,0.127216764
