iso3,year,pop_growth
STP,1991,2.252105027
STP,1992,2.061729752
STP,1993,1.996678238
STP,1994,1.919332006
STP,1995,1.8283459
STP,1996,1.739407478
STP,1997,1.643583661
STP,1998,1.538347703
STP,1999,1.433273351
STP,2000,1.335118353
STP,2001,1.754697194
STP,2002,2.420254643
STP,2003,2.583122052
STP,2004,2.52695179
STP,2005,2.494360277
STP,2006,2.471071503
STP,2007,2.455646831
STP,2008,2.419203102
STP,2009,2.342410553
STP,2010,2.226224853
STP,2011,2.121856336
STP,2012,2.064078726
STP,2013,1.998080447
STP,2014,1.911859774
STP,2015,1.819823892
STP,2016,1.729161076
STP,2017,1.649789762
STP,2018,1.577599603
STP,2019,1.528403267
STP,2020,1.865994498
SUR,1990,1.070748104
SUR,1991,0.77829668
SUR,1992,0.847399811
SUR,1993,0.677996079
SUR,1994,0.983135953
SUR,1995,1.844802492
SUR,1996,2.127768917
SUR,1997,2.019202759
SUR,1998,1.937880716
SUR,1999,1.86852349
SUR,2000,1.798973373
SUR,2001,1.737640886
SUR,2002,1.68294819
SUR,2003,1.623735204
SUR,2004,1.339200102
SUR,2005,1.100136535
SUR,2006,1.117861701
SUR,2007,1.128235753
SUR,2008,1.12857216
SUR,2009,1.126533784
SUR,2010,1.122041996
SUR,2011,1.10470189
SUR,2012,1.074536327
SUR,2013,1.040240812
SUR,2014,1.011803496
SUR,2015,1.011747632
SUR,2016,1.033435651
SUR,2017,1.044652327
SUR,2018,1.042273974
SUR,2019,1.103178985
SUR,2020,1.120467326
SVK,1990,0.439617095
SVK,1991,0.077472437
SVK,1992,0.032465115
SVK,1993,0.381719887
SVK,1994,0.39405443
SVK,1995,0.292632207
SVK,1996,0.211674396
SVK,1997,0.184629991
SVK,1998,0.134121598
SVK,1999,0.102053161
SVK,2000,-0.135376488
SVK,2001,-0.183012271
SVK,2002,-0.036352551
SVK,2003,-0.065821507
SVK,2004,-0.02036172
SVK,2005,0.009809134
SVK,2006,0.004597119
SVK,2007,0.029178401
SVK,2008,0.0857553
SVK,2009,0.133257321
SVK,2010,0.093191273
SVK,2011,0.128936463
SVK,2012,0.170183855
SVK,2013,0.107458009
SVK,2014,0.097045422
SVK,2015,0.095033879
SVK,2016,0.12892233
SVK,2017,0.155178996
SVK,2018,0.13850816
SVK,2019,0.135328073
SVK,2020,0.085769476
SVN,1990,0.090624343
SVN,1991,0.063438224
SVN,1992,-0.146699403
SVN,1993,-0.238300478
SVN,1994,-0.115694093
SVN,1995,0.0215615
SVN,1996,-0.062536134
SVN,1997,-0.134454343
SVN,1998,-0.218117657
SVN,1999,0.071430845
SVN,2000,0.29607496
SVN,2001,0.157498742
SVN,2002,0.123915442
SVN,2003,0.060296779
SVN,2004,0.064066202
SVN,2005,0.173208905
SVN,2006,0.319114537
SVN,2007,0.559207816
SVN,2008,0.158140844
SVN,2009,0.903875535
SVN,2010,0.436079485
SVN,2011,0.207732702
SVN,2012,0.210024306
SVN,2013,0.135726229
SVN,2014,0.098351922
SVN,2015,0.075190689
SVN,2016,0.073197207
SVN,2017,0.065159039
SVN,2018,0.362584395
SVN,2019,0.696304046
SVN,2020,0.669754656
SWE,1990,0.772602676
SWE,1991,0.681643118
SWE,1992,0.586529929
SWE,1993,0.580838814
SWE,1994,0.710705462
SWE,1995,0.524703942
SWE,1996,0.159147081
SWE,1997,0.057262203
SWE,1998,0.055512122
SWE,1999,0.077927151
SWE,2000,0.160575485
SWE,2001,0.268470528
SWE,2002,0.325438068
SWE,2003,0.372092943
SWE,2004,0.393298991
SWE,2005,0.399942763
SWE,2006,0.562483906
SWE,2007,0.741552515
SWE,2008,0.779033291
SWE,2009,0.851904413
SWE,2010,0.852524629
SWE,2011,0.755150134
SWE,2012,0.739763272
SWE,2013,0.847348652
SWE,2014,0.992219729
SWE,2015,1.057454686
SWE,2016,1.256453985
SWE,2017,1.34744506
SWE,2018,1.16164516
SWE,2019,1.013722263
SWE,2020,0.722703913
SWZ,1990,3.340741382
SWZ,1991,4.095374058
SWZ,1992,3.907428513
SWZ,1993,3.011593412
SWZ,1994,0.0299918
SWZ,1995,-0.017196995
SWZ,1996,2.077120693
SWZ,1997,1.745889348
SWZ,1998,1.445393951
SWZ,1999,1.305856677
SWZ,2000,1.183692988
SWZ,2001,1.052188103
SWZ,2002,0.899822294
SWZ,2003,0.757301427
SWZ,2004,0.65585549
SWZ,2005,0.572780084
SWZ,2006,0.544190295
SWZ,2007,0.58036664
SWZ,2008,0.539314001
SWZ,2009,0.459182519
SWZ,2010,0.458720163
SWZ,2011,0.494357534
SWZ,2012,0.547904556
SWZ,2013,0.61665942
SWZ,2014,0.672496412
SWZ,2015,0.714313722
SWZ,2016,0.754508381
SWZ,2017,0.773005801
SWZ,2018,0.781899444
SWZ,2019,0.788402228
SWZ,2020,0.939644436
SXM,1990,7.040473911
SXM,1991,6.852589229
SXM,1992,4.987545539
SXM,1993,1.513453407
SXM,1994,-0.276912603
SXM,1995,-0.438964246
SXM,1996,-0.590421675
SXM,1997,-0.686848799
SXM,1998,0.144149941
SXM,1999,-0.500610762
SXM,2000,-1.834377687
SXM,2001,0.265056848
SXM,2002,0.576764882
SXM,2003,2.233060387
SXM,2004,3.177252874
SXM,2005,1.597004887
SXM,2006,1.294185282
SXM,2007,1.100350126
SXM,2008,0.451494681
SXM,2009,0.803499822
SXM,2010,-0.532990983
SXM,2011,-1.840297302
SXM,2012,3.540582819
SXM,2013,5.523039526
SXM,2014,2.902265834
SXM,2015,2.980223174
SXM,2016,0.429212785
SXM,2017,-0.971569486
SXM,2018,0.822710285
SXM,2019,1.817260058
SXM,2020,1.755088927
SYC,1990,0.490359666
SYC,1991,1.331962012
SYC,1992,0.458917818
SYC,1993,2.083758339
SYC,1994,2.665768473
SYC,1995,1.47017209
SYC,1996,1.467193026
SYC,1997,1.173453648
SYC,1998,1.95568619
SYC,1999,1.964196367
SYC,2000,0.892658567
SYC,2001,0.087474518
SYC,2002,3.057385326
SYC,2003,-1.131516421
SYC,2004,-0.370334935
SYC,2005,0.463308214
SYC,2006,2.080596735
SYC,2007,0.510514983
SYC,2008,2.236282715
SYC,2009,0.392530948
SYC,2010,2.792329069
SYC,2011,-2.628656355
SYC,2012,0.98098019
SYC,2013,1.846876093
SYC,2014,1.555395709
SYC,2015,2.229795053
SYC,2016,1.33763478
SYC,2017,1.224033758
SYC,2018,0.954291918
SYC,2019,0.887925293
SYC,2020,0.853707878
SYR,1990,3.067765618
SYR,1991,2.963822158
SYR,1992,2.884887327
SYR,1993,2.85223212
SYR,1994,2.808417705
SYR,1995,2.768436812
SYR,1996,2.725167039
SYR,1997,2.650801953
SYR,1998,2.591564648
SYR,1999,2.551964991
SYR,2000,2.523992719
SYR,2001,2.544628541
SYR,2002,2.573453706
SYR,2003,2.572853063
SYR,2004,2.648403527
SYR,2005,2.724920096
SYR,2006,4.464449738
SYR,2007,6.335720396
SYR,2008,3.65667897
SYR,2009,1.631216625
SYR,2010,2.311188609
SYR,2011,1.744818462
SYR,2012,-0.552123973
SYR,2013,-5.03381016
SYR,2014,-6.852117676
SYR,2015,-4.415743721
SYR,2016,-1.262419689
SYR,2017,0.100775749
SYR,2018,1.827393798
SYR,2019,3.87953676
SYR,2020,3.300177355
TCA,1990,4.203618539
TCA,1991,5.159643402
TCA,1992,5.407149019
TCA,1993,5.166205995
TCA,1994,4.96793248
TCA,1995,4.739388097
TCA,1996,4.562864799
TCA,1997,4.387944406
TCA,1998,4.290520007
TCA,1999,4.23082148
TCA,2000,4.139122749
TCA,2001,4.353278563
TCA,2002,5.078749686
TCA,2003,5.391389877
TCA,2004,5.06743992
TCA,2005,4.806319364
TCA,2006,4.613728693
TCA,2007,4.436870609
TCA,2008,4.299414261
TCA,2009,4.139655046
TCA,2010,3.927992233
TCA,2011,3.601195189
TCA,2012,4.022991897
TCA,2013,4.608352501
TCA,2014,4.05719186
TCA,2015,4.343341672
TCA,2016,4.568616473
TCA,2017,4.093284964
TCA,2018,4.040829587
TCA,2019,3.767872714
TCA,2020,2.738391724
TCD,1990,2.721584666
TCD,1991,3.629178841
TCD,1992,4.220805209
TCD,1993,2.279945856
TCD,1994,2.21947482
TCD,1995,4.389685672
TCD,1996,4.421640837
TCD,1997,3.420989907
TCD,1998,3.407205405
TCD,1999,3.477170525
TCD,2000,3.414500241
TCD,2001,3.33008485
TCD,2002,3.448140621
TCD,2003,3.970604866
TCD,2004,4.436026667
TCD,2005,3.991749474
TCD,2006,3.540781452
TCD,2007,3.387189871
TCD,2008,3.445886005
TCD,2009,3.518554231
TCD,2010,3.408490965
TCD,2011,3.494449521
TCD,2012,3.487629403
TCD,2013,3.557019324
TCD,2014,3.569985466
TCD,2015,3.184100813
TCD,2016,3.148648506
TCD,2017,3.324594916
TCD,2018,3.378127749
TCD,2019,3.294582728
TCD,2020,3.16053306
TEA,1990,1.625719745
TEA,1991,1.540749087
TEA,1992,1.434764628
TEA,1993,1.373678778
TEA,1994,1.34174894
TEA,1995,1.29320211
TEA,1996,1.257672181
TEA,1997,1.232917687
TEA,1998,1.173118722
TEA,1999,1.084103631
TEA,2000,1.004061248
TEA,2001,0.944991843
TEA,2002,0.897224817
TEA,2003,0.855279355
TEA,2004,0.822454268
TEA,2005,0.811501219
TEA,2006,0.790229668
TEA,2007,0.766307181
TEA,2008,0.75443791
TEA,2009,0.738998226
TEA,2010,0.727278019
TEA,2011,0.770556616
TEA,2012,0.862087438
TEA,2013,0.844495964
TEA,2014,0.806408899
TEA,2015,0.764568568
TEA,2016,0.754938446
TEA,2017,0.765756035
TEA,2018,0.656020857
TEA,2019,0.567934399
TEA,2020,0.474607722
TEC,1990,0.616430881
TEC,1991,0.556168631
TEC,1992,0.389119368
TEC,1993,0.31021718
TEC,1994,0.217336301
TEC,1995,0.121297882
TEC,1996,0.151591908
TEC,1997,0.127981247
TEC,1998,0.065296939
TEC,1999,-0.022985732
TEC,2000,-0.086829054
TEC,2001,-0.087492209
TEC,2002,-0.078699053
TEC,2003,0.01632227
TEC,2004,0.068169857
TEC,2005,0.086594296
TEC,2006,0.118918436
TEC,2007,0.077109853
TEC,2008,0.263491084
TEC,2009,0.381289075
TEC,2010,0.440425442
TEC,2011,0.496465001
TEC,2012,0.460642231
TEC,2013,0.505008276
TEC,2014,0.50859739
TEC,2015,0.518232349
TEC,2016,0.506787101
TEC,2017,0.460894273
TEC,2018,0.426340762
TEC,2019,0.438981187
TEC,2020,0.276983779
TGO,1990,2.939892893
TGO,1991,2.905509412
TGO,1992,2.865753959
TGO,1993,-0.679986067
TGO,1994,0.348060394
TGO,1995,4.466820556
TGO,1996,3.812689682
TGO,1997,3.245692596
TGO,1998,2.912967003
TGO,1999,2.910595969
TGO,2000,2.837256751
TGO,2001,2.70645421
TGO,2002,2.610917849
TGO,2003,2.606314157
TGO,2004,2.625567262
TGO,2005,2.596251196
TGO,2006,2.807802063
TGO,2007,2.907439175
TGO,2008,2.851778081
TGO,2009,2.791410472
TGO,2010,2.671316938
TGO,2011,2.654960815
TGO,2012,2.60283805
TGO,2013,2.559759808
TGO,2014,2.530998735
TGO,2015,2.504545741
TGO,2016,2.48615624
TGO,2017,2.468078884
TGO,2018,2.438994035
TGO,2019,2.411629916
TGO,2020,2.391219022
THA,1990,1.651130292
THA,1991,1.565591131
THA,1992,1.484746449
THA,1993,1.459401321
THA,1994,1.43306173
THA,1995,1.38067187
THA,1996,1.314443446
THA,1997,1.283863659
THA,1998,1.232122417
THA,1999,1.123203649
THA,2000,0.994280693
THA,2001,0.920626979
THA,2002,0.895723403
THA,2003,0.859506057
THA,2004,0.821309424
THA,2005,0.778138864
THA,2006,0.753994284
THA,2007,0.761916078
THA,2008,0.747623811
THA,2009,0.718381365
THA,2010,0.671403304
THA,2011,0.645857451
THA,2012,0.644344613
THA,2013,0.607746277
THA,2014,0.548005165
THA,2015,0.475496517
THA,2016,0.443771939
THA,2017,0.41152598
THA,2018,0.323321355
THA,2019,0.252691237
THA,2020,0.235182865
TJK,1990,2.874664159
TJK,1991,2.523259543
TJK,1992,1.782020405
TJK,1993,1.083146235
TJK,1994,1.496096358
TJK,1995,1.91436582
TJK,1996,1.99854825
TJK,1997,1.340779058
TJK,1998,0.647491392
TJK,1999,0.530683543
TJK,2000,1.33895807
TJK,2001,2.141921598
TJK,2002,2.053187182
TJK,2003,1.978792525
TJK,2004,1.910625199
TJK,2005,1.863677363
TJK,2006,1.834269157
TJK,2007,1.838824312
TJK,2008,1.877486845
TJK,2009,1.946479757
TJK,2010,2.030277734
TJK,2011,2.116574816
TJK,2012,2.179881874
TJK,2013,2.239925744
TJK,2014,2.305131333
TJK,2015,2.346816042
TJK,2016,2.333580931
TJK,2017,2.268623505
TJK,2018,2.244592399
TJK,2019,2.262424935
TJK,2020,2.184426969
TKM,1990,2.696449085
TKM,1991,2.691840932
TKM,1992,2.699827424
TKM,1993,2.647254694
TKM,1994,2.482486065
TKM,1995,2.239084123
TKM,1996,1.746584739
TKM,1997,1.44447283
TKM,1998,1.542805862
TKM,1999,1.557518245
TKM,2000,1.50061067
TKM,2001,1.433322678
TKM,2002,1.368643085
TKM,2003,1.269213046
TKM,2004,1.269573301
TKM,2005,1.359714823
TKM,2006,1.387326307
TKM,2007,1.420317429
TKM,2008,1.485245491
TKM,2009,1.573297413
TKM,2010,1.665530086
TKM,2011,1.74701805
TKM,2012,1.809209907
TKM,2013,1.840782577
TKM,2014,1.836543322
TKM,2015,1.807271728
TKM,2016,1.755611403
TKM,2017,1.686657746
TKM,2018,1.6069388
TKM,2019,1.527482669
TKM,2020,1.483129015
TLA,1990,1.924967258
TLA,1991,1.904091587
TLA,1992,1.852198405
TLA,1993,1.813142438
TLA,1994,1.780229463
TLA,1995,1.740350013
TLA,1996,1.688213392
TLA,1997,1.645706351
TLA,1998,1.6048529
TLA,1999,1.558633249
TLA,2000,1.509172655
TLA,2001,1.455919905
TLA,2002,1.404056569
TLA,2003,1.345168103
TLA,2004,1.305460397
TLA,2005,1.275790794
TLA,2006,1.233706646
TLA,2007,1.195909418
TLA,2008,1.15817447
TLA,2009,1.133696425
TLA,2010,1.082542545
TLA,2011,1.162541625
TLA,2012,1.147838591
TLA,2013,1.112357667
TLA,2014,1.086802063
TLA,2015,1.065839874
TLA,2016,1.045725888
TLA,2017,1.014515257
TLA,2018,0.965120515
TLA,2019,0.909243764
TLA,2020,0.820159074
TLS,1990,2.4531203600000002
TLS,1991,1.900941834
TLS,1992,1.420003814
TLS,1993,1.453457251
TLS,1994,1.489891467
TLS,1995,1.489383085
TLS,1996,1.459345679
TLS,1997,1.441793507
TLS,1998,1.420833321
TLS,1999,1.305433339
TLS,2000,1.342248186
TLS,2001,1.653116832
TLS,2002,1.846011681
TLS,2003,1.860473188
TLS,2004,2.057839169
TLS,2005,2.435663207
TLS,2006,2.571687702
TLS,2007,2.462777021
TLS,2008,2.29970987
TLS,2009,2.130767282
TLS,2010,2.130602696
TLS,2011,2.224976885
TLS,2012,2.195007643
TLS,2013,2.077203952
TLS,2014,1.983967971
TLS,2015,1.755472386
TLS,2016,1.54292008
TLS,2017,1.513362435
TLS,2018,1.485808227
TLS,2019,1.462727124
TLS,2020,1.515821141
TMN,1990,2.868794102
TMN,1991,2.77992353
TMN,1992,2.484816213
TMN,1993,2.167123564
TMN,1994,2.068690926
TMN,1995,2.119118438
TMN,1996,2.031195864
TMN,1997,2.00738368
TMN,1998,2.001868511
TMN,1999,1.978856747
TMN,2000,1.984885544
TMN,2001,1.982135496
TMN,2002,1.812034907
TMN,2003,1.785607267
TMN,2004,1.94014758
TMN,2005,1.955349854
TMN,2006,1.927417988
TMN,2007,1.910237913
TMN,2008,1.907579552
TMN,2009,1.923656404
TMN,2010,1.964416587
TMN,2011,1.873195308
TMN,2012,1.842377643
TMN,2013,1.979730445
TMN,2014,2.045867285
TMN,2015,1.987077915
TMN,2016,1.824231209
TMN,2017,1.698287401
TMN,2018,1.718609072
TMN,2019,1.718570967
TMN,2020,1.605884666
TON,1990,0.353109861
TON,1991,0.286238987
TON,1992,0.252181502
TON,1993,0.233456876
TON,1994,0.239932251
TON,1995,0.24635981
TON,1996,0.217812767
TON,1997,0.461034508
TON,1998,0.678217064
TON,1999,0.62855242
TON,2000,0.607084495
TON,2001,0.58985755
TON,2002,0.573875806
TON,2003,0.582095067
TON,2004,0.597769224
TON,2005,0.566767392
TON,2006,0.525911996
TON,2007,0.420997859
TON,2008,0.275319741
TON,2009,0.198060567
TON,2010,0.222815868
TON,2011,0.212099022
TON,2012,-0.101342094
TON,2013,-0.384918762
TON,2014,-0.433288
TON,2015,-0.473800875
TON,2016,-0.391825983
TON,2017,-0.276617488
TON,2018,-0.251703882
TON,2019,-0.189432758
TON,2020,0.288290202
TSA,1990,2.25463037
TSA,1991,2.205167516
TSA,1992,2.221200495
TSA,1993,2.246717875
TSA,1994,2.212750799
TSA,1995,2.144210746
TSA,1996,2.084218941
TSA,1997,2.047139952
TSA,1998,2.024223328
TSA,1999,1.997672986
TSA,2000,1.961818268
TSA,2001,1.945289362
TSA,2002,1.93510475
TSA,2003,1.866390275
TSA,2004,1.768877569
TSA,2005,1.686406109
TSA,2006,1.597972668
TSA,2007,1.504683381
TSA,2008,1.463047122
TSA,2009,1.469734822
TSA,2010,1.474843586
TSA,2011,1.466497037
TSA,2012,1.413066248
TSA,2013,1.344711273
TSA,2014,1.290443538
TSA,2015,1.226596596
TSA,2016,1.212442704
TSA,2017,1.216359896
TSA,2018,1.187651859
TSA,2019,1.144473285
TSA,2020,1.124469419
TSS,1990,2.808383747
TSS,1991,2.726766062
TSS,1992,2.672356977
TSS,1993,2.663661046
TSS,1994,2.624217051
TSS,1995,2.65356272
TSS,1996,2.690857165
TSS,1997,2.623864626
TSS,1998,2.597664424
TSS,1999,2.618452888
TSS,2000,2.650201654
TSS,2001,2.674189824
TSS,2002,2.688984373
TSS,2003,2.697777303
TSS,2004,2.719010055
TSS,2005,2.736849712
TSS,2006,2.755139737
TSS,2007,2.779975384
TSS,2008,2.792954687
TSS,2009,2.791468901
TSS,2010,2.793798407
TSS,2011,2.782996912
TSS,2012,2.769765929
TSS,2013,2.772759552
TSS,2014,2.765155187
TSS,2015,2.770454195
TSS,2016,2.722040517
TSS,2017,2.676168964
TSS,2018,2.680617892
TSS,2019,2.667976016
TSS,2020,2.65285161
TTO,1990,0.817215123
TTO,1991,0.763431535
TTO,1992,0.724358543
TTO,1993,0.65687996
TTO,1994,0.57171261
TTO,1995,0.492792891
TTO,1996,0.42819233
TTO,1997,0.360008825
TTO,1998,0.333315591
TTO,1999,0.338990412
TTO,2000,0.386573318
TTO,2001,0.476567585
TTO,2002,0.551084619
TTO,2003,0.561880811
TTO,2004,0.561680029
TTO,2005,0.578923597
TTO,2006,0.571306517
TTO,2007,0.575137911
TTO,2008,0.571848981
TTO,2009,0.600432585
TTO,2010,0.647702218
TTO,2011,0.687134458
TTO,2012,0.726708987
TTO,2013,0.72111896
TTO,2014,0.687007914
TTO,2015,0.653834662
TTO,2016,0.624885333
TTO,2017,0.629391376
TTO,2018,1.749909569
TTO,2019,1.008120513
TTO,2020,-0.119021693
TUN,1990,2.199686102
TUN,1991,2.143097067
TUN,1992,2.062431181
TUN,1993,1.964470586
TUN,1994,1.831895864
TUN,1995,1.637602473
TUN,1996,1.457441402
TUN,1997,1.341864023
TUN,1998,1.239417011
TUN,1999,1.13967609
TUN,2000,1.069538693
TUN,2001,1.0237896420000001
TUN,2002,0.989948991
TUN,2003,0.97827322
TUN,2004,0.960925968
TUN,2005,0.929565256
TUN,2006,0.912371671
TUN,2007,0.919463524
TUN,2008,0.94056531
TUN,2009,0.970187556
TUN,2010,1.019946187
TUN,2011,1.253824927
TUN,2012,1.277592633
TUN,2013,1.12039317
TUN,2014,1.132157693
TUN,2015,1.120928168
TUN,2016,1.100433133
TUN,2017,1.070575924
TUN,2018,1.02422999
TUN,2019,0.969662162
TUN,2020,0.928583172
TUR,1990,1.893420696
TUR,1991,1.818696022
TUR,1992,1.757502326
TUR,1993,1.750023722
TUR,1994,1.754685402
TUR,1995,1.692407491
TUR,1996,1.652716519
TUR,1997,1.618247362
TUR,1998,1.562176992
TUR,1999,1.504337393
TUR,2000,1.457901876
TUR,2001,1.483894253
TUR,2002,1.398832876
TUR,2003,1.322750764
TUR,2004,1.363157579
TUR,2005,1.347579064
TUR,2006,1.296589085
TUR,2007,0.796771833
TUR,2008,1.265603365
TUR,2009,1.380302716
TUR,2010,1.519430938
TUR,2011,1.467774164
TUR,2012,1.27471802
TUR,2013,1.284414747
TUR,2014,1.3490889
TUR,2015,1.33411577
TUR,2016,1.345425935
TUR,2017,1.296755712
TUR,2018,1.353602986
TUR,2019,1.429696881
TUR,2020,0.970386031
TUV,1990,1.813336131
TUV,1991,1.855901348
TUV,1992,1.190237218
TUV,1993,0.537324161
TUV,1994,0.440344599
TUV,1995,0.271625742
TUV,1996,0.270889934
TUV,1997,0.197494997
TUV,1998,0.04152824
TUV,1999,0.062260041
TUV,2000,-0.02074904
TUV,2001,-0.176540884
TUV,2002,-0.124805008
TUV,2003,0.612130355
TUV,2004,1.264213353
TUV,2005,1.228254795
TUV,2006,1.183445765
TUV,2007,1.179457649
TUV,2008,1.204656848
TUV,2009,1.315299426
TUV,2010,1.355111871
TUV,2011,1.411788155
TUV,2012,1.428993417
TUV,2013,0.587912772
TUV,2014,-0.174176145
TUV,2015,-0.20205738
TUV,2016,-0.230107332
TUV,2017,-0.221402304
TUV,2018,0.341124196
TUV,2019,0.834063769
TUV,2020,1.0261157
TZA,1990,2.641284007
TZA,1991,2.579931244
TZA,1992,2.532892413
TZA,1993,3.169928645
TZA,1994,3.8901331199999998
TZA,1995,3.197658327
TZA,1996,1.882241739
TZA,1997,2.050439138
TZA,1998,2.610368393
TZA,1999,2.641385254
TZA,2000,2.836807943
TZA,2001,2.721375318
TZA,2002,2.617087274
TZA,2003,2.661090503
TZA,2004,2.713592103
TZA,2005,2.77298147
TZA,2006,2.806497077
TZA,2007,2.806371236
TZA,2008,2.72962388
TZA,2009,2.504020753
TZA,2010,2.588252549
TZA,2011,2.852926135
TZA,2012,2.909068126
TZA,2013,3.024775791
TZA,2014,3.119943583
TZA,2015,3.344574305
TZA,2016,3.476876501
TZA,2017,3.371150805
TZA,2018,3.189237171
TZA,2019,3.02174626
TZA,2020,3.013853284
UGA,1990,3.224801815
UGA,1991,3.273941669
UGA,1992,3.408306788
UGA,1993,3.455163048
UGA,1994,3.345079746
UGA,1995,2.72433658
UGA,1996,2.712952141
UGA,1997,2.909613148
UGA,1998,2.975471357
UGA,1999,3.237467794
UGA,2000,3.135355674
UGA,2001,3.044789426
UGA,2002,3.108139799
UGA,2003,3.120286721
UGA,2004,2.958480707
UGA,2005,2.906231677
UGA,2006,2.915021971
UGA,2007,2.933540992
UGA,2008,2.926922896
UGA,2009,2.915656395
UGA,2010,2.915174544
UGA,2011,2.90711158
UGA,2012,2.893707869
UGA,2013,2.876747879
UGA,2014,2.968986073
UGA,2015,3.091309156
UGA,2016,3.334994747
UGA,2017,3.496468466
UGA,2018,3.401277959
UGA,2019,3.395090564
UGA,2020,3.332808745
UKR,1990,0.228429531
UKR,1991,0.210026075
UKR,1992,0.287851768
UKR,1993,0.055209645
UKR,1994,-0.495291145
UKR,1995,-0.790071612
UKR,1996,-0.887199616
UKR,1997,-0.911347309
UKR,1998,-0.893601382
UKR,1999,-0.942718002
UKR,2000,-1.006579027
UKR,2001,-1.050920915
UKR,2002,-0.949639341
UKR,2003,-0.811376216
UKR,2004,-0.758571027
UKR,2005,-0.732800944
UKR,2006,-0.676059673
UKR,2007,-0.59687108
UKR,2008,-0.541496741
UKR,2009,-0.443841324
UKR,2010,-0.397263168
UKR,2011,-0.359600093
UKR,2012,-0.246976481
UKR,2013,-0.22769135
UKR,2014,-0.479262
UKR,2015,-0.23176829
UKR,2016,-0.286266281
UKR,2017,-0.350266732
UKR,2018,-0.424631989
UKR,2019,-0.484656963
UKR,2020,-0.601605747
UMC,1990,1.665926748
UMC,1991,1.576843684
UMC,1992,1.432298283
UMC,1993,1.327505796
UMC,1994,1.279945421
UMC,1995,1.240987116
UMC,1996,1.217260418
UMC,1997,1.190727493
UMC,1998,1.135583615
UMC,1999,1.065163658
UMC,2000,1.015301449
UMC,2001,0.973620069
UMC,2002,0.912043576
UMC,2003,0.871945893
UMC,2004,0.865898511
UMC,2005,0.858125181
UMC,2006,0.81199001
UMC,2007,0.758653575
UMC,2008,0.802075176
UMC,2009,0.814666964
UMC,2010,0.791790464
UMC,2011,0.829351041
UMC,2012,0.909504727
UMC,2013,0.921715886
UMC,2014,0.89425562
UMC,2015,0.872864302
UMC,2016,0.822366307
UMC,2017,0.80848776
UMC,2018,0.750940012
UMC,2019,0.674500672
UMC,2020,0.548177197
URY,1990,0.615393885
URY,1991,0.587361458
URY,1992,0.583804825
URY,1993,0.569602672
URY,1994,0.572113508
URY,1995,0.573752657
URY,1996,0.569797684
URY,1997,0.569743473
URY,1998,0.541324962
URY,1999,0.497735084
URY,2000,0.403611037
URY,2001,0.264364921
URY,2002,0.166541088
URY,2003,0.113683039
URY,2004,0.10866542
URY,2005,0.116535331
URY,2006,0.139067397
URY,2007,0.19152206
URY,2008,0.224313676
URY,2009,0.240409128
URY,2010,0.253703132
URY,2011,0.267668154
URY,2012,0.282083193
URY,2013,0.297587135
URY,2014,0.309530574
URY,2015,0.328384513
URY,2016,0.321216886
URY,2017,0.246753839
URY,2018,0.141387932
URY,2019,0.039880674
URY,2020,0.019744819
USA,1990,1.12965052
USA,1991,1.336260741
USA,1992,1.386885692
USA,1993,1.31868
USA,1994,1.226296089
USA,1995,1.190787091
USA,1996,1.16341162
USA,1997,1.203960297
USA,1998,1.165714526
USA,1999,1.148340047
USA,2000,1.112768997
USA,2001,0.989741382
USA,2002,0.927797486
USA,2003,0.859481713
USA,2004,0.925483969
USA,2005,0.92171316700000006
USA,2006,0.964253917
USA,2007,0.951055243
USA,2008,0.945865287
USA,2009,0.876651299
USA,2010,0.829616675
USA,2011,0.726786705
USA,2012,0.733599941
USA,2013,0.692860277
USA,2014,0.73336152
USA,2015,0.736217309
USA,2016,0.724676067
USA,2017,0.632643995
USA,2018,0.526435396
USA,2019,0.455381286
USA,2020,0.968999516
UZB,1990,2.004838933
UZB,1991,2.132153512
UZB,1992,2.344391704
UZB,1993,2.272458415
UZB,1994,1.963103725
UZB,1995,1.806877907
UZB,1996,1.912685998
UZB,1997,1.885238808
UZB,1998,1.609490295
UZB,1999,1.07790836
UZB,2000,1.383746821
UZB,2001,1.265968533
UZB,2002,1.223831519
UZB,2003,1.163675244
UZB,2004,1.153769215
UZB,2005,1.163350224
UZB,2006,1.220216354
UZB,2007,1.423474897
UZB,2008,1.605327363
UZB,2009,1.687340969
UZB,2010,2.822849683
UZB,2011,2.684015505
UZB,2012,1.472099988
UZB,2013,1.561904333
UZB,2014,1.686900359
UZB,2015,1.744258375
UZB,2016,1.738849262
UZB,2017,1.683506325
UZB,2018,1.736986377
UZB,2019,1.876470167
UZB,2020,1.922126527
VCT,1990,0.148571913
VCT,1991,0.260135897
VCT,1992,0.39114748
VCT,1993,0.351785518
VCT,1994,0.283875127
VCT,1995,0.201650092
VCT,1996,0.101547736
VCT,1997,-0.012250291
VCT,1998,-0.097180461
VCT,1999,-0.14901826
VCT,2000,-0.159783711
VCT,2001,-0.1512394
VCT,2002,-0.168214544
VCT,2003,-0.301909674
VCT,2004,-0.443035335
VCT,2005,-0.503003495
VCT,2006,-0.551305822
VCT,2007,-0.542631061
VCT,2008,-0.459438269
VCT,2009,-0.432421321
VCT,2010,-0.485517591
VCT,2011,-0.555019291
VCT,2012,-0.571994216
VCT,2013,-0.58738274
