iso3,year,internet_usage
HIC,2020,88.88019747
HIC,2021,89.89087757
HIC,2022,89.89087757
HIC,2023,89.89087757
HKG,1989,0
HKG,1990,0
HKG,1991,0.120955444
HKG,1992,0.849527883
HKG,1993,1.334568031
HKG,1994,2.784198266
HKG,1995,3.218635643
HKG,1996,4.748838672
HKG,1997,10.51875705
HKG,1998,14.54597958
HKG,1999,21.23068197
HKG,2000,27.82776068
HKG,2001,38.67140323
HKG,2002,43.08238303
HKG,2003,52.20004335
HKG,2004,56.39988039
HKG,2005,56.9
HKG,2006,60.8
HKG,2007,64.8
HKG,2008,66.7
HKG,2009,69.4
HKG,2010,72
HKG,2011,72.2
HKG,2012,72.9
HKG,2013,74.2
HKG,2014,79.86627043
HKG,2015,84.94835296
HKG,2016,87.47941467
HKG,2017,89.41594465
HKG,2018,90.50739533
HKG,2019,91.74340039
HKG,2020,92.41313602
HKG,2021,93.08715788
HKG,2022,95.61357052
HKG,2023,95.61357052
HND,1989,0
HND,1990,0
HND,1991,0
HND,1992,0
HND,1993,0
HND,1994,0
HND,1995,0.036775252
HND,1996,0.043711246
HND,1997,0.170996468
HND,1998,0.301247214
HND,1999,0.573575476
HND,2000,1.203855999
HND,2001,1.415281931
HND,2002,2.597402597
HND,2003,4.8
HND,2004,5.6
HND,2005,6.5
HND,2006,7.8
HND,2007,9.4
HND,2008,9.6
HND,2009,9.8
HND,2010,11.09
HND,2011,15.9
HND,2012,18.12
HND,2013,17.8
HND,2014,23
HND,2015,27.1
HND,2016,29.52821808
HND,2017,31.73579247
HND,2018,36.04006082
HND,2019,39.38835219
HND,2020,43.48954646
HND,2021,48.08351858
HND,2022,48.08351858
HND,2023,48.08351858
HPC,1989,0
HPC,1990,0
HPC,1991,0
HPC,1992,0
HPC,1993,0
HPC,1994,2.96614e-4
HPC,1995,0.002530417
HPC,1996,0.008958561
HPC,1997,0.024481561
HPC,1998,0.044761567
HPC,1999,0.102558388
HPC,2000,0.166352363
HPC,2001,0.241747305
HPC,2002,0.397878366
HPC,2003,0.610217895
HPC,2004,0.900968414
HPC,2005,1.179346429
HPC,2006,1.500586289
HPC,2007,2.250183311
HPC,2008,2.210140792
HPC,2009,2.717502723
HPC,2010,3.378182916
HPC,2011,3.982188902
HPC,2012,4.965728725
HPC,2013,6.019460989
HPC,2014,7.885255938
HPC,2015,10.4275053
HPC,2016,13.46514859
HPC,2017,15.84136508
HPC,2018,18.54194198
HPC,2019,20.45900639
HPC,2020,24.5118439
HPC,2021,28.4885178
HPC,2022,28.4885178
HPC,2023,28.4885178
HRV,1989,0
HRV,1990,0
HRV,1991,0
HRV,1992,0
HRV,1993,0.097213389
HRV,1994,0.268318997
HRV,1995,0.51402859
HRV,1996,0.858982368
HRV,1997,1.729609312
HRV,1998,3.273220279
HRV,1999,4.405359119
HRV,2000,6.644882544
HRV,2001,11.55857318
HRV,2002,17.76
HRV,2003,22.75
HRV,2004,30.91
HRV,2005,33.14
HRV,2006,37.98
HRV,2007,41.44
HRV,2008,44.24
HRV,2009,50.58
HRV,2010,56.55
HRV,2011,57.78997899
HRV,2012,61.93997315
HRV,2013,66.7476
HRV,2014,68.57
HRV,2015,69.84503592
HRV,2016,72.69726967
HRV,2017,67.09619204
HRV,2018,75.29462599
HRV,2019,79.07978368
HRV,2020,78.32090004
HRV,2021,81.25396608
HRV,2022,82.07154778
HRV,2023,82.07154778
HTI,1989,0
HTI,1990,0
HTI,1991,0
HTI,1992,0
HTI,1993,0
HTI,1994,0
HTI,1995,0
HTI,1996,0.007484253
HTI,1997,0.007484253
HTI,1998,0.023999477
HTI,1999,0.070658478
HTI,2000,0.231270715
HTI,2001,0.340832326
HTI,2002,0.893432988
HTI,2003,1.647358346
HTI,2004,5.401261908
HTI,2005,6.376201635
HTI,2006,6.796000481
HTI,2007,7.2
HTI,2008,7.6
HTI,2009,8.1
HTI,2010,8.37
HTI,2011,9
HTI,2012,9.8
HTI,2013,10.6
HTI,2014,11.4
HTI,2015,14.2
HTI,2016,22.8
HTI,2017,27.2
HTI,2018,32.47362713
HTI,2019,32.47362713
HTI,2020,36.39474796
HTI,2021,38.94501834
HTI,2022,38.94501834
HTI,2023,38.94501834
HUN,1989,0
HUN,1990,0
HUN,1991,0.00338263
HUN,1992,0.048353421
HUN,1993,0.193414395
HUN,1994,0.483580975
HUN,1995,0.677486054
HUN,1996,0.969239536
HUN,1997,1.942449872
HUN,1998,3.894643278
HUN,1999,5.857840749
HUN,2000,6.999676351
HUN,2001,14.5285543
HUN,2002,16.67
HUN,2003,21.63
HUN,2004,27.74
HUN,2005,38.97
HUN,2006,47.06
HUN,2007,53.3
HUN,2008,61
HUN,2009,62
HUN,2010,65
HUN,2011,68.01998789
HUN,2012,70.57999815
HUN,2013,72.6439
HUN,2014,75.65319745
HUN,2015,72.83473703
HUN,2016,79.25941213
HUN,2017,76.75054712
HUN,2018,76.07436064
HUN,2019,80.37169361
HUN,2020,84.77115202
HUN,2021,88.64083466
HUN,2022,90.46084106
HUN,2023,90.46084106
IBD,1989,0
IBD,1990,0
IBD,1991,4.93598e-4
IBD,1992,0.00230718
IBD,1993,0.00674093
IBD,1994,0.018280343
IBD,1995,0.05022505
IBD,1996,0.111213561
IBD,1997,0.219785016
IBD,1998,0.495816234
IBD,1999,0.971309707
IBD,2000,1.871669482
IBD,2001,2.691287209
IBD,2002,4.501105271
IBD,2003,5.781508057
IBD,2004,7.406947645
IBD,2005,8.709720535
IBD,2006,10.55009463
IBD,2007,13.75747528
IBD,2008,17.12666255
IBD,2009,20.71976977
IBD,2010,24.99685783
IBD,2011,28.58201789
IBD,2012,31.57778672
IBD,2013,34.01180026
IBD,2014,36.38018399
IBD,2015,39.18196223
IBD,2016,42.08440256
IBD,2017,44.57858507
IBD,2018,48.40892692
IBD,2019,54.69025699
IBD,2020,62.46941977
IBD,2021,65.79921678
IBD,2022,65.79921678
IBD,2023,65.79921678
IBT,1989,0
IBT,1990,0
IBT,1991,3.94822e-4
IBT,1992,0.001841514
IBT,1993,0.005368261
IBT,1994,0.014560814
IBT,1995,0.039994625
IBT,1996,0.093786961
IBT,1997,0.180433282
IBT,1998,0.403144117
IBT,1999,0.780889673
IBT,2000,1.55941736
IBT,2001,2.185865996
IBT,2002,3.664496916
IBT,2003,4.776127784
IBT,2004,6.11848976
IBT,2005,7.22799721
IBT,2006,8.833435818
IBT,2007,11.40342273
IBT,2008,14.15157871
IBT,2009,17.05509899
IBT,2010,20.58048746
IBT,2011,23.45214249
IBT,2012,25.95922358
IBT,2013,28.07461728
IBT,2014,30.36231818
IBT,2015,32.99828515
IBT,2016,35.79008099
IBT,2017,38.28625189
IBT,2018,42.18314477
IBT,2019,47.46896573
IBT,2020,54.19489971
IBT,2021,58.15764895
IBT,2022,58.15764895
IBT,2023,58.15764895
IDA,1989,0
IDA,1990,0
IDA,1991,0
IDA,1992,0
IDA,1993,5.668855662023e-6
IDA,1994,2.03585e-4
IDA,1995,9.68232e-4
IDA,1996,0.007407121
IDA,1997,0.021566835
IDA,1998,0.040655098
IDA,1999,0.079912809
IDA,2000,0.168851129
IDA,2001,0.392797161
IDA,2002,0.738838482
IDA,2003,1.315992637
IDA,2004,1.730335877
IDA,2005,2.223524019
IDA,2006,2.912050921
IDA,2007,3.671616141
IDA,2008,4.108277331
IDA,2009,4.837284635
IDA,2010,5.913091376
IDA,2011,6.78281722
IDA,2012,7.918718195
IDA,2013,9.356463852
IDA,2014,11.86041073
IDA,2015,14.20792782
IDA,2016,17.34397528
IDA,2017,20.09563191
IDA,2018,23.2586952
IDA,2019,26.5270997
IDA,2020,30.56073115
IDA,2021,34.99881753
IDA,2022,34.99881753
IDA,2023,34.99881753
IDB,1989,0
IDB,1990,0
IDB,1991,0
IDB,1992,0
IDB,1993,1.70281045088867e-5
IDB,1994,7.91001149351657e-5
IDB,1995,8.33955e-4
IDB,1996,0.007797083
IDB,1997,0.02644007
IDB,1998,0.044608124
IDB,1999,0.079030118
IDB,2000,0.079030118
IDB,2001,0.740743865
IDB,2002,1.460393719
IDB,2003,2.800289327
IDB,2004,3.598078898
IDB,2005,4.515952018
IDB,2006,5.524883793
IDB,2007,6.265238935
IDB,2008,6.986042647
IDB,2009,7.945457078
IDB,2010,9.340740064
IDB,2011,10.56298387
IDB,2012,12.10248957
IDB,2013,14.17623599
IDB,2014,16.42305736
IDB,2015,18.80623845
IDB,2016,21.19784433
IDB,2017,23.89172023
IDB,2018,27.80347416
IDB,2019,32.2386527
IDB,2020,36.26706073
IDB,2021,39.39571181
IDB,2022,39.39571181
IDB,2023,39.39571181
IDN,1989,0
IDN,1990,0
IDN,1991,0
IDN,1992,0
IDN,1993,0
IDN,1994,0.001059744
IDN,1995,0.026109477
IDN,1996,0.056623989
IDN,1997,0.194910264
IDN,1998,0.255306646
IDN,1999,0.444415936
IDN,2000,0.925563864
IDN,2001,2.018613859
IDN,2002,2.134135733
IDN,2003,2.38701978
IDN,2004,2.600285876
IDN,2005,3.602024763
IDN,2006,4.764813134
IDN,2007,5.786274729
IDN,2008,7.917479385
IDN,2009,6.92
IDN,2010,10.92
IDN,2011,12.28
IDN,2012,14.52
IDN,2013,14.94
IDN,2014,17.14
IDN,2015,22.0627426
IDN,2016,25.4473537
IDN,2017,32.33580625
IDN,2018,39.90463864
IDN,2019,47.69064898
IDN,2020,53.72649449
IDN,2021,62.10447842
IDN,2022,66.48461277
IDN,2023,66.48461277
IDX,1989,0
IDX,1990,0
IDX,1991,0
IDX,1992,0
IDX,1993,0
IDX,1994,2.65747e-4
IDX,1995,0.001035402
IDX,1996,0.001035402
IDX,1997,0.018769898
IDX,1998,0.038448367
IDX,1999,0.080369699
IDX,2000,0.149425562
IDX,2001,0.216262261
IDX,2002,0.371623685
IDX,2003,0.559513593
IDX,2004,0.777640679
IDX,2005,1.049555021
IDX,2006,1.508095129
IDX,2007,2.352791248
IDX,2008,2.550753227
IDX,2009,3.151646459
IDX,2010,4.025237892
IDX,2011,4.728292421
IDX,2012,5.645836878
IDX,2013,6.770543326
IDX,2014,9.467866704
IDX,2015,11.80117288
IDX,2016,15.40743161
IDX,2017,18.19801795
IDX,2018,20.83410147
IDX,2019,23.5650508
IDX,2020,27.60899885
IDX,2021,32.44726293
IDX,2022,32.44726293
IDX,2023,32.44726293
IND,1989,0
IND,1990,0
IND,1991,0
IND,1992,1.11308e-4
IND,1993,2.18176e-4
IND,1994,0.001069562
IND,1995,0.026228879
IND,1996,0.046333977
IND,1997,0.070767849
IND,1998,0.139027329
IND,1999,0.273224277
IND,2000,0.52753245
IND,2001,0.660146377
IND,2002,1.537875582
IND,2003,1.686489971
IND,2004,1.976136492
IND,2005,2.388075
IND,2006,2.805499865
IND,2007,3.95
IND,2008,4.38
IND,2009,5.12
IND,2010,7.5
IND,2011,10.07
IND,2012,11.1
IND,2013,12.3
IND,2014,13.5
IND,2015,14.9
IND,2016,16.5
IND,2017,18.2
IND,2018,20.08130004
IND,2019,29.52351142
IND,2020,43.40544313
IND,2021,46.31
IND,2022,46.31
IND,2023,46.31
IRL,1989,0
IRL,1990,0
IRL,1991,0.056796044
IRL,1992,0.169686377
IRL,1993,0.281141005
IRL,1994,0.558377222
IRL,1995,1.108386328
IRL,1996,2.199301832
IRL,1997,4.08825507
IRL,1998,8.096010043
IRL,1999,10.93380859
IRL,2000,17.85046724
IRL,2001,23.13881219
IRL,2002,25.85
IRL,2003,34.31
IRL,2004,36.99
IRL,2005,41.61
IRL,2006,54.82
IRL,2007,61.15832455
IRL,2008,65.34
IRL,2009,67.38
IRL,2010,69.85
IRL,2011,74.88997297
IRL,2012,76.91999254
IRL,2013,78.2477
IRL,2014,83.49172234
IRL,2015,83.49479167
IRL,2016,83.5
IRL,2017,84.11400706
IRL,2018,87.00014011
IRL,2019,87.00005524
IRL,2020,91.99989097
IRL,2021,95.16956667
IRL,2022,95.16956667
IRL,2023,95.16956667
IRN,1989,0
IRN,1990,0
IRN,1991,0
IRN,1992,0
IRN,1993,0
IRN,1994,4.08332e-4
IRN,1995,0.004179752
IRN,1996,0.01582608
IRN,1997,0.046756094
IRN,1998,0.099815221
IRN,1999,0.378569095
IRN,2000,0.93419002
IRN,2001,1.484221332
IRN,2002,4.626175115
IRN,2003,6.933721953
IRN,2004,7.49
IRN,2005,8.1
IRN,2006,8.76
IRN,2007,9.47
IRN,2008,12.02
IRN,2009,13.8
IRN,2010,15.9
IRN,2011,19
IRN,2012,22.73
IRN,2013,29.95
IRN,2014,39.35
IRN,2015,45.33497615
IRN,2016,53.22677167
IRN,2017,64.04397362
IRN,2018,70.200565
IRN,2019,72.45090477
IRN,2020,75.56986637
IRN,2021,78.5957366
IRN,2022,78.5957366
IRN,2023,78.5957366
IRQ,1989,0
IRQ,1990,0
IRQ,1991,0
IRQ,1992,0
IRQ,1993,0
IRQ,1994,0
IRQ,1995,0
IRQ,1996,0
IRQ,1997,0
IRQ,1998,0
IRQ,1999,0
IRQ,2000,0
IRQ,2001,0.1
IRQ,2002,0.5
IRQ,2003,0.6
IRQ,2004,0.9
IRQ,2005,0.9
IRQ,2006,0.952344244
IRQ,2007,0.93
IRQ,2008,1
IRQ,2009,1.06
IRQ,2010,2.5
IRQ,2011,5
IRQ,2012,7.1
IRQ,2013,9.2
IRQ,2014,13.21
IRQ,2015,15.2
IRQ,2016,19.9
IRQ,2017,26
IRQ,2018,33.9
IRQ,2019,44.32634655
IRQ,2020,45.7863696
IRQ,2021,48.91718718
IRQ,2022,78.71561135
IRQ,2023,78.71561135
ISL,1989,0
ISL,1990,0
ISL,1991,0.505129002
ISL,1992,1.53916008
ISL,1993,2.667825265
ISL,1994,6.794811784
ISL,1995,11.2158757
ISL,1996,14.80647932
ISL,1997,27.47886875
ISL,1998,36.2642065
ISL,1999,41.29456671
ISL,2000,44.47053382
ISL,2001,49.39299537
ISL,2002,79.12
ISL,2003,83.14
ISL,2004,83.88
ISL,2005,87
ISL,2006,89.51
ISL,2007,90.6
ISL,2008,91
ISL,2009,93
ISL,2010,93.39
ISL,2011,94.8196868
ISL,2012,96.20979955
ISL,2013,96.5468
ISL,2014,98.16
ISL,2015,98.2
ISL,2016,98.2400163
ISL,2017,98.25520119
ISL,2018,99.01095399
ISL,2019,99.50494117
ISL,2020,99.5327519
ISL,2021,99.68701957
ISL,2022,99.68701957
ISL,2023,99.68701957
ISR,1989,0.110773866
ISR,1990,0.110773866
ISR,1991,0.2146241
ISR,1992,0.310579197
ISR,1993,0.398833333
ISR,1994,0.57696646
ISR,1995,0.93042297
ISR,1996,2.1683676
ISR,1997,4.399405482
ISR,1998,10.30706995
ISR,1999,13.43612191
ISR,2000,20.87379
ISR,2001,17.37862386
ISR,2002,17.76459906
ISR,2003,19.59339366
ISR,2004,22.77048553
ISR,2005,25.19404242
ISR,2006,27.88107446
ISR,2007,48.12806219
ISR,2008,59.39
ISR,2009,63.12
ISR,2010,67.5
ISR,2011,68.87387799
ISR,2012,70.8
ISR,2013,70.25031195
ISR,2014,75.01775316
ISR,2015,77.35208966
ISR,2016,79.65312418
ISR,2017,81.58118359
ISR,2018,83.73315696
ISR,2019,86.78787762
ISR,2020,90.12734091
ISR,2021,90.29689758
ISR,2022,90.29689758
ISR,2023,90.29689758
ITA,1989,0.017544562
ITA,1990,0.017544562
ITA,1991,0.035063256
ITA,1992,0.070053433
ITA,1993,0.122462053
ITA,1994,0.192304619
ITA,1995,0.524412787
ITA,1996,1.023289903
ITA,1997,2.276737834
ITA,1998,4.558519565
ITA,1999,14.37841019
ITA,2000,23.11087424
ITA,2001,27.22211698
ITA,2002,28.04
ITA,2003,29.04
ITA,2004,33.24
ITA,2005,35
ITA,2006,37.99
ITA,2007,40.79
ITA,2008,44.53
ITA,2009,48.83
ITA,2010,53.68
ITA,2011,54.3899983
ITA,2012,55.82999799
ITA,2013,58.4593
ITA,2014,55.63846022
ITA,2015,58.14173496
ITA,2016,61.32425277
ITA,2017,63.077347
ITA,2018,74.38718292
ITA,2019,67.85071029
ITA,2020,70.48342785
ITA,2021,74.8623274
ITA,2022,85.06074504
ITA,2023,85.06074504
JAM,1989,0
JAM,1990,0
JAM,1991,0
JAM,1992,0
JAM,1993,0
JAM,1994,0.036817104
JAM,1995,0.109487986
JAM,1996,0.591145842
JAM,1997,0.797797441
JAM,1998,1.978726318
JAM,1999,2.355688556
JAM,2000,3.115778027
JAM,2001,3.863020387
JAM,2002,6.1
JAM,2003,7.8
JAM,2004,10
JAM,2005,12.8
JAM,2006,16.4
JAM,2007,21.1
JAM,2008,23.6
JAM,2009,24.3
JAM,2010,27.67
JAM,2011,37.43861341
JAM,2012,33.79
JAM,2013,37.1
JAM,2014,40.4027351
JAM,2015,42.22122119
JAM,2016,44.36685637
JAM,2017,55.07206705
JAM,2018,68.21451709
JAM,2019,70.84101697
JAM,2020,79.43244028
JAM,2021,82.36071561
JAM,2022,82.36071561
JAM,2023,82.36071561
JOR,1989,0
JOR,1990,0
JOR,1991,0
JOR,1992,0
JOR,1993,0
JOR,1994,0
JOR,1995,0.02323392
JOR,1996,0.044938549
JOR,1997,0.599341106
JOR,1998,1.305888264
JOR,1999,2.526965353
JOR,2000,2.623275422
JOR,2001,4.705719581
JOR,2002,6.025532412
JOR,2003,8.466005016
JOR,2004,11.65874137
JOR,2005,12.93285205
JOR,2006,13.86710879
JOR,2007,20
JOR,2008,23
JOR,2009,26
JOR,2010,27.2
JOR,2011,34.9
JOR,2012,37
JOR,2013,41.4
JOR,2014,46.2
JOR,2015,54.22
JOR,2016,56.15
JOR,2017,64.5
JOR,2018,65.2
JOR,2019,70.08467395
JOR,2020,75.44769493
JOR,2021,85.999997
JOR,2022,85.999997
JOR,2023,85.999997
JPN,1989,0.020293683
JPN,1990,0.020293683
JPN,1991,0.040438041
JPN,1992,0.096678025
JPN,1993,0.401277526
JPN,1994,0.799684291
JPN,1995,1.594363148
JPN,1996,4.372981968
JPN,1997,9.16307714
JPN,1998,13.41404088
JPN,1999,21.39129031
JPN,2000,29.99074036
JPN,2001,38.53206086
JPN,2002,46.59420112
JPN,2003,48.43526589
JPN,2004,62.39392963
JPN,2005,66.9210661
JPN,2006,68.68527032
JPN,2007,74.3
JPN,2008,75.4
JPN,2009,78
JPN,2010,78.21
JPN,2011,79.05411352
JPN,2012,79.4964
JPN,2013,88.21942891
JPN,2014,89.10683302
JPN,2015,91.05802839
JPN,2016,93.18272128
JPN,2017,91.72654724
JPN,2018,88.74635089
JPN,2019,92.73039781
JPN,2020,90.21945812
JPN,2021,82.91407928
JPN,2022,82.91407928
JPN,2023,82.91407928
KAZ,1989,0
KAZ,1990,0
KAZ,1991,0
KAZ,1992,0
KAZ,1993,0
KAZ,1994,5.21079e-4
KAZ,1995,0.011302355
KAZ,1996,0.031824512
KAZ,1997,0.064596754
KAZ,1998,0.131069604
KAZ,1999,0.464277218
KAZ,2000,0.668594403
KAZ,2001,1.006124211
KAZ,2002,1.674770995
KAZ,2003,2.000414753
KAZ,2004,2.650394657
KAZ,2005,2.961707492
KAZ,2006,3.268369051
KAZ,2007,4.02
KAZ,2008,11
KAZ,2009,18.2
KAZ,2010,31.6
KAZ,2011,50.6
KAZ,2012,61.90662747
KAZ,2013,63.30422443
KAZ,2014,66
KAZ,2015,70.8299336
KAZ,2016,74.58772647
KAZ,2017,76.42674823
KAZ,2018,78.90391906
KAZ,2019,81.87762047
KAZ,2020,85.94259898
KAZ,2021,90.9239507
KAZ,2022,92.29685266
KAZ,2023,92.29685266
KEN,1989,0
KEN,1990,0
KEN,1991,0
KEN,1992,0
KEN,1993,0
KEN,1994,0
KEN,1995,7.27482e-4
KEN,1996,0.008839115
KEN,1997,0.034406051
KEN,1998,0.050261388
KEN,1999,0.114256028
KEN,2000,0.318059714
KEN,2001,0.619782266
KEN,2002,1.207773885
KEN,2003,2.941902861
KEN,2004,3.023528042
KEN,2005,3.101897702
KEN,2006,3.6
KEN,2007,4.4
KEN,2008,5.2
KEN,2009,6.1
KEN,2010,7.2
KEN,2011,8.8
KEN,2012,10.5
KEN,2013,13
KEN,2014,16.5
KEN,2015,16.58785485
KEN,2016,16.6
KEN,2017,17.82710021
KEN,2018,19.5
KEN,2019,22.66877336
KEN,2020,25.53293999
KEN,2021,28.75752799
KEN,2022,28.75752799
KEN,2023,28.75752799
KGZ,1989,0
KGZ,1990,0
KGZ,1991,0
KGZ,1992,0
KGZ,1993,0
KGZ,1994,0
KGZ,1995,0
KGZ,1996,0
KGZ,1997,0
KGZ,1998,0.072808334
KGZ,1999,0.20471135
KGZ,2000,1.041401145
KGZ,2001,3.002941327
KGZ,2002,2.99926518
KGZ,2003,3.908766268
KGZ,2004,5.090385307
KGZ,2005,10.53380134
KGZ,2006,12.306907
KGZ,2007,14.03
KGZ,2008,15.7
KGZ,2009,16
KGZ,2010,16.3
KGZ,2011,17.5
KGZ,2012,19.8
KGZ,2013,23
KGZ,2014,28.3
KGZ,2015,30.24704278
KGZ,2016,40.5
KGZ,2017,50.8
KGZ,2018,57.1
KGZ,2019,64.1
KGZ,2020,72
KGZ,2021,77.92035931
KGZ,2022,77.92035931
KGZ,2023,77.92035931
KHM,1989,0
KHM,1990,0
KHM,1991,0
KHM,1992,0
KHM,1993,0
KHM,1994,0
KHM,1995,0
KHM,1996,0
KHM,1997,0.005844911
KHM,1998,0.016324986
KHM,1999,0.031969578
KHM,2000,0.04702264
KHM,2001,0.076956056
KHM,2002,0.226983238
KHM,2003,0.260570198
KHM,2004,0.300436644
KHM,2005,0.317321781
KHM,2006,0.46835672
KHM,2007,0.49
KHM,2008,0.51
KHM,2009,0.53
KHM,2010,1.26
KHM,2011,3.1
KHM,2012,4.94
KHM,2013,6
KHM,2014,14
KHM,2015,18
KHM,2016,32.39845171
KHM,2017,32.90027854
KHM,2018,32.90027854
KHM,2019,52.30587822
KHM,2020,53.65076745
KHM,2021,60.1524023
KHM,2022,60.1524023
KHM,2023,60.1524023
KIR,1989,0
KIR,1990,0
KIR,1991,0
KIR,1992,0
KIR,1993,0
KIR,1994,0
KIR,1995,0
KIR,1996,0
KIR,1997,0
KIR,1998,0.616545618
KIR,1999,1.211577838
KIR,2000,1.785225474
KIR,2001,2.337458948
KIR,2002,2.5
KIR,2003,3
KIR,2004,3.5
KIR,2005,4
KIR,2006,4.5
KIR,2007,6
KIR,2008,7
KIR,2009,8.97
KIR,2010,9.07
KIR,2011,10
KIR,2012,10.74679768
KIR,2013,11.5
KIR,2014,12.25
KIR,2015,14.9
KIR,2016,19.41939784
KIR,2017,25.30959816
KIR,2018,32.9863863
KIR,2019,42.99166167
KIR,2020,45.14804292
KIR,2021,53.6270365
KIR,2022,53.6270365
KIR,2023,53.6270365
KNA,1989,0
KNA,1990,0
KNA,1991,0
KNA,1992,0
KNA,1993,0
KNA,1994,0
KNA,1995,0
KNA,1996,1.945569823
KNA,1997,2.258559942
KNA,1998,3.343810607
KNA,1999,4.400440044
KNA,2000,5.86281024
KNA,2001,7.714726556
KNA,2002,21.15238176
KNA,2003,22.96978429
KNA,2004,24.73767754
KNA,2005,34
KNA,2006,38.5
KNA,2007,43.5
KNA,2008,49.2
KNA,2009,55.7
KNA,2010,63
KNA,2011,63.2
KNA,2012,64
KNA,2013,64.6
KNA,2014,68
KNA,2015,75.7
KNA,2016,76.81767491
KNA,2017,80.71019081
KNA,2018,80.71019081
KNA,2019,79.78450689
KNA,2020,80.35854111
KNA,2021,79.47306769
KNA,2022,79.47306769
KNA,2023,79.47306769
KOR,1989,0.023265092
KOR,1990,0.023265092
KOR,1991,0.046124435
KOR,1992,0.098404337
KOR,1993,0.249946523
KOR,1994,0.311359364
KOR,1995,0.81968667
KOR,1996,1.624237192
KOR,1997,3.600801564
KOR,1998,6.781815468
KOR,1999,23.55219445
KOR,2000,44.7
KOR,2001,56.6
KOR,2002,59.4
KOR,2003,65.5
KOR,2004,72.7
KOR,2005,73.5
KOR,2006,78.1
KOR,2007,78.8
KOR,2008,81
KOR,2009,81.6
KOR,2010,83.7
KOR,2011,83.75912015
KOR,2012,84.07
KOR,2013,84.77
KOR,2014,87.55682649
KOR,2015,89.8962558
KOR,2016,92.84302568
KOR,2017,95.06942188
KOR,2018,96.02285958
KOR,2019,96.15757918
KOR,2020,96.50506052
KOR,2021,97.57132662
KOR,2022,97.16855413
KOR,2023,97.16855413
KWT,1989,0
KWT,1990,0
KWT,1991,0
KWT,1992,0
KWT,1993,0.091082245
KWT,1994,0.147162703
KWT,1995,0.202898433
KWT,1996,0.855662317
KWT,1997,2.174535859
KWT,1998,3.052397455
KWT,1999,4.756222209
KWT,2000,6.731395768
KWT,2001,8.551792434
KWT,2002,10.24896793
KWT,2003,22.40293838
KWT,2004,22.92711204
KWT,2005,25.92610837
KWT,2006,28.79119795
KWT,2007,34.8
KWT,2008,42
KWT,2009,50.8
KWT,2010,61.4
KWT,2011,65.76907069
KWT,2012,70.45
KWT,2013,75.46
KWT,2014,78.7
KWT,2015,82
KWT,2016,85.6
KWT,2017,97.99998933
KWT,2018,99.59884959
KWT,2019,99.54267645
KWT,2020,99.10587017
KWT,2021,99.7
KWT,2022,99.7
KWT,2023,99.7
LAC,1989,0
LAC,1990,0
LAC,1991,0.002462502
LAC,1992,0.008876126
LAC,1993,0.01901543
LAC,1994,0.039714698
LAC,1995,0.093495507
LAC,1996,0.287630412
LAC,1997,0.575713485
LAC,1998,1.137688493
LAC,1999,1.833091155
LAC,2000,3.353757781
LAC,2001,5.06480369
LAC,2002,8.486619422
LAC,2003,10.85400297
LAC,2004,14.16403891
LAC,2005,16.2680292
LAC,2006,20.50227987
LAC,2007,23.37230496
LAC,2008,25.97292855
LAC,2009,30.39153554
LAC,2010,34.01455282
LAC,2011,38.68067816
LAC,2012,42.21113927
LAC,2013,45.1522649
LAC,2014,47.73021699
LAC,2015,53.35812921
LAC,2016,56.44252062
LAC,2017,59.33710167
LAC,2018,62.76078639
LAC,2019,68.05264456
LAC,2020,73.44923167
LAC,2021,75.59261708
LAC,2022,75.59261708
LAC,2023,75.59261708
LAO,1989,0
LAO,1990,0
LAO,1991,0
LAO,1992,0
LAO,1993,0
LAO,1994,0
LAO,1995,0
LAO,1996,0
LAO,1997,0
LAO,1998,0.009657814
LAO,1999,0.037780708
LAO,2000,0.111044032
LAO,2001,0.181664461
LAO,2002,0.267899241
LAO,2003,0.333912466
LAO,2004,0.36143449
LAO,2005,0.85035749
LAO,2006,1.169893428
LAO,2007,1.64
LAO,2008,3.55
LAO,2009,6
LAO,2010,7
LAO,2011,9
LAO,2012,10.74767619
LAO,2013,12.5
LAO,2014,14.26
LAO,2015,18.2
LAO,2016,21.87
LAO,2017,25.51043508
LAO,2018,36.3
LAO,2019,47.03225806
LAO,2020,54
LAO,2021,62
LAO,2022,62
LAO,2023,62
LBN,1989,0
LBN,1990,0
LBN,1991,0
LBN,1992,0
LBN,1993,0
LBN,1994,0
LBN,1995,0.071617991
LBN,1996,0.140166939
LBN,1997,1.241079739
LBN,1998,2.722352199
LBN,1999,5.376809498
LBN,2000,7.952743736
LBN,2001,6.783219775
LBN,2002,7
LBN,2003,8
LBN,2004,9
LBN,2005,10.14
LBN,2006,15
LBN,2007,18.74
LBN,2008,22.53
LBN,2009,30.14
LBN,2010,43.68
LBN,2011,52
LBN,2012,61.24978572
LBN,2013,70.5
LBN,2014,73
LBN,2015,74
LBN,2016,76.11
LBN,2017,78.18077489
LBN,2018,80.9
LBN,2019,79.7588832
LBN,2020,83.1038168
LBN,2021,86.58903046
LBN,2022,86.58903046
LBN,2023,86.58903046
LBR,1989,0
LBR,1990,0
LBR,1991,0
LBR,1992,0
LBR,1993,0
LBR,1994,0
LBR,1995,0
LBR,1996,0
LBR,1997,0.004489443
LBR,1998,0.004099387
LBR,1999,0.011328732
