iso3,year,internet_usage
EAR,2014,21.43475354
EAR,2015,24.41988933
EAR,2016,27.1275172
EAR,2017,29.89714059
EAR,2018,32.75021761
EAR,2019,39.59188762
EAR,2020,48.17694022
EAR,2021,51.94956714
EAR,2022,51.94956714
EAR,2023,51.94956714
EAS,1989,0.00734824
EAS,1990,0.00734824
EAS,1991,0.015138366
EAS,1992,0.031765035
EAS,1993,0.063062439
EAS,1994,0.109100272
EAS,1995,0.195088683
EAS,1996,0.471907395
EAS,1997,1.094021299
EAS,1998,1.902457575
EAS,1999,3.442650715
EAS,2000,5.637983677
EAS,2001,7.316727382
EAS,2002,9.064518197
EAS,2003,10.61156983
EAS,2004,12.66602131
EAS,2005,14.73085612
EAS,2006,16.67570618
EAS,2007,20.80884424
EAS,2008,25.27511966
EAS,2009,29.51325154
EAS,2010,34.22893248
EAS,2011,37.35412913
EAS,2012,40.40392418
EAS,2013,43.26196993
EAS,2014,46.05870417
EAS,2015,48.86241685
EAS,2016,52.23550097
EAS,2017,54.37669736
EAS,2018,59.43157767
EAS,2019,63.66743365
EAS,2020,68.9010658
EAS,2021,72.24826052
EAS,2022,76.13632018
EAS,2023,76.13632018
ECA,1989,0
ECA,1990,0
ECA,1991,0
ECA,1992,0
ECA,1993,0.002590264
ECA,1994,0.018016532
ECA,1995,0.037524359
ECA,1996,0.096656357
ECA,1997,0.225816603
ECA,1998,0.342451879
ECA,1999,0.922834992
ECA,2000,1.661776772
ECA,2001,2.479887478
ECA,2002,5.324282157
ECA,2003,6.175393772
ECA,2004,8.448423442
ECA,2005,9.335493294
ECA,2006,11.66483605
ECA,2007,16.37591414
ECA,2008,20.64267255
ECA,2009,24.99555641
ECA,2010,30.16163097
ECA,2011,34.94737566
ECA,2012,39.49224135
ECA,2013,43.24346007
ECA,2014,48.22179275
ECA,2015,51.63395369
ECA,2016,55.99926506
ECA,2017,60.5745442
ECA,2018,67.81002744
ECA,2019,73.46830385
ECA,2020,76.95620891
ECA,2021,80.9512337
ECA,2022,80.9512337
ECA,2023,80.9512337
ECS,1989,0.048030834
ECS,1990,0.048030834
ECS,1991,0.101867513
ECS,1992,0.18060224
ECS,1993,0.279651313
ECS,1994,0.524234489
ECS,1995,0.989489639
ECS,1996,1.834096886
ECS,1997,3.342196508
ECS,1998,5.411875565
ECS,1999,9.202253915
ECS,2000,13.12698496
ECS,2001,16.33624836
ECS,2002,22.9568093
ECS,2003,28.25216195
ECS,2004,32.23746883
ECS,2005,35.0943892
ECS,2006,37.98085674
ECS,2007,43.58341966
ECS,2008,48.13938381
ECS,2009,52.73371351
ECS,2010,57.03365451
ECS,2011,60.18923975
ECS,2012,63.87281052
ECS,2013,66.18191146
ECS,2014,68.83335636
ECS,2015,69.88093108
ECS,2016,72.3127038
ECS,2017,74.49955714
ECS,2018,78.91555826
ECS,2019,81.29189499
ECS,2020,83.71541268
ECS,2021,86.51401591
ECS,2022,88.10102986
ECS,2023,88.10102986
ECU,1989,0
ECU,1990,0
ECU,1991,0
ECU,1992,0.005118035
ECU,1993,0.016400751
ECU,1994,0.034833586
ECU,1995,0.043833641
ECU,1996,0.086161276
ECU,1997,0.110217959
ECU,1998,0.125272771
ECU,1999,0.823371634
ECU,2000,1.462188536
ECU,2001,2.670443674
ECU,2002,4.260796915
ECU,2003,4.460228345
ECU,2004,4.834442638
ECU,2005,5.994255161
ECU,2006,7.2
ECU,2007,10.8
ECU,2008,18.8
ECU,2009,24.6
ECU,2010,29.03
ECU,2011,31.36680836
ECU,2012,35.13514645
ECU,2013,40.27912194
ECU,2014,45.59039067
ECU,2015,48.94043379
ECU,2016,54.06292473
ECU,2017,55.8
ECU,2018,57.5
ECU,2019,59.2
ECU,2020,70.7
ECU,2021,76.20289766
ECU,2022,69.71811352
ECU,2023,69.71811352
EGY,1989,0
EGY,1990,0
EGY,1991,0
EGY,1992,0
EGY,1993,9.75791e-4
EGY,1994,0.00638327
EGY,1995,0.031319638
EGY,1996,0.061466899
EGY,1997,0.090480245
EGY,1998,0.147987377
EGY,1999,0.290445278
EGY,2000,0.641265038
EGY,2001,0.838945611
EGY,2002,2.719999715
EGY,2003,4.037885107
EGY,2004,11.92
EGY,2005,12.75
EGY,2006,13.66
EGY,2007,16.03
EGY,2008,18.01
EGY,2009,20
EGY,2010,21.6
EGY,2011,25.6
EGY,2012,26.4
EGY,2013,29.4
EGY,2014,33.89460391
EGY,2015,37.81938343
EGY,2016,41.24806709
EGY,2017,44.95020425
EGY,2018,46.92433677
EGY,2019,57.2828664
EGY,2020,71.91420096
EGY,2021,72.06
EGY,2022,72.19806524
EGY,2023,72.19806524
EMU,1989,0.071508752
EMU,1990,0.071508752
EMU,1991,0.157953419
EMU,1992,0.306767745
EMU,1993,0.453863359
EMU,1994,0.820662406
EMU,1995,1.649950773
EMU,1996,2.848564865
EMU,1997,5.045066898
EMU,1998,7.929505032
EMU,1999,15.04449253
EMU,2000,22.25133173
EMU,2001,27.0930054
EMU,2002,34.86221045
EMU,2003,41.74955668
EMU,2004,47.15082058
EMU,2005,50.91011027
EMU,2006,54.68918121
EMU,2007,61.10520064
EMU,2008,64.58771665
EMU,2009,67.00666697
EMU,2010,70.89593445
EMU,2011,71.8045239
EMU,2012,73.94001684
EMU,2013,75.72447394
EMU,2014,76.9811938
EMU,2015,77.40036824
EMU,2016,77.92867406
EMU,2017,79.51781576
EMU,2018,82.90899083
EMU,2019,83.34914717
EMU,2020,85.21166133
EMU,2021,87.22063129
EMU,2022,89.20925613
EMU,2023,89.20925613
ERI,1989,0
ERI,1990,0
ERI,1991,0
ERI,1992,0
ERI,1993,0
ERI,1994,0
ERI,1995,0
ERI,1996,0
ERI,1997,0.009017718
ERI,1998,0.008774236
ERI,1999,0.025495028
ERI,2000,0.136711941
ERI,2001,0.157815289
ERI,2002,0.227090138
ERI,2003,0.227090138
ERI,2004,0.227090138
ERI,2005,0.227090138
ERI,2006,0.227090138
ERI,2007,0.41
ERI,2008,0.47
ERI,2009,0.54
ERI,2010,0.61
ERI,2011,0.7
ERI,2012,0.8
ERI,2013,0.9
ERI,2014,0.99
ERI,2015,1.083733116
ERI,2016,1.17711872
ERI,2017,1.30890698
ERI,2018,1.30890698
ERI,2019,8.832308384
ERI,2020,14.17998705
ERI,2021,21.73038628
ERI,2022,21.73038628
ERI,2023,21.73038628
ESP,1989,0.012873564
ESP,1990,0.012873564
ESP,1991,0.025686194
ESP,1992,0.076845453
ESP,1993,0.127689668
ESP,1994,0.280069738
ESP,1995,0.380800728
ESP,1996,1.331847404
ESP,1997,2.803319625
ESP,1998,4.361892394
ESP,1999,7.085039678
ESP,2000,13.62496081
ESP,2001,18.14872269
ESP,2002,20.39
ESP,2003,39.93
ESP,2004,44.01
ESP,2005,47.88
ESP,2006,50.37
ESP,2007,55.11
ESP,2008,59.6
ESP,2009,62.4
ESP,2010,65.8
ESP,2011,67.08999939
ESP,2012,69.80999994
ESP,2013,71.635
ESP,2014,76.19
ESP,2015,78.68963187
ESP,2016,80.56133294
ESP,2017,84.6022457
ESP,2018,86.10723553
ESP,2019,90.71866533
ESP,2020,93.20564892
ESP,2021,93.89752157
ESP,2022,94.4855432
ESP,2023,94.4855432
EST,1989,0
EST,1990,0
EST,1991,0
EST,1992,0.065484797
EST,1993,0.300711282
EST,1994,1.159750913
EST,1995,2.778968489
EST,1996,3.525111129
EST,1997,5.706276548
EST,1998,10.79603483
EST,1999,14.50089724
EST,2000,28.57695381
EST,2001,31.52748977
EST,2002,41.52
EST,2003,45.32
EST,2004,53.2
EST,2005,61.45
EST,2006,63.51
EST,2007,66.19
EST,2008,70.58
EST,2009,72.5
EST,2010,74.1
EST,2011,76.5
EST,2012,78.38992593
EST,2013,80.0043
EST,2014,84.24152803
EST,2015,88.4097035
EST,2016,87.24023275
EST,2017,88.10245687
EST,2018,89.35700777
EST,2019,90.2289282
EST,2020,89.05828666
EST,2021,90.97970174
EST,2022,91.02128973
EST,2023,91.02128973
ETH,1989,0
ETH,1990,0
ETH,1991,0
ETH,1992,0
ETH,1993,0
ETH,1994,0
ETH,1995,1.75e-5
ETH,1996,0.001703448
ETH,1997,0.00496672
ETH,1998,0.009663517
ETH,1999,0.012541599
ETH,2000,0.015263767
ETH,2001,0.037162381
ETH,2002,0.072402262
ETH,2003,0.105811659
ETH,2004,0.155334521
ETH,2005,0.219659819
ETH,2006,0.310592657
ETH,2007,0.37
ETH,2008,0.45
ETH,2009,0.54
ETH,2010,0.75
ETH,2011,1.1
ETH,2012,2.9
ETH,2013,4.6
ETH,2014,7.7
ETH,2015,13.85517556
ETH,2016,15.36692386
ETH,2017,15.6
ETH,2018,15.9
ETH,2019,16.15232553
ETH,2020,16.42294727
ETH,2021,16.6981031
ETH,2022,16.6981031
ETH,2023,16.6981031
EUU,1989,0.066858554
EUU,1990,0.066858554
EUU,1991,0.145456993
EUU,1992,0.27223781
EUU,1993,0.415227505
EUU,1994,0.785176807
EUU,1995,1.514385168
EUU,1996,2.623168721
EUU,1997,4.799629442
EUU,1998,7.688772945
EUU,1999,13.63300954
EUU,2000,19.65639786
EUU,2001,24.13630274
EUU,2002,32.13461194
EUU,2003,38.60230629
EUU,2004,44.18301948
EUU,2005,48.29663685
EUU,2006,52.60790269
EUU,2007,58.2925271
EUU,2008,62.2982306
EUU,2009,65.08133081
EUU,2010,68.7339429
EUU,2011,69.63482113
EUU,2012,71.82858796
EUU,2013,73.58759652
EUU,2014,75.17094681
EUU,2015,75.65872019
EUU,2016,76.90997416
EUU,2017,78.70269005
EUU,2018,81.74182058
EUU,2019,82.75181603
EUU,2020,84.76983609
EUU,2021,86.9709406
EUU,2022,88.85076735
EUU,2023,88.85076735
FCS,1989,0
FCS,1990,0
FCS,1991,0
FCS,1992,5.0142e-4
FCS,1993,0.001797004
FCS,1994,0.003640861
FCS,1995,0.009752076
FCS,1996,0.029052034
FCS,1997,0.062514493
FCS,1998,0.141760954
FCS,1999,0.244032694
FCS,2000,0.377039961
FCS,2001,0.448620348
FCS,2002,0.704178802
FCS,2003,1.072558601
FCS,2004,1.45508854
FCS,2005,2.332371697
FCS,2006,3.193678449
FCS,2007,4.3588535
FCS,2008,5.245930186
FCS,2009,6.713997098
FCS,2010,8.397790703
FCS,2011,9.782272392
FCS,2012,11.78867706
FCS,2013,13.6307409
FCS,2014,15.82787521
FCS,2015,18.39226272
FCS,2016,20.72783107
FCS,2017,23.94149474
FCS,2018,26.9774038
FCS,2019,30.05076429
FCS,2020,34.42563317
FCS,2021,38.43999982
FCS,2022,38.43999982
FCS,2023,38.43999982
FIN,1989,0.40108767
FIN,1990,0.40108767
FIN,1991,1.397439332
FIN,1992,1.88687977
FIN,1993,2.568461349
FIN,1994,4.915098554
FIN,1995,13.90030389
FIN,1996,16.78007526
FIN,1997,19.4586828
FIN,1998,25.45252493
FIN,1999,32.29509229
FIN,2000,37.24846174
FIN,2001,43.10536335
FIN,2002,62.43
FIN,2003,69.22
FIN,2004,72.39
FIN,2005,74.48
FIN,2006,79.66
FIN,2007,80.78
FIN,2008,83.67
FIN,2009,82.49
FIN,2010,86.89
FIN,2011,88.70999491
FIN,2012,89.87999797
FIN,2013,91.5144
FIN,2014,86.53039275
FIN,2015,86.42213333
FIN,2016,87.70364996
FIN,2017,87.46892907
FIN,2018,88.88996
FIN,2019,89.60738511
FIN,2020,92.17027106
FIN,2021,92.80806082
FIN,2022,92.98879471
FIN,2023,92.98879471
FJI,1989,0
FJI,1990,0
FJI,1991,0
FJI,1992,0
FJI,1993,0.006678447
FJI,1994,0.007907399
FJI,1995,0.009115343
FJI,1996,0.064437142
FJI,1997,0.223454842
FJI,1998,0.633167865
FJI,1999,0.942462063
FJI,2000,1.496854734
FJI,2001,1.857978594
FJI,2002,6.1526497000000004
FJI,2003,6.725434738
FJI,2004,7.4129434850000004
FJI,2005,8.453636634
FJI,2006,9.6000384
FJI,2007,10.89783105
FJI,2008,13
FJI,2009,17
FJI,2010,20
FJI,2011,28
FJI,2012,33.74235675
FJI,2013,35.2
FJI,2014,37.4
FJI,2015,42.5
FJI,2016,49.42
FJI,2017,65.78
FJI,2018,68.9
FJI,2019,77.18669679
FJI,2020,84.8767809
FJI,2021,87.65996651
FJI,2022,87.65996651
FJI,2023,87.65996651
FRA,1989,0.052777862
FRA,1990,0.052777862
FRA,1991,0.140113895
FRA,1992,0.279049463
FRA,1993,0.590619383
FRA,1994,0.899867425
FRA,1995,1.637947245
FRA,1996,2.584033979
FRA,1997,4.255003872
FRA,1998,6.319778722
FRA,1999,9.125317889
FRA,2000,14.30792394
FRA,2001,26.32590355
FRA,2002,30.18
FRA,2003,36.14
FRA,2004,39.15
FRA,2005,42.87
FRA,2006,46.87
FRA,2007,66.09
FRA,2008,70.68
FRA,2009,71.58
FRA,2010,77.28
FRA,2011,77.81999899
FRA,2012,81.44
FRA,2013,81.9198
FRA,2014,83.75
FRA,2015,78.00603771
FRA,2016,79.26981132
FRA,2017,80.50245972
FRA,2018,82.04318678
FRA,2019,83.33974409
FRA,2020,84.70640914
FRA,2021,86.09548575
FRA,2022,85.33331549
FRA,2023,85.33331549
FRO,1989,0
FRO,1990,0
FRO,1991,0
FRO,1992,0
FRO,1993,0
FRO,1994,0
FRO,1995,0
FRO,1996,2.318786811
FRO,1997,4.601297566
FRO,1998,11.33786848
FRO,1999,22.29753835
FRO,2000,32.91639236
FRO,2001,43.24698352
FRO,2002,53.29922183
FRO,2003,58.91264097
FRO,2004,66.53359947
FRO,2005,67.90263174
FRO,2006,69.35944512
FRO,2007,75.98
FRO,2008,75.57
FRO,2009,75.18
FRO,2010,75.2
FRO,2011,80.7321728
FRO,2012,85.33518924
FRO,2013,90
FRO,2014,93.3
FRO,2015,94.2
FRO,2016,95.10868167
FRO,2017,97.58195894
FRO,2018,97.58195894
FRO,2019,97.58195894
FRO,2020,97.58195894
FRO,2021,97.58195894
FRO,2022,97.58195894
FRO,2023,97.58195894
FSM,1989,0
FSM,1990,0
FSM,1991,0
FSM,1992,0
FSM,1993,0
FSM,1994,0
FSM,1995,0
FSM,1996,0.278037795
FSM,1997,0.570676845
FSM,1998,1.858718785
FSM,1999,2.797594069
FSM,2000,3.734862137
FSM,2001,4.660527199
FSM,2002,5.570099705
FSM,2003,9.2325021
FSM,2004,11.01786731
FSM,2005,11.8813691
FSM,2006,12.75033925
FSM,2007,13.62113273
FSM,2008,14.49
FSM,2009,15.35
FSM,2010,20
FSM,2011,22.8
FSM,2012,25.974423
FSM,2013,27.8
FSM,2014,29.65
FSM,2015,31.50108128
FSM,2016,33.35216255
FSM,2017,35.30405287
FSM,2018,35.30405287
FSM,2019,39.85125701
FSM,2020,40.12946709
FSM,2021,40.40961941
FSM,2022,40.40961941
FSM,2023,40.40961941
GAB,1989,0
GAB,1990,0
GAB,1991,0
GAB,1992,0
GAB,1993,0
GAB,1994,0
GAB,1995,0
GAB,1996,0
GAB,1997,0.047999009
GAB,1998,0.17012488
GAB,1999,0.249009564
GAB,2000,1.216140618
GAB,2001,1.347620222
GAB,2002,1.939530106
GAB,2003,2.659586594
GAB,2004,2.9790698
GAB,2005,4.89326475
GAB,2006,5.489200803
GAB,2007,5.767004576
GAB,2008,7.5
GAB,2009,9.5
GAB,2010,13
GAB,2011,18
GAB,2012,24
GAB,2013,30.53803344
GAB,2014,38.07120929
GAB,2015,45.78453653
GAB,2016,48.05227375
GAB,2017,50.32012015
GAB,2018,59.6
GAB,2019,68.68550299
GAB,2020,70.78874796
GAB,2021,71.74940641
GAB,2022,71.74940641
GAB,2023,71.74940641
GBR,1989,0.087355319
GBR,1990,0.087355319
GBR,1991,0.174230922
GBR,1992,0.260615159
GBR,1993,0.519762001
GBR,1994,1.036609166
GBR,1995,1.895168284
GBR,1996,4.123650336
GBR,1997,7.385398957
GBR,1998,13.6699831
GBR,1999,21.29363827
GBR,2000,26.82175435
GBR,2001,33.48109487
GBR,2002,56.48
GBR,2003,64.82
GBR,2004,65.61
GBR,2005,70
GBR,2006,68.82
GBR,2007,75.09
GBR,2008,78.39
GBR,2009,83.56
GBR,2010,85
GBR,2011,85.37999855
GBR,2012,87.47999842
GBR,2013,89.8441
GBR,2014,91.61
GBR,2015,92.00029987
GBR,2016,94.77580063
GBR,2017,90.42455049
GBR,2018,90.69200899
GBR,2019,92.51662855
GBR,2020,94.81820132
GBR,2021,96.68023657
GBR,2022,96.68023657
GBR,2023,96.68023657
GEO,1989,0
GEO,1990,0
GEO,1991,0
GEO,1992,0
GEO,1993,0
GEO,1994,0
GEO,1995,0.011836885
GEO,1996,0.040065419
GEO,1997,0.060930333
GEO,1998,0.102830957
GEO,1999,0.416343567
GEO,2000,0.484746299
GEO,2001,0.992344436
GEO,2002,1.58787563
GEO,2003,2.558816481
GEO,2004,3.886221354
GEO,2005,6.079457629
GEO,2006,7.526876845
GEO,2007,8.26
GEO,2008,10.01
GEO,2009,20.07
GEO,2010,26.9
GEO,2011,31.52
GEO,2012,36.94
GEO,2013,43.3
GEO,2014,44
GEO,2015,47.56975964
GEO,2016,58.45928961
GEO,2017,59.7055046
GEO,2018,62.7179082
GEO,2019,68.84671356
GEO,2020,72.53157487
GEO,2021,76.44271451
GEO,2022,78.71127536
GEO,2023,78.71127536
GHA,1989,0
GHA,1990,0
GHA,1991,0
GHA,1992,0
GHA,1993,0
GHA,1994,0
GHA,1995,3.47918e-4
GHA,1996,0.005648763
GHA,1997,0.027537542
GHA,1998,0.032240443
GHA,1999,0.104895466
GHA,2000,0.153615298
GHA,2001,0.20000806
GHA,2002,0.830284034
GHA,2003,1.193057911
GHA,2004,1.716797704
GHA,2005,1.831197461
GHA,2006,2.723175973
GHA,2007,3.85
GHA,2008,4.27
GHA,2009,5.44
GHA,2010,7.8
GHA,2011,9
GHA,2012,10.6
GHA,2013,15
GHA,2014,19
GHA,2015,23
GHA,2016,28
GHA,2017,37.88415262
GHA,2018,43
GHA,2019,45.00963073
GHA,2020,56.68215981
GHA,2021,68.2
GHA,2022,68.2
GHA,2023,68.2
GIB,1989,0
GIB,1990,0
GIB,1991,0
GIB,1992,0
GIB,1993,0
GIB,1994,0
GIB,1995,0
GIB,1996,0
GIB,1997,2.662907268
GIB,1998,4.183794329
GIB,1999,5.936978297
GIB,2000,19.13163812
GIB,2001,21.17110944
GIB,2002,23.67023975
GIB,2003,28.32577979
GIB,2004,32.88608261
GIB,2005,39.07013088
GIB,2006,45.29864751
GIB,2007,51.61
GIB,2008,58
GIB,2009,65.07
GIB,2010,65
GIB,2011,65
GIB,2012,65.017
GIB,2013,65.017
GIB,2014,65.017
GIB,2015,65.017
GIB,2016,94.44447158
GIB,2017,94.44447158
GIB,2018,94.44447158
GIB,2019,94.44447158
GIB,2020,94.44447158
GIB,2021,94.44447158
GIB,2022,94.44447158
GIB,2023,94.44447158
GIN,1989,0
GIN,1990,0
GIN,1991,0
GIN,1992,0
GIN,1993,0
GIN,1994,1.38318e-4
GIN,1995,6.68589e-4
GIN,1996,0.001948942
GIN,1997,0.003803109
GIN,1998,0.006203369
GIN,1999,0.060808919
GIN,2000,0.095424924
GIN,2001,0.175541868
GIN,2002,0.402022749
GIN,2003,0.450960371
GIN,2004,0.508819332
GIN,2005,0.542254181
GIN,2006,0.637492123
GIN,2007,0.780025279
GIN,2008,0.92
GIN,2009,0.94
GIN,2010,1
GIN,2011,2
GIN,2012,3.1
GIN,2013,4.5
GIN,2014,6.4
GIN,2015,9.2
GIN,2016,13.1
GIN,2017,18.7
GIN,2018,21.83002304
GIN,2019,23.36626025
GIN,2020,28.8232306
GIN,2021,34.68012393
GIN,2022,34.68012393
GIN,2023,34.68012393
GMB,1989,0
GMB,1990,0
GMB,1991,0
GMB,1992,0
GMB,1993,0
GMB,1994,0
GMB,1995,0.009217541
GMB,1996,0.03550736
GMB,1997,0.051311347
GMB,1998,0.206094461
GMB,1999,0.715827015
GMB,2000,0.921794919
GMB,2001,1.336791166
GMB,2002,1.796779883
GMB,2003,2.436781193
GMB,2004,3.308003478
GMB,2005,3.799001139
GMB,2006,5.237691158
GMB,2007,6.205037419
GMB,2008,6.88
GMB,2009,7.63
GMB,2010,9.2
GMB,2011,10.8703
GMB,2012,12.44922872
GMB,2013,14
GMB,2014,15.56
GMB,2015,17.6
GMB,2016,19.9
GMB,2017,22.5
GMB,2018,25.5
GMB,2019,28.80487199
GMB,2020,31.60419095
GMB,2021,32.96228971
GMB,2022,32.96228971
GMB,2023,32.96228971
GNB,1989,0
GNB,1990,0
GNB,1991,0
GNB,1992,0
GNB,1993,0
GNB,1994,0
GNB,1995,0
GNB,1996,0
GNB,1997,0.016389063
GNB,1998,0.024060421
GNB,1999,0.117702448
GNB,2000,0.230103171
GNB,2001,0.299569145
GNB,2002,1.022993234
GNB,2003,1.354197478
GNB,2004,1.808142203
GNB,2005,1.901365316
GNB,2006,2.057196705
GNB,2007,2.206302237
GNB,2008,2.354888711
GNB,2009,2.303280592
GNB,2010,2.45
GNB,2011,2.672
GNB,2012,2.893990621
GNB,2013,3.1
GNB,2014,3.32
GNB,2015,6.1
GNB,2016,13.8
GNB,2017,14.8
GNB,2018,15.7
GNB,2019,22.92009029
GNB,2020,27.90528061
GNB,2021,35.15498736
GNB,2022,35.15498736
GNB,2023,35.15498736
GNQ,1989,0
GNQ,1990,0
GNQ,1991,0
GNQ,1992,0
GNQ,1993,0
GNQ,1994,0
GNQ,1995,0
GNQ,1996,0
GNQ,1997,0.041462292
GNQ,1998,0.094423774
GNQ,1999,0.097415945
GNQ,2000,0.132354665
GNQ,2001,0.165260423
GNQ,2002,0.321197997
GNQ,2003,0.520524272
GNQ,2004,0.843930285
GNQ,2005,1.149789671
GNQ,2006,1.279193596
GNQ,2007,1.557123059
GNQ,2008,1.82
GNQ,2009,2.13
GNQ,2010,6
GNQ,2011,11.5
GNQ,2012,13.94318219
GNQ,2013,16.4
GNQ,2014,18.86
GNQ,2015,21.3199999
GNQ,2016,23.7799999
GNQ,2017,26.239999
GNQ,2018,26.239999
GNQ,2019,49.13366302
GNQ,2020,53.83614077
GNQ,2021,53.92240217
GNQ,2022,53.92240217
GNQ,2023,53.92240217
GRC,1989,0
GRC,1990,0
GRC,1991,0.048788803
GRC,1992,0.048291602
GRC,1993,0.191062242
GRC,1994,0.378174312
GRC,1995,0.749616477
GRC,1996,1.395360779
GRC,1997,1.849634688
GRC,1998,3.221821786
GRC,1999,6.877292144
GRC,2000,9.138837308
GRC,2001,10.93502581
GRC,2002,14.67
GRC,2003,17.8
GRC,2004,21.42
GRC,2005,24
GRC,2006,32.25
GRC,2007,35.88
GRC,2008,38.2
GRC,2009,42.4
GRC,2010,44.4
GRC,2011,51.64999517
GRC,2012,55.06999344
GRC,2013,59.8663
GRC,2014,63.21
GRC,2015,66.83495949
GRC,2016,69.08791547
GRC,2017,69.89297065
GRC,2018,72.23837339
GRC,2019,75.67120669
GRC,2020,78.11584474
GRC,2021,78.49426371
GRC,2022,83.17066333
GRC,2023,83.17066333
GRD,1989,0
GRD,1990,0
GRD,1991,0
GRD,1992,0
GRD,1993,0
GRD,1994,0
GRD,1995,0
GRD,1996,0.298032982
GRD,1997,0.990883868
GRD,1998,1.484854484
GRD,1999,2.473166147
GRD,2000,4.063907991
GRD,2001,5.128103982
GRD,2002,14.75884055
GRD,2003,18.64518218
GRD,2004,19.57062058
GRD,2005,20.48780488
GRD,2006,21.39599117
GRD,2007,22.29
GRD,2008,23.18
GRD,2009,24.05
GRD,2010,27
GRD,2011,30
GRD,2012,32
GRD,2013,35
GRD,2014,51.6
GRD,2015,52.5
GRD,2016,53.3
GRD,2017,54.2
GRD,2018,61.4
GRD,2019,69.61219021
GRD,2020,74.72185387
GRD,2021,77.76723663
GRD,2022,77.76723663
GRD,2023,77.76723663
GRL,1989,0
GRL,1990,0
GRL,1991,0
GRL,1992,0
GRL,1993,0
GRL,1994,0.064712121
GRL,1995,0.053940342
GRL,1996,1.796719191
GRL,1997,7.954504682
GRL,1998,14.65444717
GRL,1999,21.60261331
GRL,2000,31.74781123
GRL,2001,35.46413689
GRL,2002,44.15478903
GRL,2003,54.53425983
GRL,2004,56.09901476
GRL,2005,57.7034045
GRL,2006,59.36168727
GRL,2007,61.07
GRL,2008,62.82
GRL,2009,62.83
GRL,2010,63
GRL,2011,64
GRL,2012,64.8960101
GRL,2013,65.8
GRL,2014,66.7
GRL,2015,67.60044348
GRL,2016,68.50087368
GRL,2017,69.48246178
GRL,2018,69.48246178
GRL,2019,69.48246178
GRL,2020,69.48246178
GRL,2021,69.48246178
GRL,2022,69.48246178
GRL,2023,69.48246178
GTM,1989,0
GTM,1990,0
GTM,1991,0
GTM,1992,0
GTM,1993,0
GTM,1994,0
GTM,1995,0.002998005
GTM,1996,0.019534871
GTM,1997,0.095476021
GTM,1998,0.466590444
GTM,1999,0.592652945
GTM,2000,0.712332905
GTM,2001,1.738201782
GTM,2002,3.39174627
GTM,2003,4.548854908
GTM,2004,5.1
GTM,2005,5.7
GTM,2006,6.5
GTM,2007,7.3
GTM,2008,8.3
GTM,2009,9.3
GTM,2010,10.5
GTM,2011,12.3
GTM,2012,16
GTM,2013,19.7
GTM,2014,23.4
GTM,2015,28.80594156
GTM,2016,34.50932609
GTM,2017,37.9
GTM,2018,41.5
GTM,2019,44.40104984
GTM,2020,47.51234167
GTM,2021,50.84164945
GTM,2022,50.84164945
GTM,2023,50.84164945
GUM,1989,0
GUM,1990,0
GUM,1991,0
GUM,1992,0
GUM,1993,0
GUM,1994,0.34845391
GUM,1995,0.659530909
GUM,1996,1.356106888
GUM,1997,2.344571647
GUM,1998,4.50128419
GUM,1999,8.497176323
GUM,2000,16.11312704
GUM,2001,25.38022753
GUM,2002,31.19229426
GUM,2003,33.71668179
GUM,2004,36.16178784
GUM,2005,38.55987756
GUM,2006,43.851443
GUM,2007,46.15047362
GUM,2008,48.41870215
GUM,2009,50.64202838
GUM,2010,54.04
GUM,2011,57.7
GUM,2012,61.53415931
GUM,2013,65.4
GUM,2014,69.27
GUM,2015,73.13999995
GUM,2016,77.00999989
GUM,2017,80.50546556
GUM,2018,80.50546556
GUM,2019,80.50546556
GUM,2020,80.50546556
GUM,2021,80.50546556
GUM,2022,80.50546556
GUM,2023,80.50546556
GUY,1989,0
GUY,1990,0
GUY,1991,0
GUY,1992,0
GUY,1993,0
GUY,1994,0
GUY,1995,0
GUY,1996,0.065854115
GUY,1997,0.131828033
GUY,1998,0.26408811
GUY,1999,0.4
GUY,2000,0.6
GUY,2001,1
GUY,2002,1.5
GUY,2003,2.4
GUY,2004,3.7
GUY,2005,5.7
GUY,2006,8.9
GUY,2007,13.8
GUY,2008,18.2
GUY,2009,23.9
GUY,2010,29.9
GUY,2011,30
GUY,2012,30.5
GUY,2013,31
GUY,2014,32
GUY,2015,34
GUY,2016,35.66
GUY,2017,37.32583679
GUY,2018,37.32583679
GUY,2019,78.63994332
GUY,2020,81.8019792
GUY,2021,84.79357266
GUY,2022,84.79357266
GUY,2023,84.79357266
HIC,1989,0.21887019
HIC,1990,0.21887019
HIC,1991,0.355480335
HIC,1992,0.566941888
HIC,1993,0.811451065
HIC,1994,1.642319568
HIC,1995,3.096616306
HIC,1996,5.703136143
HIC,1997,9.019827014
HIC,1998,13.60727912
HIC,1999,19.65456562
HIC,2000,26.47615454
HIC,2001,31.86810934
HIC,2002,39.26399883
HIC,2003,43.91795817
HIC,2004,49.10262347
HIC,2005,52.8234782
HIC,2006,55.6399726
HIC,2007,61.19210435
HIC,2008,63.97533697
HIC,2009,66.34158341
HIC,2010,68.929656
HIC,2011,70.39418295
HIC,2012,73.72817973
HIC,2013,75.19536699
HIC,2014,76.98876905
HIC,2015,78.26355127
HIC,2016,82.47750906
HIC,2017,84.22045157
HIC,2018,86.17027512
HIC,2019,87.55793272
