iso1,iso2,common_official_language,common_spoken_language,linguistic_proximity
CPV,URY,0,0.007699999492615461,0.25
CPV,UZB,0,0,0.03999999910593033
CPV,VUT,0,0,0
CPV,VEN,0,0.015399998985230923,0.25
CPV,VNM,0,0,0
CPV,YEM,0,0,0
CPV,ZMB,0,0,0
CPV,ZWE,0,0,0
CYM,AFG,0,0,0.25
CYM,ALB,0,0,0.25
CYM,DZA,0,5.000000237487257e-4,0
CYM,AND,0,0.24266178905963898,0.25
CYM,AGO,0,0,0.25
CYM,AIA,1,0.9016000628471375,0
CYM,ATG,1,0.784000039100647,0
CYM,ARG,0,0.0494999997317791,0.25
CYM,ARM,0,0,0.25
CYM,ABW,0,0.4336649775505066,0.25
CYM,AUS,1,0.9506494402885437,0
CYM,AUT,0,0.5692631602287292,0.5
CYM,AZE,0,0,0
CYM,BHS,1,0.8526000380516052,0
CYM,BHR,0,0,0
CYM,BGD,0,0.019600000232458115,0.25
CYM,BRB,1,0.9702000021934509,0
CYM,BLR,0,0,0.25
CYM,BLX,0,0.5802689790725708,0.39249998331069946
CYM,BLZ,1,0.807822585105896,0.09000003337860107
CYM,BEN,0,0,0
CYM,BMU,1,0.9506000280380249,0
CYM,BTN,0,0.10779999941587448,0.11249999701976776
CYM,BOL,0,0.04399999976158142,0.13500000536441803
CYM,BIH,0,0.44099998474121094,0.25
CYM,BRA,0,0.003000000026077032,0.25
CYM,VGB,1,0.9800000190734863,0
CYM,BRN,0,0.37302759289741516,0
CYM,BGR,0,0.22617462277412415,0.25
CYM,BFA,0,0,0
CYM,BDI,0,0,0
CYM,KHM,0,0,0
CYM,CMR,1,0.4115999937057495,0
CYM,CAN,1,0.8332505822181702,0.07499998807907104
CYM,CPV,0,0,0
CYM,CAF,0,0,0
CYM,TCD,0,0,0
CYM,CHL,0,0.0494999997317791,0.25
CYM,CHN,0,0.009800000116229057,0
CYM,HKG,1,0.35280001163482666,0
CYM,COL,0,0.0494999997317791,0.25
CYM,COM,0,0,0
CYM,COG,0,0,0
CYM,COK,1,0.19600000977516174,0
CYM,CRI,0,0.0494999997317791,0.25
CYM,HRV,0,0.48071980476379395,0.25
CYM,CUB,0,0.0494999997317791,0.25
CYM,CYP,0,0.7450551986694336,0.19750000536441803
CYM,CZE,0,0.23520000278949738,0.25
CYM,CIV,0,5.000000237487257e-4,0
CYM,COD,0,0,0
CYM,DNK,0,0.843192994594574,0.5
CYM,DJI,0,0,0
CYM,DMA,1,0.9212000370025635,0.25
CYM,DOM,0,0.05000000074505806,0.25
CYM,ECU,0,0.049000002443790436,0.25
CYM,EGY,0,0,0
CYM,SLV,0,0.05000000074505806,0.25
CYM,ERI,0,0,0
CYM,EST,0,0.4508000314235687,0.042500000447034836
CYM,FLK,1,0.9408000111579895,0
CYM,FJI,1,0.20579999685287476,0.125
CYM,FIN,0,0.6177825927734375,0
CYM,FRA,0,0.35700681805610657,0.25
CYM,GAB,0,0,0
CYM,GMB,1,0.019600000232458115,0
CYM,GEO,0,0,0
CYM,DEU,0,0.5497024059295654,0.5
CYM,GHA,1,0.058800000697374344,0
CYM,GIB,1,0.9422799944877625,0.05500000715255737
CYM,GRC,0,0.4706647992134094,0.25
CYM,GRL,0,0,0.5
CYM,GRD,1,0.891800045967102,0
CYM,GTM,0,0.0430000014603138,0.25
CYM,GIN,0,0,0
CYM,GNB,0,0,0
CYM,GUY,1,0.891800045967102,0
CYM,HTI,0,0,0.25
CYM,HND,0,0.0494999997317791,0.25
CYM,HUN,0,0.22578731179237366,0
CYM,ISL,0,0.87220001220703125,0.5
CYM,IND,1,0.22540001571178436,0
CYM,IDN,0,0,0
CYM,IRN,0,0,0.18000000715255737
CYM,IRQ,0,0,0
CYM,IRL,1,0.9604594707489014,0
CYM,ISR,1,0.4907650053501129,0.032499998807907104
CYM,ITA,0,0.28563159704208374,0.25
CYM,JAM,1,0.9604000449180603,0
CYM,JPN,0,0.11760000139474869,0
CYM,JOR,0,0,0
CYM,KAZ,0,0,0.10249999910593033
CYM,KEN,1,0.06859999895095825,0
CYM,KIR,1,0.23520000278949738,0
CYM,KWT,0,0,0
CYM,KGZ,0,0,0.06750000268220901
CYM,LAO,0,0,0
CYM,LVA,0,0.3822000026702881,0.25
CYM,LBN,0,0.24500000476837158,0
CYM,LBR,1,0.8133999705314636,0
CYM,LBY,0,0,0
CYM,LTU,0,0.31394320726394653,0.25
CYM,MDG,1,0,0
CYM,MWI,0,0.03920000046491623,0
CYM,MYS,0,0.26460000872612,0
CYM,MLI,0,0,0
CYM,MLT,1,0.8625376224517822,0
CYM,MHL,1,0.9604000449180603,0
CYM,MRT,0,0,0
CYM,MUS,1,0.15680000185966492,0.25
CYM,MEX,0,0.09607449918985367,0.25
CYM,FSM,1,0.568399965763092,0
CYM,MSR,1,0.6664000153541565,0
CYM,MAR,0,0.010999999940395355,0
CYM,MOZ,0,0,0
CYM,NRU,1,0.9506000280380249,0
CYM,NPL,0,0,0.25
CYM,NLD,0,0.8529685139656067,0.5
CYM,ANT,0,0.03752559795975685,0.25
CYM,NCL,0,0,0.25
CYM,NZL,1,0.9604198336601257,0
CYM,NIC,0,0.048500001430511475,0.25
CYM,NER,0,0,0
CYM,NGA,1,0.5194000005722046,0
CYM,NIU,1,0.7251999974250793,0
CYM,NFK,1,0.7742000222206116,0
CYM,MNP,1,0.8133999705314636,0
CYM,NOR,0,0.8722639083862305,0.5
CYM,OMN,0,0,0
CYM,PAK,0,0.09800000488758087,0.25
CYM,PLW,1,0.9114000201225281,0
CYM,PAN,0,0.04650000110268593,0.25
CYM,PNG,1,0.49000000953674316,0
CYM,PRY,0,0.03500000014901161,0
CYM,PER,0,0.04350000247359276,0.25
CYM,PHL,1,0.5396915674209595,0
CYM,PCN,1,0.9016000628471375,0
CYM,POL,0,0.28455787897109985,0.25
CYM,PRT,0,0.31668880581855774,0.25
CYM,QAT,0,0,0
CYM,KOR,0,0,0
CYM,MDA,0,0,0.25
CYM,ROU,0,0.2852737009525299,0.25
CYM,RUS,0,0.049000002443790436,0.25
CYM,RWA,0,0,0
CYM,SHN,1,0.803600013256073,0
CYM,KNA,1,0.7644000053405762,0
CYM,LCA,1,0.4214000105857849,0.25
CYM,SPM,0,0.029400000348687172,0.25
CYM,VCT,1,0.9309999942779541,0
CYM,STP,0,0,0.25
CYM,SAU,0,0,0
CYM,SEN,0,5.000000237487257e-4,0
CYM,SYC,1,0.3724000155925751,0.25
CYM,SLE,1,0.823199987411499,0
CYM,SGP,1,0.6958000063896179,0
CYM,SVK,0,0.31394320726394653,0.25
CYM,SVN,0,0.5590413808822632,0.25
CYM,SLB,1,0.31360000371932983,0
CYM,SOM,0,0,0
CYM,ZAF,1,0.284199982881546,0
CYM,ESP,0,0.30100229382514954,0.25
CYM,LKA,0,0.09800000488758087,0.25
CYM,SDN,0,0,0
CYM,SUR,0,0.8526000380516052,0.2600000202655792
CYM,SWE,0,0.8725833892822266,0.5
CYM,CHE,0,0.5982022285461426,0.4350000023841858
CYM,SYR,0,0,0
CYM,TWN,0,0,0
CYM,TJK,0,0,0.25
CYM,THA,0,0.09800000488758087,0
CYM,MKD,0,0,0.25
CYM,TGO,0,0,0
CYM,TON,1,0.2940000295639038,0
CYM,TTO,1,0.8623999953269958,0
CYM,TUN,0,0,0
CYM,TUR,0,0.16660000383853912,0
CYM,TKM,0,0,0
CYM,TCA,1,0.03920000046491623,0
CYM,TUV,1,0,0
CYM,UGA,1,0.07840000092983246,0
CYM,UKR,0,0,0.25
CYM,ARE,0,0,0
CYM,GBR,1,0.9703192114830017,0
CYM,TZA,1,0.09800000488758087,0
CYM,USA,1,0.9412736296653748,0.03750002384185791
CYM,URY,0,0.0494999997317791,0.25
CYM,UZB,0,0,0.03999999910593033
CYM,VUT,1,0.823199987411499,0
CYM,VEN,0,0.0494999997317791,0.25
CYM,VNM,0,0,0
CYM,YEM,0,0,0
CYM,ZMB,1,0.15680000185966492,0
CYM,ZWE,1,0.4115999937057495,0
CAF,AFG,0,0,0
CAF,ALB,0,0,0
CAF,DZA,1,0.13109999895095825,0
CAF,AND,1,0.1656000167131424,0
CAF,AGO,0,0,0
CAF,AIA,0,0,0
CAF,ATG,0,0,0
CAF,ARG,0,0,0
CAF,ARM,0,0,0
CAF,ABW,0,0,0
CAF,AUS,0,0,0
CAF,AUT,0,0.023000000044703484,0
CAF,AZE,0,0,0
CAF,BHS,0,0,0
CAF,BHR,0,0,0
CAF,BGD,0,0,0
CAF,BRB,0,0,0
CAF,BLR,0,0,0
CAF,BLX,1,0.1998700052499771,0
CAF,BLZ,0,0,0
CAF,BEN,1,0.05979999899864197,0
CAF,BMU,0,0,0
CAF,BTN,0,0,0
CAF,BOL,0,0,0
CAF,BIH,0,0,0
CAF,BRA,0,0,0
CAF,VGB,0,0,0
CAF,BRN,0,0,0
CAF,BGR,0,0.0207000020891428,0
CAF,BFA,1,0.011500000022351742,0
CAF,BDI,1,0.018400000408291817,0
CAF,KHM,0,0.002300000051036477,0
CAF,CMR,1,0.10350000113248825,0
CAF,CAN,1,0.08049999922513962,0
CAF,CPV,0,0,0
CAF,CYM,0,0,0
CAF,TCD,1,0.04600000008940697,0
CAF,CHL,0,0,0
CAF,CHN,0,0,0
CAF,HKG,0,0,0
CAF,COL,0,0,0
CAF,COM,1,0.10810000449419022,0
CAF,COG,1,0.1380000114440918,0
CAF,COK,0,0,0
CAF,CRI,0,0,0
CAF,HRV,0,0.009200000204145908,0
CAF,CUB,0,0,0
CAF,CYP,0,0.02759999968111515,0
CAF,CZE,0,0.002300000051036477,0
CAF,CIV,1,0.16099999845027924,0
CAF,COD,1,0.09200000017881393,0
CAF,DNK,0,0.02759999968111515,0
CAF,DJI,1,0.04600000008940697,0
CAF,DMA,0,0.0207000020891428,0
CAF,DOM,0,0,0
CAF,ECU,0,0,0
CAF,EGY,0,0,0
CAF,SLV,0,0,0
CAF,ERI,0,0,0
CAF,EST,0,0.002300000051036477,0
CAF,FLK,0,0,0
CAF,FJI,0,0,0
CAF,FIN,0,0.006899999920278788,0
CAF,FRA,1,0.22770000994205475,0
CAF,GAB,1,0.18400000035762787,0
CAF,GMB,0,0,0
CAF,GEO,0,0,0
CAF,DEU,0,0.03450000286102295,0
CAF,GHA,0,0,0
CAF,GIB,0,0,0
CAF,GRC,0,0.018400000408291817,0
CAF,GRL,0,0,0
CAF,GRD,0,0,0
CAF,GTM,0,0,0
CAF,GIN,1,0.14259999990463257,0
CAF,GNB,0,0,0
CAF,GUY,0,0,0
CAF,HTI,1,0.18400000035762787,0
CAF,HND,0,0,0
CAF,HUN,0,0,0
CAF,ISL,0,0,0
CAF,IND,0,0,0
CAF,IDN,0,0,0
CAF,IRN,0,0,0
CAF,IRQ,0,0,0
CAF,IRL,0,0.04600000008940697,0
CAF,ISR,0,0,0
CAF,ITA,0,0.03220000118017197,0
CAF,JAM,0,0,0
CAF,JPN,0,0,0
CAF,JOR,0,0,0
CAF,KAZ,0,0,0
CAF,KEN,0,0,0
CAF,KIR,0,0,0
CAF,KWT,0,0,0
CAF,KGZ,0,0,0
CAF,LAO,0,0.002300000051036477,0
CAF,LVA,0,0.002300000051036477,0
CAF,LBN,1,0.14949999749660492,0
CAF,LBR,0,0,0
CAF,LBY,0,0,0
CAF,LTU,0,0.004600000102072954,0
CAF,MDG,1,0.04600000008940697,0
CAF,MWI,0,0,0
CAF,MYS,0,0,0
CAF,MLI,1,0.03680000081658363,0
CAF,MLT,0,0.039100002497434616,0
CAF,MHL,0,0,0
CAF,MRT,0,0,0
CAF,MUS,1,0.16790001094341278,0
CAF,MEX,0,0,0
CAF,FSM,0,0,0
CAF,MSR,0,0,0
CAF,MAR,1,0.07590000331401825,0
CAF,MOZ,0,0,0
CAF,NRU,0,0,0
CAF,NPL,0,0,0
CAF,NLD,0,0.06669999659061432,0
CAF,ANT,0,0,0
CAF,NCL,1,0.22310000658035278,0
CAF,NZL,0,0,0
CAF,NIC,0,0,0
CAF,NER,1,0.0207000020891428,0
CAF,NGA,0,0,0
CAF,NIU,0,0,0
CAF,NFK,0,0,0
CAF,MNP,0,0,0
CAF,NOR,0,0,0
CAF,OMN,0,0,0
CAF,PAK,0,0,0
CAF,PLW,0,0,0
CAF,PAN,0,0,0
CAF,PNG,0,0,0
CAF,PRY,0,0,0
CAF,PER,0,0,0
CAF,PHL,0,0,0
CAF,PCN,0,0,0
CAF,POL,0,0.006899999920278788,0
CAF,PRT,0,0.0551999993622303,0
CAF,QAT,0,0,0
CAF,KOR,0,0,0
CAF,MDA,0,0,0
CAF,ROU,0,0.0551999993622303,0
CAF,RUS,0,0,0
CAF,RWA,1,0.0207000020891428,0
CAF,SHN,0,0,0
CAF,KNA,0,0,0
CAF,LCA,0,0.004600000102072954,0
CAF,SPM,1,0.23000000417232513,0
CAF,VCT,0,0,0
CAF,STP,1,0.14949999749660492,0
CAF,SAU,0,0,0
CAF,SEN,1,0.07129999995231628,0
CAF,SYC,1,0.1380000114440918,0
CAF,SLE,0,0,0
CAF,SGP,0,0,0
CAF,SVK,0,0.004600000102072954,0
CAF,SVN,0,0.009200000204145908,0
CAF,SLB,0,0,0
CAF,SOM,0,0,0
CAF,ZAF,0,0,0
CAF,ESP,0,0.02759999968111515,0
CAF,LKA,0,0,0
CAF,SDN,0,0,0
CAF,SUR,0,0,0
CAF,SWE,0,0.025299999862909317,0
CAF,CHE,1,0.1103999987244606,0
CAF,SYR,0,0,0
CAF,TWN,0,0,0
CAF,TJK,0,0,0
CAF,THA,0,0,0
CAF,MKD,0,0,0
CAF,TGO,1,0.07590000331401825,0
CAF,TON,0,0,0
CAF,TTO,0,0,0
CAF,TUN,1,0.14720000326633453,0
CAF,TUR,0,0.002300000051036477,0
CAF,TKM,0,0,0
CAF,TCA,0,0,0
CAF,TUV,0,0,0
CAF,UGA,0,0,0
CAF,UKR,0,0,0
CAF,ARE,0,0,0
CAF,GBR,0,0.05290000140666962,0
CAF,TZA,0,0,0
CAF,USA,0,0.002300000051036477,0
CAF,URY,0,0,0
CAF,UZB,0,0,0
CAF,VUT,1,0.10350000113248825,0
CAF,VEN,0,0,0
CAF,VNM,0,0.002300000051036477,0
CAF,YEM,0,0,0
CAF,ZMB,0,0,0
CAF,ZWE,0,0,0
TCD,AFG,0,0,0
TCD,ALB,0,0,0
TCD,DZA,1,0.27525201439857483,0
TCD,AND,1,0.14400000870227814,0
TCD,AGO,0,0,0
TCD,AIA,0,0,0
TCD,ATG,0,0,0
TCD,ARG,0,0,0
TCD,ARM,0,0,0
TCD,ABW,0,0,0
TCD,AUS,0,0.002599999774247408,0
TCD,AUT,0,0.022548001259565353,0
TCD,AZE,0,0,0
TCD,BHS,0,0,0
TCD,BHR,1,0.22619999945163727,0
TCD,BGD,0,0,0
TCD,BRB,0,0,0
TCD,BLR,0,0,0
TCD,BLX,1,0.17575480043888092,0
TCD,BLZ,0,0,0
TCD,BEN,1,0.05199999734759331,0
TCD,BMU,0,0,0
TCD,BTN,0,0,0
TCD,BOL,0,0,0
TCD,BIH,0,0,0
TCD,BRA,0,0,0
TCD,VGB,0,0,0
TCD,BRN,0,0,0
TCD,BGR,0,0.018000001087784767,0
TCD,BFA,1,0.010000000707805157,0
TCD,BDI,1,0.01600000075995922,0
TCD,KHM,0,0.0020000000949949026,0
TCD,CMR,1,0.08999999612569809,0
TCD,CAN,1,0.07000000029802322,0
TCD,CPV,0,0,0
TCD,CYM,0,0,0
TCD,CAF,1,0.04600000008940697,0
TCD,CHL,0,0,0
TCD,CHN,0,0,0
TCD,HKG,0,0,0
TCD,COL,0,0,0
TCD,COM,1,0.22826918959617615,0
TCD,COG,1,0.12000000476837158,0
TCD,COK,0,0,0
TCD,CRI,0,0,0
TCD,HRV,0,0.00800000037997961,0
TCD,CUB,0,0,0
TCD,CYP,0,0.02653759904205799,0
TCD,CZE,0,0.0020000000949949026,0
TCD,CIV,1,0.14000000059604645,0
TCD,COD,1,0.08000000566244125,0
TCD,DNK,0,0.024000000208616257,0
TCD,DJI,1,0.20972800254821777,0
TCD,DMA,0,0.018000001087784767,0
TCD,DOM,0,0,0
TCD,ECU,0,0,0
TCD,EGY,1,0.2574000060558319,0
TCD,SLV,0,0,0
TCD,ERI,0,0.1533999890089035,0
TCD,EST,0,0.0020000000949949026,0
TCD,FLK,0,0,0
TCD,FJI,0,0,0
TCD,FIN,0,0.006000000052154064,0
TCD,FRA,1,0.20217040181159973,0
TCD,GAB,1,0.1600000113248825,0
TCD,GMB,0,0,0
TCD,GEO,0,0,0
TCD,DEU,0,0.03252200037240982,0
TCD,GHA,0,0,0
TCD,GIB,0,0,0
TCD,GRC,0,0.01600000075995922,0
TCD,GRL,0,0,0
TCD,GRD,0,0,0
TCD,GTM,0,0,0
TCD,GIN,1,0.12400000542402267,0
TCD,GNB,0,0,0
TCD,GUY,0,0,0
TCD,HTI,1,0.1600000113248825,0
TCD,HND,0,0,0
TCD,HUN,0,0,0
TCD,ISL,0,0,0
TCD,IND,0,0,0
TCD,IDN,0,0,0
TCD,IRN,0,0.005199999548494816,0
TCD,IRQ,1,0.1663999855518341,0
TCD,IRL,0,0.04000000283122063,0
TCD,ISR,0,0.05459999665617943,0
TCD,ITA,0,0.033054400235414505,0
TCD,JAM,0,0,0
TCD,JPN,0,0,0
TCD,JOR,1,0.2547999918460846,0
TCD,KAZ,0,0,0
TCD,KEN,0,0,0
TCD,KIR,0,0,0
TCD,KWT,1,0.2547999918460846,0
TCD,KGZ,0,0,0
TCD,LAO,0,0.0020000000949949026,0
TCD,LVA,0,0.0020000000949949026,0
TCD,LBN,1,0.35167598724365234,0
TCD,LBR,0,0,0
TCD,LBY,1,0.2547999918460846,0
TCD,LTU,0,0.004000000189989805,0
TCD,MDG,1,0.04000000283122063,0
TCD,MWI,0,0,0
TCD,MYS,0,0,0
TCD,MLI,1,0.03200000151991844,0
TCD,MLT,0,0.039023201912641525,0
TCD,MHL,0,0,0
TCD,MRT,1,0.241799995303154,0
TCD,MUS,1,0.14600001275539398,0
TCD,MEX,0,0,0
TCD,FSM,0,0,0
TCD,MSR,0,0,0
TCD,MAR,1,0.24813000857830048,0
TCD,MOZ,0,0,0
TCD,NRU,0,0,0
TCD,NPL,0,0,0
TCD,NLD,0,0.057999998331069946,0
TCD,ANT,0,0,0
TCD,NCL,1,0.1940000057220459,0
TCD,NZL,0,0,0
TCD,NIC,0,0,0
TCD,NER,1,0.09204279631376266,0
TCD,NGA,0,0,0
TCD,NIU,0,0,0
TCD,NFK,0,0,0
TCD,MNP,0,0,0
TCD,NOR,0,0,0
TCD,OMN,1,0.21059998869895935,0
TCD,PAK,0,0,0
TCD,PLW,0,0,0
TCD,PAN,0,0,0
TCD,PNG,0,0,0
TCD,PRY,0,0,0
TCD,PER,0,0,0
TCD,PHL,0,0,0
TCD,PCN,0,0,0
TCD,POL,0,0.006000000052154064,0
TCD,PRT,0,0.04800000041723251,0
TCD,QAT,1,0.23139998316764832,0
TCD,KOR,0,0,0
TCD,MDA,0,0,0
TCD,ROU,0,0.04800000041723251,0
TCD,RUS,0,0,0
TCD,RWA,1,0.018000001087784767,0
TCD,SHN,0,0,0
TCD,KNA,0,0,0
TCD,LCA,0,0.004000000189989805,0
TCD,SPM,1,0.20000000298023224,0
TCD,VCT,0,0,0
TCD,STP,1,0.12999999523162842,0
TCD,SAU,1,0.23139998316764832,0
TCD,SEN,1,0.06200000271201134,0
TCD,SYC,1,0.12000000476837158,0
TCD,SLE,0,0,0
TCD,SGP,0,0,0
TCD,SVK,0,0.004000000189989805,0
TCD,SVN,0,0.00800000037997961,0
TCD,SLB,0,0,0
TCD,SOM,0,0,0
TCD,ZAF,0,0,0
TCD,ESP,0,0.024000000208616257,0
TCD,LKA,0,0,0
TCD,SDN,1,0.15860000252723694,0
TCD,SUR,0,0,0
TCD,SWE,0,0.024542799219489098,0
TCD,CHE,1,0.09600000083446503,0
TCD,SYR,1,0.23919999599456787,0
TCD,TWN,0,0,0
TCD,TJK,0,0,0
TCD,THA,0,0,0
TCD,MKD,0,0,0
TCD,TGO,1,0.06600000709295273,0
TCD,TON,0,0,0
TCD,TTO,0,0,0
TCD,TUN,1,0.3524527847766876,0
TCD,TUR,0,0.009784399531781673,0
TCD,TKM,0,0,0
TCD,TCA,0,0,0
TCD,TUV,0,0,0
TCD,UGA,0,0,0
TCD,UKR,0,0,0
TCD,ARE,1,0.202799990773201,0
TCD,GBR,0,0.04600000008940697,0
TCD,TZA,0,0.025999998673796654,0
TCD,USA,0,0.0020000000949949026,0
TCD,URY,0,0,0
TCD,UZB,0,0,0
TCD,VUT,1,0.08999999612569809,0
TCD,VEN,0,0,0
TCD,VNM,0,0.0020000000949949026,0
TCD,YEM,1,0.24699999392032623,0
TCD,ZMB,0,0,0
TCD,ZWE,0,0,0
CHL,AFG,0,0,0.25
CHL,ALB,0,0,0.25
CHL,DZA,0,0.00989999994635582,0
CHL,AND,1,0.6830999851226807,0.28999999165534973
CHL,AGO,0,0,0.75
CHL,AIA,0,0,0.25
CHL,ATG,0,0,0.25
CHL,ARG,1,0.9801000356674194,0
CHL,ARM,0,0,0.25
CHL,ABW,0,0.7425000071525574,0.5
CHL,AUS,0,0.01979999989271164,0.25
CHL,AUT,0,0.03959999978542328,0.25
CHL,AZE,0,0,0
CHL,BHS,0,0,0.25
CHL,BHR,0,0,0
CHL,BGD,0,0,0.25
CHL,BRB,0,0,0.25
CHL,BLR,0,0,0.25
CHL,BLX,0,0.05583600327372551,0.35750001668930054
CHL,BLZ,0,0.42570000886917114,0.15999996662139893
CHL,BEN,0,0,0
CHL,BMU,0,0,0.25
CHL,BTN,0,0,0.11249999701976776
CHL,BOL,1,0.8712000250816345,0
CHL,BIH,0,0,0.25
CHL,BRA,0,0.05939999967813492,0.75
CHL,VGB,0,0,0.25
CHL,BRN,0,0.01979999989271164,0
CHL,BGR,0,0.01979999989271164,0.25
CHL,BFA,0,0,0
CHL,BDI,0,0,0
CHL,KHM,0,0,0
CHL,CMR,0,0,0
CHL,CAN,0,0.02969999983906746,0.32499998807907104
CHL,CPV,0,0,0.25
CHL,CYM,0,0.0494999997317791,0.25
CHL,CAF,0,0,0
CHL,TCD,0,0,0
CHL,CHN,0,0,0
CHL,HKG,0,0,0
CHL,COL,1,0.9801000356674194,0
CHL,COM,0,0,0
CHL,COG,0,0,0
CHL,COK,0,0,0
CHL,CRI,1,0.9801000356674194,0
CHL,HRV,0,0.01979999989271164,0.25
CHL,CUB,1,0.9801000356674194,0
CHL,CYP,0,0.01979999989271164,0.19750000536441803
CHL,CZE,0,0,0.25
CHL,CIV,0,0.00989999994635582,0
CHL,COD,0,0,0
CHL,DNK,0,0.0494999997317791,0.25
CHL,DJI,0,0,0
CHL,DMA,0,0,0.5
CHL,DOM,1,0.9900000095367432,0
CHL,ECU,1,0.9702000021934509,0
CHL,EGY,0,0,0
CHL,SLV,1,0.9900000095367432,0
CHL,ERI,0,0,0
CHL,EST,0,0,0.042500000447034836
CHL,FLK,0,0,0.25
CHL,FJI,0,0,0.125
CHL,FIN,0,0.01979999989271164,0
CHL,FRA,0,0.12870000302791595,0.5
CHL,GAB,0,0,0
CHL,GMB,0,0,0
CHL,GEO,0,0,0
CHL,DEU,0,0.03959999978542328,0.25
CHL,GHA,0,0,0
CHL,GIB,0,0.4950000047683716,0.19499999284744263
CHL,GRC,0,0.00989999994635582,0.25
CHL,GRL,0,0,0.25
CHL,GRD,0,0,0.25
CHL,GTM,1,0.8514000177383423,0
CHL,GIN,0,0,0
CHL,GNB,0,0,0
CHL,GUY,0,0,0.25
CHL,HTI,0,0,0.5
CHL,HND,1,0.9801000356674194,0
CHL,HUN,0,0.00989999994635582,0
CHL,ISL,0,0,0.25
CHL,IND,0,0,0
CHL,IDN,0,0,0
CHL,IRN,0,0,0.18000000715255737
CHL,IRQ,0,0,0
CHL,IRL,0,0.02969999983906746,0.25
CHL,ISR,0,0.02969999983906746,0.032499998807907104
CHL,ITA,0,0.03959999978542328,0.5
CHL,JAM,0,0,0.25
CHL,JPN,0,0,0
CHL,JOR,0,0,0
CHL,KAZ,0,0,0.10249999910593033
CHL,KEN,0,0,0
CHL,KIR,0,0,0
CHL,KWT,0,0,0
CHL,KGZ,0,0,0.06750000268220901
CHL,LAO,0,0,0
CHL,LVA,0,0,0.25
CHL,LBN,0,0,0
CHL,LBR,0,0,0
CHL,LBY,0,0,0
CHL,LTU,0,0.00989999994635582,0.25
CHL,MDG,0,0,0
CHL,MWI,0,0,0
CHL,MYS,0,0,0
CHL,MLI,0,0,0
CHL,MLT,0,0.01979999989271164,0
CHL,MHL,0,0,0.25
CHL,MRT,0,0,0
CHL,MUS,0,0,0.5
CHL,MEX,1,0.9801000356674194,0
CHL,FSM,0,0,0
CHL,MSR,0,0,0.25
CHL,MAR,0,0.21780000627040863,0
CHL,MOZ,0,0,0
CHL,NRU,0,0,0
CHL,NPL,0,0,0.25
CHL,NLD,0,0.0494999997317791,0.25
CHL,ANT,0,0.5544000267982483,0.5
CHL,NCL,0,0,0.5
CHL,NZL,0,0.00989999994635582,0.25
CHL,NIC,1,0.9603000283241272,0
CHL,NER,0,0,0
CHL,NGA,0,0,0
CHL,NIU,0,0,0
CHL,NFK,0,0,0.25
CHL,MNP,0,0,0
CHL,NOR,0,0.00989999994635582,0.25
CHL,OMN,0,0,0
CHL,PAK,0,0,0.25
CHL,PLW,0,0,0
CHL,PAN,1,0.9207000136375427,0
CHL,PNG,0,0,0
CHL,PRY,1,0.6930000185966492,0
CHL,PER,1,0.861299991607666,0
CHL,PHL,0,0.02969999983906746,0
CHL,PCN,0,0,0.25
CHL,POL,0,0.00989999994635582,0.25
CHL,PRT,0,0.08910000324249268,0.75
CHL,QAT,0,0,0
CHL,KOR,0,0,0
CHL,MDA,0,0,0.5
CHL,ROU,0,0.02969999983906746,0.5
CHL,RUS,0,0,0.25
CHL,RWA,0,0,0
CHL,SHN,0,0,0.25
CHL,KNA,0,0,0.25
CHL,LCA,0,0,0.5
CHL,SPM,0,0,0.5
CHL,VCT,0,0,0.25
CHL,STP,0,0,0.75
CHL,SAU,0,0,0
CHL,SEN,0,0.00989999994635582,0
CHL,SYC,0,0,0.5
CHL,SLE,0,0,0
CHL,SGP,0,0,0.05999999865889549
CHL,SVK,0,0.00989999994635582,0.25
CHL,SVN,0,0.01979999989271164,0.25
CHL,SLB,0,0,0
CHL,SOM,0,0,0
CHL,ZAF,0,0,0
CHL,ESP,1,0.9801000356674194,0
CHL,LKA,0,0,0.25
CHL,SDN,0,0,0
CHL,SUR,0,0,0.25
CHL,SWE,0,0.05939999967813492,0.25
CHL,CHE,0,0.01979999989271164,0.3149999976158142
CHL,SYR,0,0,0
CHL,TWN,0,0,0
CHL,TJK,0,0,0.25
CHL,THA,0,0,0
CHL,MKD,0,0,0.25
CHL,TGO,0,0,0
CHL,TON,0,0,0
CHL,TTO,0,0,0.25
CHL,TUN,0,0,0
CHL,TUR,0,0,0
CHL,TKM,0,0,0
CHL,TCA,0,0,0.25
CHL,TUV,0,0,0
CHL,UGA,0,0,0
CHL,UKR,0,0,0.25
CHL,ARE,0,0,0
CHL,GBR,0,0.07919999957084656,0.25
CHL,TZA,0,0,0
CHL,USA,0,0.15839999914169312,0.21250000596046448
CHL,URY,1,0.9801000356674194,0
CHL,UZB,0,0,0.03999999910593033
CHL,VUT,0,0,0
CHL,VEN,1,0.9801000356674194,0
CHL,VNM,0,0,0
CHL,YEM,0,0,0
CHL,ZMB,0,0,0
CHL,ZWE,0,0,0
CHN,AFG,0,0,0
CHN,ALB,0,0,0
CHN,DZA,0,0,0
CHN,AND,0,0.002199999988079071,0
CHN,AGO,0,0,0
CHN,AIA,0,0.009200000204145908,0
CHN,ATG,0,0.00800000037997961,0
