iso3,year,net_migration,conflict_deaths,gdp,gdp_growth,internet_usage,liberal_dem,disaster_deaths_per_100k,pop_growth,population,sanctioned,unemployment_youth
ABW,1960,0,NA,NA,NA,NA,NA,NA,NA,54608,NA,NA
ABW,1961,-569,NA,NA,NA,NA,NA,NA,NA,55811,NA,NA
ABW,1962,-609,NA,NA,NA,NA,NA,NA,NA,56682,NA,NA
ABW,1963,-646,NA,NA,NA,NA,NA,NA,NA,57475,NA,NA
ABW,1964,-684,NA,NA,NA,NA,NA,NA,NA,58178,NA,NA
ABW,1965,-726,NA,NA,NA,NA,NA,NA,NA,58782,NA,NA
ABW,1966,-761,NA,NA,NA,NA,NA,NA,NA,59291,NA,NA
ABW,1967,-1175,NA,NA,NA,NA,NA,NA,NA,59522,NA,NA
ABW,1968,-1219,NA,NA,NA,NA,NA,NA,NA,59471,NA,NA
ABW,1969,-1256,NA,NA,NA,NA,NA,NA,NA,59330,NA,NA
ABW,1970,-1280,NA,NA,NA,NA,NA,NA,NA,59106,NA,NA
ABW,1971,-1296,NA,NA,NA,NA,NA,NA,NA,58816,NA,NA
ABW,1972,-552,NA,NA,NA,NA,NA,NA,NA,58855,NA,NA
ABW,1973,-314,NA,NA,NA,NA,NA,NA,NA,59365,NA,NA
ABW,1974,-247,NA,NA,NA,NA,NA,NA,NA,60028,NA,NA
ABW,1975,-281,NA,NA,NA,NA,NA,NA,NA,60715,NA,NA
ABW,1976,-690,NA,NA,NA,NA,NA,NA,NA,61193,NA,NA
ABW,1977,-710,NA,NA,NA,NA,NA,NA,NA,61465,NA,NA
ABW,1978,-727,NA,NA,NA,NA,NA,NA,NA,61738,NA,NA
ABW,1979,-734,NA,NA,NA,NA,NA,NA,NA,62006,NA,NA
ABW,1980,-737,NA,NA,NA,NA,NA,NA,NA,62267,NA,NA
ABW,1981,-551,NA,NA,NA,NA,NA,NA,NA,62614,NA,NA
ABW,1982,-411,NA,NA,NA,NA,NA,NA,NA,63116,NA,NA
ABW,1983,-399,NA,NA,NA,NA,NA,NA,NA,63683,NA,NA
ABW,1984,-536,NA,NA,NA,NA,NA,NA,NA,64174,NA,NA
ABW,1985,-746,NA,NA,NA,NA,NA,NA,NA,64478,NA,NA
ABW,1986,-946,NA,NA,NA,NA,NA,NA,NA,64553,NA,NA
ABW,1987,-1049,NA,NA,NA,NA,NA,NA,NA,64450,NA,NA
ABW,1988,-899,NA,NA,NA,NA,NA,NA,NA,64332,NA,NA
ABW,1989,-185,NA,NA,NA,0,NA,NA,NA,64596,0,NA
ABW,1990,879,NA,764804469.3,3.96140172676478,0,NA,NA,1.712906785,65712,0,NA
ABW,1991,1946,NA,872067039.1,7.96287174444331,0,NA,NA,3.222414529,67864,0,NA
ABW,1992,1294,NA,958659217.9,5.88235395341866,0,NA,NA,3.372864192,70192,0,NA
ABW,1993,1662,NA,1083240223,7.30769324531406,0,NA,NA,3.04193161,72360,0,NA
ABW,1994,1668,NA,1245810056,8.20390129312089,0,NA,NA,3.196029146,74710,0,NA
ABW,1995,1598,NA,1320670391,2.54714368704694,0,NA,NA,3.084060978,77050,0,NA
ABW,1996,1636,NA,1379888268,1.18578851134656,2.768382663,NA,NA,3.025788936,79417,0,NA
ABW,1997,1656,NA,1531843575,7.04687499241221,2.768382663,NA,NA,3.027358768,81858,0,NA
ABW,1998,1786,NA,1665363128,1.99198444906199,2.768382663,NA,NA,3.004804525,84355,0,NA
ABW,1999,1828,NA,1722905028,1.2380418420716,4.506179098,NA,NA,2.934412926,86867,0,NA
ABW,2000,1235,NA,1873452514,7.62292064930222,15.44282295,NA,NA,2.539234444,89101,0,NA
ABW,2001,560,NA,1896456983,4.1820016304779,17.1,NA,NA,1.768756621,90691,0,NA
ABW,2002,350,NA,1961843575,-0.944953481157384,18.8,NA,NA,1.194718055,91781,0,NA
ABW,2003,324,NA,2044111732,1.11050459944282,20.8,NA,NA,0.997395547,92701,0,NA
ABW,2004,315,NA,2254830726,7.29372807096192,23,NA,NA,0.90098923,93540,0,NA
ABW,2005,579,NA,2360017318,-0.383137672063768,25.4,NA,NA,1.003077184,94483,0,NA
ABW,2006,569,NA,2469782682,1.12741146411624,28,NA,NA,1.181565546,95606,0,NA
ABW,2007,621,NA,2677641341,3.0895443848509,30.9,NA,NA,1.227710815,96787,0,NA
ABW,2008,666,NA,2843024581,1.83575517191368,52,NA,NA,1.241397377,97996,0,NA
ABW,2009,703,NA,2553793296,-11.6777413693852,58,NA,NA,1.233231321,99212,0,NA
ABW,2010,498,NA,2453597207,-2.73345679250639,62,NA,NA,1.13154104,100341,0,NA
ABW,2011,315,NA,2637859218,3.36923718421511,69,NA,NA,0.93935591,101288,0,NA
ABW,2012,229,NA,2615208380,-1.04079988436683,74,NA,NA,0.810230588,102112,0,NA
ABW,2013,134,NA,2727849721,6.43148260418822,78.9,NA,NA,0.749301039,102880,0,NA
ABW,2014,88,NA,2790849721,-1.58657513817235,83.78,NA,NA,0.69161526,103594,0,NA
ABW,2015,177,NA,2962907263,-0.623625902371245,88.66122693,NA,NA,0.637959162,104257,0,NA
ABW,2016,170,NA,2983635196,1.71962497989442,93.54245387,NA,NA,0.590062487,104874,0,NA
ABW,2017,218,NA,3092429050,7.04853338603499,97.17,NA,NA,0.537295706,105439,0,NA
ABW,2018,367,NA,3276184358,2.38173018636276,97.17,NA,NA,0.494795263,105962,0,NA
ABW,2019,412,NA,3395798883,-2.3028363027198,97.17,NA,NA,0.451969659,106442,0,NA
ABW,2020,0,NA,2558906304,-23.9825809597131,97.17,NA,NA,0.134255302,106585,0,NA
ABW,2021,501,NA,NA,27.6393569688502,97.17,NA,NA,NA,106537,NA,NA
ABW,2022,164,NA,NA,10.45831735343,97.17,NA,NA,NA,106445,NA,NA
ABW,2023,157,NA,NA,NA,97.17,NA,NA,NA,106277,NA,NA
AFG,1960,2606,NA,NA,NA,NA,NA,NA,NA,8622466,NA,NA
AFG,1961,6109,NA,NA,NA,NA,NA,NA,NA,8790140,NA,NA
AFG,1962,7016,NA,NA,NA,NA,NA,NA,NA,8969047,NA,NA
AFG,1963,6681,NA,NA,NA,NA,NA,NA,NA,9157465,NA,NA
AFG,1964,7079,NA,NA,NA,NA,NA,NA,NA,9355514,NA,NA
AFG,1965,10695,NA,NA,NA,NA,NA,NA,NA,9565147,NA,NA
AFG,1966,3563,NA,NA,NA,NA,NA,NA,NA,9783147,NA,NA
AFG,1967,6824,NA,NA,NA,NA,NA,NA,NA,10010030,NA,NA
AFG,1968,3333,NA,NA,NA,NA,NA,NA,NA,10247780,NA,NA
AFG,1969,2029,NA,NA,NA,NA,NA,NA,NA,10494489,NA,NA
AFG,1970,4458,NA,NA,NA,NA,NA,NA,NA,10752971,NA,NA
AFG,1971,-12801,NA,NA,NA,NA,NA,NA,NA,11015857,NA,NA
AFG,1972,-4050,NA,NA,NA,NA,NA,NA,NA,11286753,NA,NA
AFG,1973,-3030,NA,NA,NA,NA,NA,NA,NA,11575305,NA,NA
AFG,1974,-20009,NA,NA,NA,NA,NA,NA,NA,11869879,NA,NA
AFG,1975,-44418,NA,NA,NA,NA,NA,NA,NA,12157386,NA,NA
AFG,1976,-85430,NA,NA,NA,NA,NA,NA,NA,12425267,NA,NA
AFG,1977,-83115,NA,NA,NA,NA,NA,NA,NA,12687301,NA,NA
AFG,1978,-117186,NA,NA,NA,NA,NA,NA,NA,12938862,NA,NA
AFG,1979,-481199,NA,NA,NA,NA,NA,NA,NA,12986369,NA,NA
AFG,1980,-1205401,NA,NA,NA,NA,NA,NA,NA,12486631,NA,NA
AFG,1981,-2127145,NA,NA,NA,NA,NA,NA,NA,11155195,NA,NA
AFG,1982,-586943,NA,NA,NA,NA,NA,NA,NA,10088289,NA,NA
AFG,1983,-192869,NA,NA,NA,NA,NA,NA,NA,9951449,NA,NA
AFG,1984,322022,NA,NA,NA,NA,NA,NA,NA,10243686,NA,NA
AFG,1985,-210572,NA,NA,NA,NA,NA,NA,NA,10512221,NA,NA
AFG,1986,-427073,NA,NA,NA,NA,NA,NA,NA,10448442,NA,NA
AFG,1987,-402606,NA,NA,NA,NA,NA,NA,NA,10322758,NA,NA
AFG,1988,-89837,NA,NA,NA,NA,NA,NA,NA,10383460,NA,NA
AFG,1989,2683,5174,NA,NA,0,NA,NA,NA,10673168,1,NA
AFG,1990,-666001,1478,NA,NA,0,0.046,1.3464482,0.202433956,10694796,1,NA
AFG,1991,39926,3302,NA,NA,0,0.044,13.2803881,0.469880407,10745167,1,10.205
AFG,1992,1834556,4276,NA,NA,0,0.035,5.09229342,11.52252442,12057433,1,10.197
AFG,1993,1171818,3721,NA,NA,0,0.027,1.606710974,14.96445487,14003760,1,10.215
AFG,1994,665410,8937,NA,NA,0,0.027,1.0352261,9.864262066,15455555,1,10.234
AFG,1995,71824,5516,NA,NA,0,0.026,2.32049492,6.046535552,16418912,1,10.227
AFG,1996,27194,3177,NA,NA,0,0.026,0.4091988,4.10302205,17106595,1,10.209
AFG,1997,6129,6396,NA,NA,0,0.029,0.983764074,3.910605219,17788819,1,10.195
AFG,1998,35740,6256,NA,NA,0,0.029,38.51699822,3.882930605,18493132,1,10.217
AFG,1999,85758,4629,NA,NA,0,0.029,0.36339372,4.077879485,19262847,1,10.23
AFG,2000,-1007135,5235,3521418060,NA,0,0.029,0.04605233,1.443803024,19542982,1,10.233
AFG,2001,-192286,3725,2813571754,-9.43197406761324,0.004722568,0.035,1.74720093,0.742516834,19688632,1,10.232
AFG,2002,1327074,30,3825701439,28.600001161665,0.004561395,0.097,6.195161777,6.449321478,21000256,1,10.211
AFG,2003,388632,660,4520946819,8.83227780288267,0.087891253,0.1,0.604986459,7.541018965,22645130,1,10.189
AFG,2004,-248616,711,5224896719,1.41411799339429,0.10580903,0.105,0.076421588,3.933177688,23553551,1,10.175
AFG,2005,252185,1628,6203256539,11.2297148272859,1.224148084,0.132,2.334994086,3.576508004,24411191,1,10.167
AFG,2006,62684,4734,6971758282,5.35740324748592,2.107123645,0.224,1.501398452,4.139678035,25442944,1,10.172
AFG,2007,-942887,6848,9747886187,13.8263195471281,1.9,0.226,1.1427113,1.793195727,25903301,1,10.159
AFG,2008,221000,5655,10109297048,3.92498381999467,1.84,0.23,4.983501,2.002333262,26427199,1,10.16
AFG,2009,-58881,6390,12416152732,21.3905283926492,3.55,0.228,0.36881087,3.561288374,27385307,1,10.142
AFG,2010,-141355,7038,15856668556,14.3624414710737,4,0.223,1.241589484,2.894904104,28189672,1,10.128
AFG,2011,418796,7423,17805098206,0.426354776777345,5,0.224,0.283768866,3.689508302,29249157,1,10.114
AFG,2012,105905,7730,19907329778,12.7522870926697,5.454545455,0.226,1.24070765,4.077627729,30466479,1,10.096
AFG,2013,48076,8048,20146416758,5.60074465863221,5.9,0.228,0.491420508,3.466788304,31541209,1,10.098
AFG,2014,255611,12351,20497128556,2.72454336219565,7,0.228,1.75753827,3.657576065,32716210,1,10.092
AFG,2015,-281739,17260,19134221645,1.45131466066431,8.26,0.225,1.32134443,3.121341229,33753499,1,12.518
AFG,2016,-90238,17916,18116572395,2.26031420279821,11,0.208,0.24252075,2.581549399,34636207,1,14.92
AFG,2017,-47090,18974,18753456498,2.6470032027451,13.5,0.209,0.634058116,2.866492148,35643418,1,17.313
AFG,2018,-47205,25679,18053222687,1.18922812944517,16.8,0.199,0.308012803,2.885207973,36686784,1,16.626
AFG,2019,-8082,29903,18799444490,3.91160341625552,17.6,0.184,0.55865187,2.908529093,37769499,1,15.921
AFG,2020,166821,20475,19955929052,-2.35110067203466,18.4,0.191,0.84162482,3.134746908,38972230,1,16.051
AFG,2021,-183672,35593,NA,-20.7388393676343,18.4,NA,0.987544482,NA,40099462,NA,NA
AFG,2022,-65846,870,NA,-6.24017199240269,18.4,NA,3.24590293,NA,41128771,NA,NA
AFG,2023,-65846,223,NA,NA,18.4,NA,6.34945338,NA,42239854,NA,NA
AGO,1960,-43749,NA,NA,NA,NA,NA,NA,NA,5357195,NA,NA
AGO,1961,-49186,NA,NA,NA,NA,NA,NA,NA,5441333,NA,NA
AGO,1962,-54566,NA,NA,NA,NA,NA,NA,NA,5521400,NA,NA
AGO,1963,-59777,NA,NA,NA,NA,NA,NA,NA,5599827,NA,NA
AGO,1964,-71948,NA,NA,NA,NA,NA,NA,NA,5673199,NA,NA
AGO,1965,-87288,NA,NA,NA,NA,NA,NA,NA,5736582,NA,NA
AGO,1966,-104955,NA,NA,NA,NA,NA,NA,NA,5787044,NA,NA
AGO,1967,-113780,NA,NA,NA,NA,NA,NA,NA,5827503,NA,NA
AGO,1968,-111222,NA,NA,NA,NA,NA,NA,NA,5868203,NA,NA
AGO,1969,-81748,NA,NA,NA,NA,NA,NA,NA,5928386,NA,NA
AGO,1970,-36455,NA,NA,NA,NA,NA,NA,NA,6029700,NA,NA
AGO,1971,3219,NA,NA,NA,NA,NA,NA,NA,6177049,NA,NA
AGO,1972,35014,NA,NA,NA,NA,NA,NA,NA,6364731,NA,NA
AGO,1973,40182,NA,NA,NA,NA,NA,NA,NA,6578230,NA,NA
AGO,1974,39146,NA,NA,NA,NA,NA,NA,NA,6802494,NA,NA
AGO,1975,38725,NA,NA,NA,NA,NA,NA,NA,7032713,NA,NA
AGO,1976,35245,NA,NA,NA,NA,NA,NA,NA,7266780,NA,NA
AGO,1977,44937,NA,NA,NA,NA,NA,NA,NA,7511895,NA,NA
AGO,1978,45001,NA,NA,NA,NA,NA,NA,NA,7771590,NA,NA
AGO,1979,47175,NA,NA,NA,NA,NA,NA,NA,8043218,NA,NA
AGO,1980,53078,NA,NA,NA,NA,NA,NA,NA,8330047,NA,NA
AGO,1981,52138,NA,NA,NA,NA,NA,NA,NA,8631457,NA,NA
AGO,1982,55830,NA,NA,NA,NA,NA,NA,NA,8947152,NA,NA
AGO,1983,61000,NA,NA,NA,NA,NA,NA,NA,9276707,NA,NA
AGO,1984,57744,NA,NA,NA,NA,NA,NA,NA,9617702,NA,NA
AGO,1985,54953,NA,NA,NA,NA,NA,NA,NA,9970621,NA,NA
AGO,1986,47774,NA,NA,NA,NA,NA,NA,NA,10332574,NA,NA
AGO,1987,46192,NA,NA,NA,NA,NA,NA,NA,10694057,NA,NA
AGO,1988,47815,NA,NA,NA,NA,NA,NA,NA,11060261,NA,NA
AGO,1989,46755,2810,NA,NA,0,NA,0,NA,11439498,1,NA
AGO,1990,47663,2558,NA,-3.45009868500253,0,0.051,0,3.345143647,11828638,1,NA
AGO,1991,33925,516,NA,0.991359302044742,0,0.056,0,3.326137174,12228691,1,38.253
AGO,1992,39196,2346,NA,-5.83828073313141,0,0.078,0,3.248850023,12632507,1,38.595
AGO,1993,38883,12054,5880000000,-23.9834174420578,0,0.078,NA,3.161546668,13038270,1,39.555
AGO,1994,45272,3974,4432026144,1.33936343647991,0,0.078,NA,3.198432538,13462031,1,39.628
AGO,1995,40855,187,5538657322,15.0000000288634,0,0.079,NA,3.289675826,13912253,1,38.806
AGO,1996,45356,29,6535458385,13.5443697551026,7.75929e-4,0.079,NA,3.330132498,14383350,1,37.27
AGO,1997,49960,51,7675423799,7.27427735460373,0.005673746,0.079,0,3.335153782,14871146,1,37.029
AGO,1998,51856,1066,6506387247,4.69114645093552,0.018453724,0.079,0,3.279067748,15366864,1,37.44
AGO,1999,51687,2273,6152923310,2.18148971840458,0.071964087,0.079,NA,3.226447853,15870753,1,37.914
AGO,2000,53527,1000,9129594970,3.05462423430785,0.105045562,0.08,0.35988628,3.244121467,16394062,1,38.115
AGO,2001,56959,1123,8936079118,4.2059985561951,0.136013867,0.081,0.67880312,3.285217233,16941587,1,38.108
AGO,2002,60505,521,15285592370,13.6656887608562,0.270376746,0.083,0.045672163,3.335131608,17516139,1,37.642
AGO,2003,59438,25,17812704586,2.99000000000001,0.370682065,0.09,0.08276161,3.413321212,18124342,1,37.67
AGO,2004,66585,25,23552057679,10.9500000059465,0.464814618,0.092,0.14916524,3.506388824,18771125,1,37.445
AGO,2005,64009,NA,36970900884,15.0299999905513,1.143366827,0.094,0,3.557658989,19450959,1,37.449
AGO,2006,70170,NA,52381025141,11.549999997879,1.5,0.094,0,3.592013313,20162340,1,37.106
AGO,2007,73940,25,65266415494,14.0100000086059,1.7,0.094,0.5021595,3.639589304,20909684,1,37.013
AGO,2008,73804,NA,88538665085,11.1699999942146,1.9,0.099,0.03227067,3.670909202,21691522,1,37.222
AGO,2009,77265,25,70307196182,0.860000002152788,2.3,0.106,0.2754616,3.693482476,22507674,1,37.735
AGO,2010,90016,NA,83799474070,4.39837593810763,2.8,0.106,0.10700133,3.734797658,23364185,1,38.242
AGO,2011,94709,NA,111790000000,3.47205314798103,4.7,0.132,0.5358809,3.758796385,24259111,1,38.553
AGO,2012,96056,NA,128053000000,8.54210707584141,7.7,0.131,0,3.758702522,25188292,1,37.333
AGO,2013,91528,NA,132339000000,4.95461303112738,13,0.134,0.03442076,3.735525429,26147002,1,36.419
AGO,2014,84532,NA,135967000000,4.82255926962156,21.4,0.134,NA,3.684428967,27128337,1,35.478
AGO,2015,74170,NA,90496420507,0.943571561325001,22,0.134,0.26664084,3.617677518,28127721,1,34.865
AGO,2016,91623,25,52761617226,-2.5801112218828,23.2,0.134,0.38758704,3.586211007,29154746,1,34.229
AGO,2017,77733,25,73690154991,-0.147149825449205,26,0.15,0.03641343,3.550986636,30208628,1,33.481
AGO,2018,61632,NA,79450688259,-1.31636168896895,29,0.177,0.025580732,3.464456984,31273533,1,32.627
AGO,2019,58986,25,70897962732,-0.702272957616017,32.12939197,0.184,0.21326844,3.395277792,32353588,1,31.632
AGO,2020,7557,25,48501561204,-5.63821471714934,32.55014678,0.182,0.10470111,3.268348405,33428486,1,32.455
AGO,2021,29089,NA,NA,1.19921052145153,32.60230173,NA,0.06376114,NA,34503774,NA,NA
AGO,2022,-1000,25,NA,3.04540300954928,32.60230173,NA,0,NA,35588987,NA,NA
AGO,2023,-1000,NA,NA,0.856000934845724,32.60230173,NA,0.22898135,NA,36684202,NA,NA
ALB,1960,15540,NA,NA,NA,NA,NA,NA,NA,1608800,NA,NA
ALB,1961,15424,NA,NA,NA,NA,NA,NA,NA,1659800,NA,NA
ALB,1962,15288,NA,NA,NA,NA,NA,NA,NA,1711319,NA,NA
ALB,1963,15007,NA,NA,NA,NA,NA,NA,NA,1762621,NA,NA
ALB,1964,14612,NA,NA,NA,NA,NA,NA,NA,1814135,NA,NA
ALB,1965,14209,NA,NA,NA,NA,NA,NA,NA,1864791,NA,NA
ALB,1966,13747,NA,NA,NA,NA,NA,NA,NA,1914573,NA,NA
ALB,1967,13164,NA,NA,NA,NA,NA,NA,NA,1965598,NA,NA
ALB,1968,12504,NA,NA,NA,NA,NA,NA,NA,2022272,NA,NA
ALB,1969,11991,NA,NA,NA,NA,NA,NA,NA,2081695,NA,NA
ALB,1970,11102,NA,NA,NA,NA,NA,NA,NA,2135479,NA,NA
ALB,1971,10007,NA,NA,NA,NA,NA,NA,NA,2187853,NA,NA
ALB,1972,8796,NA,NA,NA,NA,NA,NA,NA,2243126,NA,NA
ALB,1973,7346,NA,NA,NA,NA,NA,NA,NA,2296752,NA,NA
ALB,1974,5834,NA,NA,NA,NA,NA,NA,NA,2350124,NA,NA
ALB,1975,3922,NA,NA,NA,NA,NA,NA,NA,2404831,NA,NA
ALB,1976,1646,NA,NA,NA,NA,NA,NA,NA,2458526,NA,NA
ALB,1977,-683,NA,NA,NA,NA,NA,NA,NA,2513546,NA,NA
ALB,1978,-3324,NA,NA,NA,NA,NA,NA,NA,2566266,NA,NA
ALB,1979,-6146,NA,NA,NA,NA,NA,NA,NA,2617832,NA,NA
ALB,1980,-9135,NA,NA,NA,NA,NA,NA,NA,2671997,NA,NA
ALB,1981,-12432,NA,NA,NA,NA,NA,NA,NA,2726056,NA,NA
ALB,1982,-15706,NA,NA,NA,NA,NA,NA,NA,2784278,NA,NA
ALB,1983,-19231,NA,NA,NA,NA,NA,NA,NA,2843960,NA,NA
ALB,1984,-23253,NA,NA,NA,NA,NA,NA,NA,2904429,NA,NA
ALB,1985,-27468,NA,NA,NA,NA,NA,NA,NA,2964762,NA,NA
ALB,1986,-32143,NA,NA,NA,NA,NA,NA,NA,3022635,NA,NA
ALB,1987,-37189,NA,NA,NA,NA,NA,NA,NA,3083605,NA,NA
ALB,1988,-42393,NA,NA,NA,NA,NA,NA,NA,3142336,NA,NA
ALB,1989,-48054,NA,NA,NA,0,NA,0,NA,3227943,1,NA
ALB,1990,-52723,NA,2028553750,-9.57564016993415,0,0.074,0,1.799085593,3286542,1,NA
ALB,1991,-56599,NA,1099559028,-28.0021416559099,0,0.267,0,-0.602809679,3266790,1,16.127
ALB,1992,-59634,NA,652174990.8,-7.18711091500037,0,0.336,0.3329562,-0.606434726,3247039,1,47.049
ALB,1993,-61925,NA,1185315468,9.5594116849315,0,0.323,NA,-0.610165793,3227287,1,39.759
ALB,1994,-63700,NA,1880950864,8.30286659699671,0,0.339,NA,-0.613880507,3207536,1,32.977
ALB,1995,-65106,NA,2392764853,13.322333321684,0.011168695,0.348,0.121788956,-0.617703658,3187784,1,23.242
ALB,1996,-65800,NA,3199640815,9.09999943646361,0.032196828,0.323,NA,-0.621511399,3168033,1,22.209
ALB,1997,-65975,NA,2258513974,-10.9199840781391,0.048593919,0.312,0,-0.625430097,3148281,1,26.901
ALB,1998,-65616,NA,2545964541,8.82942375839806,0.06502737,0.328,0,-0.629334393,3128530,1,32.04
ALB,1999,-64787,NA,3212121651,12.8908036407763,0.081437045,0.334,NA,-0.633352274,3108778,1,33.38
ALB,2000,-63610,NA,3480355258,6.94621659244254,0.114097347,0.345,NA,-0.637356834,3089027,1,30.56
ALB,2001,-62059,NA,3922100794,8.29331263121023,0.325798377,0.369,NA,-0.938470428,3060173,1,29.894
ALB,2002,-59876,NA,4348068242,4.53652416035675,0.390081273,0.396,0.224103703,-0.299876697,3051010,1,28.808
ALB,2003,-57308,NA,5611496257,5.52863746491788,0.971900415,0.399,NA,-0.374149169,3039616,1,27.528
ALB,2004,-54383,NA,7184685782,5.51466791097914,2.420387798,0.405,0.097955056,-0.417931378,3026939,1,26.601
ALB,2005,-50855,NA,8052077248,5.52642424695465,6.043890864,0.427,0.164873064,-0.511790116,3011487,1,26.224
ALB,2006,-47174,NA,8896075005,5.90265903591924,9.609991316,0.447,NA,-0.630911245,2992547,1,25.849
ALB,2007,-43019,NA,10677324853,5.98325951855567,15.03611541,0.453,0,-0.755718755,2970017,1,26.61
ALB,2008,-38736,NA,12881352894,7.50004143020151,23.86,0.451,NA,-0.767342959,2947314,1,26.555
ALB,2009,-34116,NA,12044205550,3.35428934987461,41.2,0.452,0,-0.673894046,2927519,1,27.324
ALB,2010,-29330,NA,11926926616,3.70693815255319,45,0.448,0,-0.496461963,2913021,1,30.869
ALB,2011,-24465,NA,12890760315,2.54540614450104,47,0.449,NA,-0.269017332,2905195,1,22.735
ALB,2012,-19946,NA,12319834195,1.4172427999078,49.4,0.449,0.17287931,-0.16515104,2900401,1,28.984
ALB,2013,-16845,NA,12776224497,1.00201754071108,51.8,0.436,NA,-0.183211385,2895092,1,31.313
ALB,2014,-14265,NA,13228147516,1.77444885260394,54.3,0.442,NA,-0.207047,2889104,1,39.759
ALB,2015,-12240,NA,11386853113,2.21872637517804,56.9,0.442,0.034692325,-0.291205787,2880703,1,39.883
ALB,2016,-10887,NA,11861199831,3.31498068384137,59.6,0.443,0.069418795,-0.159880412,2876101,1,36.159
ALB,2017,-9768,NA,13019726212,3.80259872019053,62.4,0.441,0.243109498,-0.091972294,2873457,1,31.397
ALB,2018,-9106,NA,15156424015,4.01934561695576,65.4,0.432,0,-0.246732042,2866376,1,28.32
ALB,2019,-8889,NA,15401826127,2.08771199649604,68.55039112,0.432,1.7746025,-0.426007367,2854191,1,27.142
ALB,2020,-9117,NA,15162734205,-3.30208203862541,72.23767711,0.447,NA,-0.574206959,2837849,1,30.63
ALB,2021,-10612,NA,NA,8.90852781831182,79.32371752,NA,0,NA,2811666,NA,NA
ALB,2022,-8000,NA,NA,4.85640165227306,82.61368583,NA,12.384258,NA,2777689,NA,NA
ALB,2023,-8000,NA,NA,3.43914949919611,82.61368583,NA,NA,NA,2745972,NA,NA
AND,1960,642,NA,NA,NA,NA,NA,NA,NA,9443,NA,NA
AND,1961,653,NA,NA,NA,NA,NA,NA,NA,10216,NA,NA
AND,1962,664,NA,NA,NA,NA,NA,NA,NA,11014,NA,NA
AND,1963,670,NA,NA,NA,NA,NA,NA,NA,11839,NA,NA
AND,1964,672,NA,NA,NA,NA,NA,NA,NA,12690,NA,NA
AND,1965,669,NA,NA,NA,NA,NA,NA,NA,13563,NA,NA
AND,1966,856,NA,NA,NA,NA,NA,NA,NA,14546,NA,NA
AND,1967,1061,NA,NA,NA,NA,NA,NA,NA,15745,NA,NA
AND,1968,1086,NA,NA,NA,NA,NA,NA,NA,17079,NA,NA
AND,1969,1112,NA,NA,NA,NA,NA,NA,NA,18449,NA,NA
AND,1970,1132,NA,NA,NA,NA,NA,NA,NA,19860,NA,NA
AND,1971,1163,NA,NA,NA,NA,NA,NA,NA,21322,NA,NA
AND,1972,1180,NA,NA,NA,NA,NA,NA,NA,22832,NA,NA
AND,1973,1208,NA,NA,NA,NA,NA,NA,NA,24393,NA,NA
AND,1974,1223,NA,NA,NA,NA,NA,NA,NA,26003,NA,NA
AND,1975,1235,NA,NA,NA,NA,NA,NA,NA,27640,NA,NA
AND,1976,1294,NA,NA,NA,NA,NA,NA,NA,29294,NA,NA
AND,1977,1294,NA,NA,NA,NA,NA,NA,NA,30949,NA,NA
AND,1978,1278,NA,NA,NA,NA,NA,NA,NA,32574,NA,NA
AND,1979,1210,NA,NA,NA,NA,NA,NA,NA,34142,NA,NA
AND,1980,959,NA,NA,NA,NA,NA,NA,NA,35611,NA,NA
AND,1981,931,NA,NA,NA,NA,NA,NA,NA,36987,NA,NA
AND,1982,1387,NA,NA,NA,NA,NA,NA,NA,38598,NA,NA
AND,1983,1386,NA,NA,NA,NA,NA,NA,NA,40432,NA,NA
AND,1984,1389,NA,NA,NA,NA,NA,NA,NA,42181,NA,NA
AND,1985,1219,NA,NA,NA,NA,NA,NA,NA,43809,NA,NA
AND,1986,1678,NA,NA,NA,NA,NA,NA,NA,45605,NA,NA
AND,1987,1710,NA,NA,NA,NA,NA,NA,NA,47635,NA,NA
AND,1988,1662,NA,NA,NA,NA,NA,NA,NA,49654,NA,NA
AND,1989,1616,NA,NA,NA,0,NA,NA,NA,51639,0,NA
AND,1990,1589,NA,1028989692,3.78138758571333,0,NA,NA,3.66933416,53569,0,NA
AND,1991,1501,NA,1106891362,2.54600352375863,0,NA,NA,3.422258136,55434,0,NA
AND,1992,1446,NA,1209992020,0.929214040125956,0,NA,NA,3.281077167,57283,0,NA
AND,1993,1530,NA,1007090270,-1.03148438999895,0,NA,NA,3.217412672,59156,1,NA
AND,1994,1474,NA,1017544069,2.3831822482118,0,NA,NA,3.130221536,61037,1,NA
AND,1995,1588,NA,1178745283,2.75750161326249,0,NA,NA,3.051097802,62928,1,NA
AND,1996,182,NA,1224024139,4.64973866754707,1.526601023,NA,NA,1.918610889,64147,1,NA
AND,1997,140,NA,1180645572,9.06767205144135,3.050175385,NA,NA,0.830563112,64682,1,NA
AND,1998,183,NA,1211953994,3.19479339289236,6.886209218,NA,NA,0.776176626,65186,1,NA
AND,1999,39,NA,1240295103,4.0990789217793004,7.635686143,NA,NA,0.716903736,65655,1,NA
AND,2000,146,NA,1432606189,3.52836236122388,10.53883561,NA,NA,0.670960074,66097,1,NA
AND,2001,2690,NA,1548265808,8.11935772169949,10.53883561,NA,NA,2.573377665,67820,1,NA
AND,2002,2690,NA,1764279824,4.54636221364653,11.26046872,NA,NA,4.369371501,70849,1,NA
